Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2017S002158    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;VALÈNCIA                                          ;0585 0585;Divendres;2017;3;Març;17;16;Tarda;No és causa del  vianant;0;1;0;1;2;431943,56;4584665,15;2.184.855;41.408.993
2017S007606    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València                                          ;0564 0566;Dijous;2017;9;Setembre;14;14;Tarda;No és causa del  vianant;0;1;0;1;2;431827,97;4584521,58;2.154.877;4.138.621
2017S007805    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València / Independència                          ;0567 0567;Dimecres;2017;9;Setembre;20;20;Tarda;No és causa del  vianant;0;0;1;1;2;431847,16;4584575,49;2.183.407;41.407.785
2017S008987    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València                                          ;0580 0580;Dilluns;2017;10;Octubre;30;20;Tarda;No és causa del  vianant;0;1;0;1;2;431894,69;4584587,11;2.184.033;41.408.102
2017S002244    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;ARAGÓ / Corunya                                   ;0561 0563;Dilluns;2017;3;Març;20;19;Tarda;No és causa del  vianant;0;1;0;1;2;431959,95;4584507,24;2.185.732;41.407.803
2017S001012    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;MALLORCA                                          ;0321 0321;Dimarts;2017;2;Febrer;7;11;Matí;No és causa del  vianant;0;1;0;1;1;431667,54;4584712,26;2.181.775;41.408.393
2017S009722    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca                                          ;0519 0519;Dimecres;2017;11;Novembre;22;20;Tarda;No és causa del  vianant;0;1;0;1;2;431715,03;4584629,7;2.181.955;41.408.529
2017S001895    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;DOS DE MAIG / Mallorca                            ;0281 0281;Dimecres;2017;3;Març;8;12;Matí;No és causa del  vianant;0;1;0;1;2;431814,65;4584562,43;2.181.123;41.407.749
2017S008277    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca / Dos de Maig                            ;0518 0518;Dissabte;2017;10;Octubre;7;6;Matí;No és causa del  vianant;0;2;0;2;4;431675,33;4584558,04;2.181.123;41.407.749
2017S004380    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València / Independència                          ;0563 0563;Dimecres;2017;5;Maig;17;13;Matí;No és causa del  vianant;0;0;0;0;2;431816,61;4584545,45;2.183.407;41.407.785
2017S001233    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;VALÈNCIA                                          ;0599 0599;Dimarts;2017;2;Febrer;14;16;Tarda;Transitar a peu per la calçada;0;1;0;1;1;432020,48;4584742,3;2.185.751;41.409.684
2017S007303    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València                                          ;0603 0603;Dijous;2017;8;Agost;31;21;Tarda;Altres;0;0;1;1;1;432032,73;4584754,37;2.185.811;4.140.973
2017S007003    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;Aragó / Corunya                                   ;0585 0585;Dimarts;2017;8;Agost;15;18;Tarda;No és causa del  vianant;0;1;0;1;2;432041,65;4584577,77;2.185.732;41.407.803
2017S000893    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;ARAGÓ                                             ;0587 0587;Dijous;2017;2;Febrer;2;9;Matí;No és causa del  vianant;0;1;0;1;2;432041,65;4584577,77;218.647;41.408.498
2017S001163    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;AV MERIDIANA / Aragó                              ;0589 0589;Dissabte;2017;2;Febrer;11;15;Tarda;No és causa del  vianant;0;1;0;1;2;432041,65;4584577,77;2.186.855;41.408.523
2017S007277    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència / Enamorats                         ;0273 0273;Dijous;2017;8;Agost;31;7;Matí;No és causa del  vianant;0;2;0;2;3;431895,3;4584479,69;2.183.965;41.407.337
2017S002245    ;10;Sant Martí;65;el Clot;1604;AV MERIDIANA / Sèquia Comtal                      ;0009 0009;Dilluns;2017;3;Març;20;19;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;432196,14;4584595,07;2.186.855;41.408.523
2017S009302    ;10;Sant Martí;65;el Clot;1604;Meridiana                                         ;0016 0016;Divendres;2017;11;Novembre;10;11;Matí;Desobeir el senyal del semàfor;0;1;0;1;1;432170,35;4584619,76;2.187.185;41.408.131
2017S002101    ;10;Sant Martí;65;el Clot;161101;INDEPENDÈNCIA / Aragó                             ;0261 0261;Dimecres;2017;3;Març;15;23;Nit;No és causa del  vianant;0;1;0;1;1;431960,88;4584412,8;218.452;41.406.912
2017S005169    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes / Glòries Catalanes               ;0823 0823;Dimarts;2017;6;Juny;13;9;Matí;No és causa del  vianant;0;1;0;1;2;432229,7;4584197,87;2.185.863;41.402.617
2017S006669    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes                                   ;0823 0823;Dimarts;2017;8;Agost;1;19;Tarda;No és causa del  vianant;0;1;0;1;2;432229,7;4584197,87;2.188.084;41.404.624
2017S005643    ;10;Sant Martí;65;el Clot;169409;Badajoz / Diagonal                                ;0823 0823;Dimecres;2017;6;Juny;28;19;Tarda;No és causa del  vianant;0;1;0;1;2;432229,7;4584197,87;2.188.682;41.403.765
2017S000296    ;10;Sant Martí;65;el Clot;209900;INDEPENDÈNCIA / Av Meridiana                      ;0078 0078;Dijous;2017;1;Gener;12;12;Matí;No és causa del  vianant;0;1;0;1;2;432154,04;4584227,04;2.186.854;41.405.403
2017S000609    ;10;Sant Martí;65;el Clot;-1;ARAGÓ                                             ;Desconegut;Dilluns;2017;1;Gener;23;16;Tarda;No és causa del  vianant;0;1;0;1;2;432022,1;4584523,65;2.185.564;41.407.541
2017S005444    ;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes                                   ;0963 0963;Dimecres;2017;6;Juny;21;19;Tarda;No és causa del  vianant;0;1;0;1;1;432952,21;4584961,31;2.196.643;41.411.561
2017S007332    ;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes / Espronceda                      ;0963 0963;Divendres;2017;9;Setembre;1;18;Tarda;No és causa del  vianant;0;0;0;0;1;432952,21;4584961,31;2.197.063;41.411.044
2017S000726    ;10;Sant Martí;72;Sant Martí de Provençals;128106;RBLA GUIPÚSCOA / Espronceda                       ;0296 0296;Divendres;2017;1;Gener;27;17;Tarda;No és causa del  vianant;0;2;0;2;2;432726,56;4585576,46;2.193.542;41.413.696
2017S001891    ;10;Sant Martí;72;Sant Martí de Provençals;153205;RBLA GUIPÚSCOA                                    ;0021B0021B;Dimecres;2017;3;Març;8;10;Matí;No és causa del  vianant;0;1;0;1;2;432727,59;4585261,16;2.194.216;41.414.467
2017S000532    ;10;Sant Martí;65;el Clot;161101;INDEPENDÈNCIA                                     ;0227 0227;Divendres;2017;1;Gener;20;11;Matí;No és causa del  vianant;0;1;0;1;2;432071,45;4584299,28;2.186.061;41.405.891
2017S006453    ;10;Sant Martí;65;el Clot;161101;Consell de Cent / Independència                   ;0243 0243;Dilluns;2017;7;Juliol;24;15;Tarda;No és causa del  vianant;0;1;0;1;2;432002,91;4584366,13;2.185.657;41.406.065
2017S004345    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;173406;València                                          ;0002 0004;Dimarts;2017;5;Maig;16;13;Matí;No és causa del  vianant;0;1;0;1;2;432091,96;4584822,63;2.186.425;4.140.991
2017S000869    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;AV MERIDIANA                                      ;0614 0614;Dimecres;2017;2;Febrer;1;18;Tarda;No és causa del  vianant;0;1;0;1;2;432050,78;4584928,37;2.186.557;41.409.004
2017S001562    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;AV MERIDIANA                                      ;0135B0135B;Dissabte;2017;2;Febrer;25;8;Matí;No és causa del  vianant;0;1;0;1;2;432107,33;4584770,47;218.656;41.410.613
2017S009772    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana / València                              ;0137 0137B;Divendres;2017;11;Novembre;24;8;Matí;No és causa del  vianant;0;2;0;2;3;432107,43;4584782,83;2.186.877;41.410.354
2017S007600    ;10;Sant Martí;65;el Clot;42306;Bilbao / Aragó                                    ;0220X0220X;Dimecres;2017;9;Setembre;13;23;Nit;No és causa del  vianant;0;1;0;1;5;432540,41;4584990,51;2.191.279;41.411.973
2017S000137    ;10;Sant Martí;65;el Clot;60400;ARAGÓ                                             ;0001S0001S;Divendres;2017;1;Gener;6;22;Nit;No és causa del  vianant;0;1;0;1;2;432181,99;4584767,31;21.884;41.410.069
2017S008267    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes / Poblenou                        ;0871 0871;Divendres;2017;10;Octubre;6;20;Tarda;No és causa del  vianant;0;1;0;1;2;432562,44;4584523,33;2.192.552;41.407.639
2017S007951    ;10;Sant Martí;65;el Clot;86200;Concili de Trento / Lope de Vega                  ;0037 0039;Dimarts;2017;9;Setembre;26;12;Matí;Creuar per fora pas de vianants;0;1;0;1;1;432711,43;4585044,37;2.193.547;41.411.987
2017S006854    ;10;Sant Martí;65;el Clot;42306;Aragó / Las Navas de Tolosa                       ;0241 0241;Dimarts;2017;8;Agost;8;23;Nit;No és causa del  vianant;0;1;0;1;2;432527,01;4584971,56;2.191.279;41.411.973
2017S006079    ;10;Sant Martí;65;el Clot;350308;València                                          ;0620 0626;Dimecres;2017;7;Juliol;12;17;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;432198,76;4584886,86;2.187.637;41.410.827
2017S004641    ;10;Sant Martí;65;el Clot;180401;Lope de Vega / Concili de Trento                  ;0273 0275;Divendres;2017;5;Maig;26;8;Matí;No és causa del  vianant;0;1;0;1;3;432705,8;4584983,52;2.193.547;41.411.987
2017S003623    ;10;Sant Martí;65;el Clot;209900;Meridiana / Trinxant                              ;0194 0196;Diumenge;2017;4;Abril;23;11;Matí;No és causa del  vianant;0;1;0;1;2;432165,2;4585196,35;2.186.892;41.413.523
2017S008103    ;10;Sant Martí;65;el Clot;226400;Las Navas de Tolosa / Múrcia                      ;0289B0291;Diumenge;2017;10;Octubre;1;21;Tarda;No és causa del  vianant;0;2;0;2;2;432192,23;4585315,15;2.187.887;41.414.538
2017S003940    ;10;Sant Martí;65;el Clot;42306;Bilbao                                            ;0227 0229;Dijous;2017;5;Maig;4;10;Matí;No és causa del  vianant;0;1;0;1;3;432616,05;4584880,71;219.303;41.410.796
2017S006732    ;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento / Extremadura                   ;0317X0317X;Dimecres;2017;8;Agost;2;11;Matí;No és causa del  vianant;0;1;0;1;2;434148,53;4586154,83;2.211.398;41.421.881
2017S003914    ;10;Sant Martí;70;el Besòs i el Maresme;701266;Litoral (Llobregat)                               ;550000;Dimecres;2017;5;Maig;3;11;Matí;No és causa del  vianant;0;4;0;4;2;435017,2;4584731,2;2.221.726;41.410.514
2017S001257    ;10;Sant Martí;73;la Verneda i la Pau;153205;RBLA PRIM / Rbla Guipúscoa                        ;0166B0166B;Dimecres;2017;2;Febrer;15;1;Nit;No és causa del  vianant;0;1;0;1;2;433889,51;4586256,32;2.204.909;41.422.204
2017S010414    ;10;Sant Martí;70;el Besòs i el Maresme;701559;Eduard Maristany                                  ;0002X0002X;Dissabte;2017;12;Desembre;16;18;Tarda;No és causa del  vianant;0;1;0;1;2;434910,04;4584955,31;222.051;41.412.138
2017S003078    ;10;Sant Martí;70;el Besòs i el Maresme;165408;Prim                                              ;0001 0001;Dilluns;2017;4;Abril;3;19;Tarda;No és causa del  vianant;0;0;0;0;1;434651,99;4585174,61;2.216.609;41.413.737
2017S010707    ;10;Sant Martí;72;Sant Martí de Provençals;3406;Guipúscoa / Agricultura                           ;0260 0260;Dimecres;2017;12;Desembre;27;16;Tarda;No és causa del  vianant;0;2;0;2;2;433302,68;4585756,57;2.200.363;41.418.811
2017S009012    ;10;Sant Martí;72;Sant Martí de Provençals;60807;Cantàbria / Concili de Trento                     ;0023 0023;Dimarts;2017;10;Octubre;31;19;Tarda;No és causa del  vianant;0;1;0;1;2;433438,44;4585759,71;2.202.633;41.418.803
2017S005997    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa                                         ;0108 0108;Dilluns;2017;7;Juliol;10;15;Tarda;No és causa del  vianant;0;2;0;2;1;433395,88;4585855,58;2.201.852;41.419.652
2017S005176    ;10;Sant Martí;73;la Verneda i la Pau;69700;Santander / Ca n'Oliva                            ;0111X0111X;Dimarts;2017;6;Juny;13;14;Tarda;No és causa del  vianant;0;1;0;1;3;433364,56;4586605,67;2.201.282;41.426.638
2017S000123    ;10;Sant Martí;73;la Verneda i la Pau;318906;SANTANDER                                         ;0038 0040;Dijous;2017;1;Gener;5;17;Tarda;No és causa del  vianant;0;2;0;2;2;433396,55;4586637,52;220.173;4.142.748
2017S005072    ;10;Sant Martí;73;la Verneda i la Pau;318906;Santander                                         ;0043 0047;Divendres;2017;6;Juny;9;17;Tarda;No és causa del  vianant;0;1;0;1;2;433294,25;4586607,45;2.200.553;41.426.416
2017S007144    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa                                         ;0120X0120X;Dimecres;2017;8;Agost;23;20;Tarda;No és causa del  vianant;0;1;0;1;1;433463,81;4585920,96;22.024;41.420.066
2017S000944    ;10;Sant Martí;72;Sant Martí de Provençals;15201;CANTÀBRIA                                         ;0191 0191;Divendres;2017;2;Febrer;3;20;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;433503,59;4585631,56;2.204.322;41.417.325
2017S000612    ;10;Sant Martí;73;la Verneda i la Pau;60807;CANTÀBRIA                                         ;0053 0055;Dilluns;2017;1;Gener;23;18;Tarda;No és causa del  vianant;0;1;0;1;3;433083,99;4586161,62;2.198.959;41.423.403
2017S002424    ;10;Sant Martí;73;la Verneda i la Pau;318906;SANTANDER                                         ;0025A0025A;Diumenge;2017;3;Març;26;6;Matí;No és causa del  vianant;0;1;0;1;1;433027,27;4586394,56;2.198.539;4.142.411
2017S008874    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal / Bac de Roda                            ;0108 0110;Dijous;2017;10;Octubre;26;21;Tarda;No és causa del  vianant;0;1;0;1;2;433572,37;4584544,81;2.203.962;41.407.568
2017S003235    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim                                              ;0029 0029;Divendres;2017;4;Abril;7;18;Tarda;No és causa del  vianant;0;0;0;0;2;434649,79;4585071,88;221.694;41.412.697
2017S006914    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim / Pujades                                    ;0037 0039;Divendres;2017;8;Agost;11;15;Tarda;No és causa del  vianant;0;1;0;1;2;434600,33;4585122,68;2.216.424;41.413.489
2017S001120    ;10;Sant Martí;71;Provençals del Poblenou;249304;PERE IV                                           ;0478 0478;Divendres;2017;2;Febrer;10;10;Matí;No és causa del  vianant;0;2;0;2;2;433812,88;4585297,27;220.713;41.414.859
2017S004843    ;10;Sant Martí;70;el Besòs i el Maresme;186703;Llull                                             ;0386 0386;Divendres;2017;6;Juny;2;6;Matí;Creuar per fora pas de vianants;0;1;0;1;1;434579,17;4584909,22;2.216.113;41.411.226
2017S002075    ;10;Sant Martí;71;Provençals del Poblenou;322608;SELVA DE MAR / Veneçuela                          ;0055X0055X;Dimecres;2017;3;Març;15;8;Matí;No és causa del  vianant;0;2;0;2;1;433868,3;4584710,06;220.736;41.410.118
2017S008856    ;10;Sant Martí;71;Provençals del Poblenou;30409;Diagonal / Bac de Roda                            ;0100 0108;Dijous;2017;10;Octubre;26;8;Matí;Desobeir el senyal del semàfor;0;1;0;1;1;433536,88;4584557,54;2.203.962;41.407.568
2017S004209    ;10;Sant Martí;70;el Besòs i el Maresme;195409;Maresme / Bolívia                                 ;0166 0166;Divendres;2017;5;Maig;12;0;Nit;No és causa del  vianant;0;2;0;2;2;434043,08;4585561,81;2.209.648;41.416.875
2017S008566    ;10;Sant Martí;68;el Poblenou;148704;Ramon Turró / Ciutat de Granada                   ;0029 0029;Dimecres;2017;10;Octubre;18;9;Matí;No és causa del  vianant;0;3;0;3;2;433171,61;4583349,61;2.199.459;41.397.299
2017S002006    ;10;Sant Martí;68;el Poblenou;700667;AV LITORAL                                        ;0000 0000;Diumenge;2017;3;Març;12;4;Nit;No és causa del  vianant;0;1;0;1;1;433335,13;4583027,72;2.208.706;4.139.742
2017S004941    ;10;Sant Martí;68;el Poblenou;186703;Llull                                             ;0101 0101;Dimarts;2017;6;Juny;6;9;Matí;No és causa del  vianant;0;1;0;1;2;432902,47;4583316,47;219.633;41.396.815
2017S002347    ;10;Sant Martí;68;el Poblenou;202209;LLULL / Ciutat de Granada                         ;0011B0011B;Dijous;2017;3;Març;23;19;Tarda;No és causa del  vianant;0;1;0;1;2;433156,9;4583294,69;2.198.332;41.398.139
2017S010097    ;10;Sant Martí;68;el Poblenou;62609;Badajoz / Icària                                  ;0204 0204;Diumenge;2017;12;Desembre;3;13;Matí;No és causa del  vianant;0;1;0;1;2;433310,69;4583070,9;2.200.803;41.394.523
2017S000122    ;10;Sant Martí;68;el Poblenou;29206;RBLA PRIM / GV Corts Catalanes                    ;0042 0046;Dijous;2017;1;Gener;5;19;Tarda;No és causa del  vianant;0;0;0;0;1;432966,39;4583219,85;2.208.398;41.419.569
2017S003738    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda                                        ;0151X0151X;Dijous;2017;4;Abril;27;10;Matí;No és causa del  vianant;0;1;0;1;2;433383,68;4584494,1;2.201.856;41.407.389
2017S007503    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda / Perú                                 ;0201 0201;Dissabte;2017;9;Setembre;9;15;Tarda;No és causa del  vianant;0;2;0;2;2;433092,38;4584771,43;2.198.342;41.410.089
2017S001061    ;10;Sant Martí;71;Provençals del Poblenou;169409;CTRA C-31                                         ;1088I1088I;Dimecres;2017;2;Febrer;8;17;Tarda;No és causa del  vianant;0;0;0;0;3;433579,27;4585365,83;2.205.805;41.417.384
2017S007904    ;10;Sant Martí;71;Provençals del Poblenou;169409;Corts Catalanes / Bac de Roda                     ;1004 1004;Diumenge;2017;9;Setembre;24;9;Matí;No és causa del  vianant;0;1;0;1;4;433144,75;4584965,06;219.819;41.411.891
2017S010082    ;10;Sant Martí;71;Provençals del Poblenou;701414;Espronceda / Corts Catalanes                      ;20700000;Dissabte;2017;12;Desembre;2;13;Matí;No és causa del  vianant;0;0;0;0;1;433010,8;4584901,86;2.197.063;41.411.044
2017S004702    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;20710000;Diumenge;2017;5;Maig;28;8;Matí;No és causa del  vianant;0;2;0;2;2;433081,94;4584971,32;219.735;41.411.031
2017S008946    ;10;Sant Martí;71;Provençals del Poblenou;200600;Marroc / Bac de Roda                              ;0083B0083B;Diumenge;2017;10;Octubre;29;17;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;433384,47;4584725,23;2.201.731;41.409.239
2017S006672    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;20670000;Dimarts;2017;8;Agost;1;21;Tarda;No és causa del  vianant;0;1;0;1;2;432792,39;4584691,03;2.193.034;41.407.835
2017S005878    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes / Selva de Mar                    ;20750000;Dimecres;2017;7;Juliol;5;16;Tarda;No és causa del  vianant;0;0;0;0;2;433366,47;4585249,15;2.201.634;41.414.447
2017S009684    ;10;Sant Martí;71;Provençals del Poblenou;143609;Josep Pla / Perú                                  ;0180X0180X;Dimarts;2017;11;Novembre;21;22;Nit;No és causa del  vianant;0;1;0;1;2;433785,13;4585451;2.206.224;41.416.095
2017S001113    ;10;Sant Martí;71;Provençals del Poblenou;42306;BILBAO / GV Corts Catalanes                       ;0164 0164;Divendres;2017;2;Febrer;10;9;Matí;No és causa del  vianant;0;1;0;1;1;432877,48;4584648,97;2.194.859;41.409.289
2017S003816    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú / Selva de Mar                               ;0198 0198;Dissabte;2017;4;Abril;29;14;Tarda;No és causa del  vianant;0;1;0;1;2;433439,81;4585121,72;2.202.894;41.413.519
2017S005995    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú                                              ;0250 0250;Dilluns;2017;7;Juliol;10;14;Tarda;No és causa del  vianant;0;1;0;1;1;433658,22;4585334,74;2.205.048;41.414.983
2017S000591    ;10;Sant Martí;71;Provençals del Poblenou;169409;SELVA DE MAR / GV Corts Catalanes                 ;1174 1174;Diumenge;2017;1;Gener;22;19;Tarda;No és causa del  vianant;0;1;0;1;1;433922,65;4585745,39;2.201.634;41.414.447
2017S001862    ;10;Sant Martí;71;Provençals del Poblenou;128106;PERE IV / Fluvià                                  ;0137 0137;Dimarts;2017;3;Març;7;9;Matí;No és causa del  vianant;0;1;0;1;2;433437,31;4584809,67;2.203.038;4.140.997
2017S003392    ;10;Sant Martí;71;Provençals del Poblenou;356202;Veneçuela / Selva de Mar                          ;0047B0047B;Divendres;2017;4;Abril;14;11;Matí;No és causa del  vianant;0;1;0;1;2;433823,71;4584790,26;220.736;41.410.118
2017S007682    ;10;Sant Martí;71;Provençals del Poblenou;42306;Diagonal / Bilbao                                 ;0143X0143X;Dissabte;2017;9;Setembre;16;22;Nit;No és causa del  vianant;0;1;0;1;2;433119,2;4584372,05;2.198.352;4.140.669
2017S004402    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú / Poblenou                                   ;0044B0044B;Dijous;2017;5;Maig;18;10;Matí;No és causa del  vianant;0;1;0;1;2;432708,11;4584406,09;2.193.796;41.406.675
2017S001437    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;144601;PROVENÇALS / Pujades                              ;0034 0034;Dimarts;2017;2;Febrer;21;8;Matí;No és causa del  vianant;0;1;0;1;1;434334,03;4584806,91;2.208.511;4.140.754
2017S009997    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;30409;Bac de Roda / Diagonal                            ;0098X0098X;Dijous;2017;11;Novembre;30;19;Tarda;No és causa del  vianant;0;2;0;2;2;433571,61;4584514,79;220.452;41.407.344
