Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_conductor;Coordenada_UTM_X_ED50;Coordenada_UTM_Y_ED50;Longitud;Latitud
2018S001162    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria;0197 0197;Dilluns;2018;2;Febrer;12;12;Matí;Manca precaució incorporació circulació;431275.04 ;4584936.5 ;217.657.982.025.174;414.111.958.882.258
2018S002732    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria;0209 0209;Dimarts;2018;4;Abril;10;11;Matí;Altres;431314.7  ;4584991.14;217.704.809.774.645;414.116.914.060.555
2018S009276    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret;0248 0250;Dimarts;2018;12;Desembre;4;15;Tarda;Canvi de carril sense precaució;431181.73 ;4585030.22;217.545.280.600.587;414.120.320.018.594
2018S000203    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;310008;Sant Quintí;0037 0045;Dimarts;2018;1;Gener;9;8;Matí;Altres;431414.92 ;4585159.44;217.822.802.734.313;414.132.157.952.830
2018S000690    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;134801;Freser;0035 0035;Divendres;2018;1;Gener;26;7;Matí;Desconegut;431576.43 ;4584960.54;218.018.288.144.211;414.114.381.465.036
2018S008934    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;105304;Dos de Maig;0278 0278;Dijous;2018;11;Novembre;22;16;Tarda;Gir indegut o sense precaució;431461.64 ;4584743.79;217.883.412.021.401;414.094.761.597.731
2018S008635    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;Aragó;0555 0555;Diumenge;2018;11;Novembre;11;10;Matí;No determinada;431934.16 ;4584454.66;218.451.968.042.250;414.069.122.437.300
2018S002373    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0518 0518;Dilluns;2018;3;Març;26;10;Matí;Desobeir semàfor;431651.12 ;4584550.2 ;218.112.285.478.852;414.077.487.047.724
2018S003512    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0534 0534;Dissabte;2018;5;Maig;5;17;Tarda;Canvi de carril sense precaució;431736.13 ;4584619.91;218.213.197.732.538;414.083.837.913.911
2018S000572    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València;0545 0547;Dilluns;2018;1;Gener;22;15;Tarda;Desconegut;431743.79 ;4584455.08;218.224.222.398.484;414.068.998.698.714
2018S002469    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;105304;Dos de Maig;0228 0228;Dijous;2018;3;Març;29;21;Tarda;Desobeir semàfor;431743.79 ;4584455.08;218.224.222.398.484;414.068.998.698.714
2018S001350    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0117B0117B;Dilluns;2018;2;Febrer;19;18;Tarda;Desobeir altres senyals;432131.07 ;4584631.66;218.685.546.165.919;414.085.230.938.487
2018S001173    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València;0585 0585;Dilluns;2018;2;Febrer;12;18;Tarda;Manca precaució efectuar marxa enrera;431943.56 ;4584665.15;218.460.844.048.249;414.088.088.594.280
2018S003519    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;Aragó;0585 0585;Dissabte;2018;5;Maig;5;18;Tarda;No respectar distàncies;432044.98 ;4584590.74;218.583.013.419.058;414.081.472.596.531
2018S007744    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;18505;Aragó;0607 0607;Dijous;2018;10;Octubre;11;19;Tarda;Manca d'atenció a la conducció;432098.83 ;4584629.17;218.647.004.214.999;414.084.979.418.827
2018S001937    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;41507;Besalú;0039 0039;Divendres;2018;3;Març;9;16;Tarda;Desobeir altres senyals;431884.15 ;4585208.68;218.383.645.007.115;414.136.992.272.727
2018S008898    ;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes;1029 1031;Dimecres;2018;11;Novembre;21;11;Matí;Altres;433247.4  ;4585229.34;220.014.456.780.445;414.139.997.997.885
2018S009342    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dijous;2018;12;Desembre;6;14;Tarda;Desobeir semàfor;432229.7  ;4584197.87;218.808.402.878.152;414.046.244.050.028
2018S009051    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dilluns;2018;11;Novembre;26;16;Tarda;No determinada;432278.76 ;4584102.02;218.868.165.090.266;414.037.652.499.740
2018S006101    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dimarts;2018;8;Agost;7;13;Matí;No respectat pas de vianants;432042;4583976.74;218.586.348.706.804;414.026.168.931.224
2018S009391    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Diumenge;2018;12;Desembre;9;11;Matí;Desobeir semàfor;432082.6  ;4584318.82;218.631.073.713.492;414.057.013.403.335
2018S002070    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dimecres;2018;3;Març;14;16;Tarda;No respectar distàncies;432229.7  ;4584197.87;218.808.402.878.152;414.046.244.050.028
2018S005659    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dissabte;2018;7;Juliol;21;16;Tarda;Desobeir semàfor;432229.7  ;4584197.87;218.808.402.878.152;414.046.244.050.028
2018S002069    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0833;Dimarts;2018;3;Març;13;20;Tarda;No determinada;432278.76 ;4584102.02;218.868.165.090.266;414.037.652.499.740
2018S008111    ;10;Sant Martí;72;Sant Martí de Provençals;115603;Espronceda;0232 0232;Dimecres;2018;10;Octubre;24;17;Tarda;Desobeir semàfor;432884.03 ;4585011.58;219.582.123.952.779;414.120.082.062.165
2018S001714    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0070 0074;Divendres;2018;3;Març;2;15;Tarda;No respectar distàncies;433066.85 ;4585534.2 ;219.795.063.088.053;414.167.305.551.611
2018S001456    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0037 0037;Divendres;2018;2;Febrer;23;9;Matí;Desconegut;432836.05 ;4585367.03;219.520.770.812.661;414.152.056.290.812
2018S003416    ;10;Sant Martí;72;Sant Martí de Provençals;60807;Cantàbria;0031 0031;Dijous;2018;5;Maig;3;9;Matí;Altres;433366.06 ;4585856.75;220.149.508.792.770;414.196.605.610.278
2018S001717    ;10;Sant Martí;65;el Clot;1604;Sèquia Comtal;0016 0016;Divendres;2018;3;Març;2;23;Nit;Desobeir semàfor;432131.07 ;4584631.66;218.685.546.165.919;414.085.230.938.487
2018S000158    ;10;Sant Martí;65;el Clot;1604;Sèquia Comtal;0016 0016;Dilluns;2018;1;Gener;8;9;Matí;Desobeir semàfor;432131.07 ;4584631.66;218.685.546.165.919;414.085.230.938.487
2018S000288    ;10;Sant Martí;65;el Clot;209900;Meridiana;0094 0094;Divendres;2018;1;Gener;12;15;Tarda;Manca d'atenció a la conducció;432156.43 ;4584510.33;218.717.246.718.850;414.074.324.537.628
2018S009060    ;10;Sant Martí;65;el Clot;209900;Meridiana;0068 0078;Dimarts;2018;11;Novembre;27;8;Matí;No respectar distàncies;432127.7  ;4584285.31;218.685.402.320.398;414.054.033.382.542
2018S004474    ;10;Sant Martí;72;Sant Martí de Provençals;322608;Selva de Mar;0231 0231;Dilluns;2018;6;Juny;11;11;Matí;Gir indegut o sense precaució;433083.45 ;4585580.97;219.814.406.971.225;414.171.531.827.829
2018S006613    ;10;Sant Martí;65;el Clot;161101;Independència;0250 0250;Divendres;2018;8;Agost;31;15;Tarda;Manca d'atenció a la conducció;431934.16 ;4584454.66;218.451.968.042.250;414.069.122.437.300
2018S005526    ;10;Sant Martí;65;el Clot;42306;Bilbao;0241 0243;Dimarts;2018;7;Juliol;17;9;Matí;Gir indegut o sense precaució;432556.97 ;4584973.84;219.191.249.393.426;414.116.408.894.354
2018S001020    ;10;Sant Martí;65;el Clot;153205;Guipúscoa;0016 0016;Dimecres;2018;2;Febrer;7;13;Matí;Manca d'atenció a la conducció;432690.49 ;4585166.49;219.348.847.044.923;414.133.872.348.382
2018S008072    ;10;Sant Martí;65;el Clot;81603;Clot;0165 0165;Dimarts;2018;10;Octubre;23;17;Tarda;Avançament defectuós/improcedent;432411.1  ;4585107.29;219.015.239.010.841;414.128.305.685.902
2018S001344    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0077 0077;Dilluns;2018;2;Febrer;19;13;Matí;Avançament defectuós/improcedent;433202.01 ;4585724.59;219.954.676.414.976;414.184.566.001.689
2018S002655    ;10;Sant Martí;65;el Clot;191204;Mallorca;0628 0630;Dissabte;2018;4;Abril;7;14;Tarda;Canvi de carril sense precaució;432211.14 ;4585084.11;218.776.263.439.740;414.126.049.368.133
2018S000116    ;10;Sant Martí;65;el Clot;115603;Espronceda;0223 0223;Dissabte;2018;1;Gener;6;10;Matí;Manca d'atenció a la conducció;432912.53 ;4584994.88;219.616.406.808.727;414.118.601.757.590
2018S006182    ;10;Sant Martí;65;el Clot;105304;Dos de Maig;0208 0208;Divendres;2018;8;Agost;10;17;Tarda;Gir indegut o sense precaució;431837.23 ;4584359.62;218.337.081.380.528;414.060.480.267.621
2018S000482    ;10;Sant Martí;65;el Clot;350308;València;0676 0676;Divendres;2018;1;Gener;19;9;Matí;No respectar distàncies;432352.05 ;4585035.22;218.945.397.117.745;414.121.764.831.404
2018S002196    ;10;Sant Martí;70;el Besòs i el Maresme;701266;Litoral (Llobregat);590000;Dilluns;2018;3;Març;19;8;Matí;No determinada;434871.49 ;4584474.96;221.965.720.055.703;414.073.386.588.815
2018S002268    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0855 0855;Dimecres;2018;3;Març;21;16;Tarda;Manca d'atenció a la conducció;432457.7  ;4584419.73;219.078.673.580.562;414.066.418.396.852
2018S008536    ;10;Sant Martí;70;el Besòs i el Maresme;701449;Josep Narcís Roca;0013X0013X;Dimecres;2018;11;Novembre;7;20;Tarda;Desobeir altres senyals;434942.76 ;4585181.95;222.043.373.605.958;414.137.121.310.493
2018S006606    ;10;Sant Martí;73;la Verneda i la Pau;700037;Binèfar;0002 0002;Divendres;2018;8;Agost;31;13;Matí;Manca d'atenció a la conducció;433505.6  ;4586353.55;220.311.007.237.706;414.241.466.669.235
2018S007172    ;10;Sant Martí;70;el Besòs i el Maresme;701265;Litoral (Besòs);590000;Dilluns;2018;9;Setembre;24;12;Matí;Manca d'atenció a la conducció;434748.45 ;4584155.86;221.821.967.802.852;414.044.546.104.102
2018S008516    ;10;Sant Martí;70;el Besòs i el Maresme;701266;Litoral (Llobregat);520000;Dimecres;2018;11;Novembre;7;7;Matí;Canvi de carril sense precaució;435085.59 ;4584918.92;222.217.086.302.970;414.113.546.411.165
2018S007649    ;10;Sant Martí;72;Sant Martí de Provençals;3406;Agricultura;0260 0260;Dimarts;2018;10;Octubre;9;10;Matí;No respectar distàncies;433270.56 ;4585763.3 ;220.036.270.641.792;414.188.109.509.816
2018S000213    ;10;Sant Martí;73;la Verneda i la Pau;60807;Cantàbria;0071 0071;Dimarts;2018;1;Gener;9;16;Tarda;Desobeir semàfor;433225.1  ;4586424.57;219.974.568.004.427;414.247.630.354.809
2018S002213    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0108 0108;Dilluns;2018;3;Març;19;15;Tarda;Canvi de carril sense precaució;433366.06 ;4585856.75;220.149.508.792.770;414.196.605.610.278
2018S008769    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0123 0125;Divendres;2018;11;Novembre;16;15;Tarda;Canvi de carril sense precaució;433503.22 ;4586019.14;220.311.839.953.303;414.211.345.351.511
2018S009117    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0131 0135;Dijous;2018;11;Novembre;29;10;Matí;Altres;433578.31 ;4586092.51;220.400.884.090.056;414.218.015.749.058
2018S007749    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0138 0138;Dijous;2018;10;Octubre;11;19;Tarda;Desobeir semàfor;433532.63 ;4586021.37;220.347.006.653.669;414.211.570.559.355
2018S009754    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0138 0138;Dijous;2018;12;Desembre;20;23;Nit;No respectat pas de vianants;433561.94 ;4586017.93;220.382.116.069.822;414.211.284.992.905
2018S003089    ;10;Sant Martí;73;la Verneda i la Pau;266405;Prim;0181 0181;Dissabte;2018;4;Abril;21;19;Tarda;Manca d'atenció a la conducció;433452.25 ;4586276.66;220.248.014.081.692;414.234.497.194.401
2018S005625    ;10;Sant Martí;70;el Besòs i el Maresme;186703;Llull;0428X0428X;Divendres;2018;7;Juliol;20;8;Matí;Altres;434964.53 ;4585179.04;222.069.451.469.336;414.136.876.850.536
2018S006170    ;10;Sant Martí;73;la Verneda i la Pau;266405;Prim;0163 0165;Divendres;2018;8;Agost;10;13;Matí;Desobeir semàfor;433653.97 ;4586136.52;220.490.934.525.526;414.222.042.177.712
2018S004398    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal;0180 0182;Dijous;2018;6;Juny;7;16;Tarda;No respectar distàncies;432717.58 ;4584267.9 ;219.391.258.676.688;414.052.961.634.502
2018S006919    ;10;Sant Martí;73;la Verneda i la Pau;169409;Corts Catalanes;1125 1125;Dijous;2018;9;Setembre;13;20;Tarda;Manca d'atenció a la conducció;433723.92 ;4585600.72;220.580.513.171.834;414.173.841.946.649
2018S007834    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0119X0119X;Dilluns;2018;10;Octubre;15;17;Tarda;Gir indegut o sense precaució;433417.82 ;4584654.75;220.224.683.237.353;414.088.387.744.829
2018S005011    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0149 0149;Divendres;2018;6;Juny;29;13;Matí;Manca d'atenció a la conducció;433748.2  ;4586229.83;220.602.666.340.313;414.230.524.178.514
2018S007206    ;10;Sant Martí;71;Provençals del Poblenou;356202;Veneçuela;0071 0071;Dimarts;2018;9;Setembre;25;19;Tarda;Manca d'atenció a la conducció;433928.98 ;4584852.57;220.834.047.014.130;414.106.627.070.475
2018S002892    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal;0152 0152;Dilluns;2018;4;Abril;16;9;Matí;Gir indegut o sense precaució;433090.05 ;4584419.2 ;219.835.163.333.035;414.066.899.977.190
2018S007032    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal;0152 0152;Dimecres;2018;9;Setembre;19;10;Matí;Gir indegut o sense precaució;433090.05 ;4584419.2 ;219.835.163.333.035;414.066.899.977.190
2018S005307    ;10;Sant Martí;71;Provençals del Poblenou;200600;Marroc;0001 0003;Dilluns;2018;7;Juliol;9;18;Tarda;No respectar distàncies;433046.26 ;4584390.23;219.783.097.834.374;414.064.254.234.086
2018S006720    ;10;Sant Martí;70;el Besòs i el Maresme;44403;Bolívia;0363 0363;Dimecres;2018;9;Setembre;5;22;Nit;Manca precaució incorporació circulació;434109.13 ;4585613.77;221.041.277.157.367;414.175.334.413.863
2018S007178    ;10;Sant Martí;70;el Besòs i el Maresme;182509;Lluís Dalmau;0029 0029;Dilluns;2018;9;Setembre;24;18;Tarda;Desconegut;434353.43 ;4585868.46;221.330.817.712.736;414.198.473.822.574
2018S004045    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim;0040 0040;Divendres;2018;5;Maig;25;6;Matí;No determinada;434515.19 ;4585255.01;221.531.019.621.187;414.143.354.054.400
2018S004480    ;10;Sant Martí;70;el Besòs i el Maresme;701414;C-31;20850000;Dilluns;2018;6;Juny;11;17;Tarda;Manca d'atenció a la conducció;433994.44 ;4585956.97;220.900.300.613.242;414.206.151.298.146
2018S005642    ;10;Sant Martí;68;el Poblenou;332000;Taulat;0001 0001;Divendres;2018;7;Juliol;20;19;Tarda;Altres;433292.17 ;4583113.74;220.091.359.324.012;413.949.488.709.739
2018S004626    ;10;Sant Martí;68;el Poblenou;55501;Calvell;0035 0035;Diumenge;2018;6;Juny;17;20;Tarda;Gir indegut o sense precaució;433841.91 ;4583498.75;220.744.689.483.619;413.984.620.201.587
2018S009212    ;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);710000;Diumenge;2018;12;Desembre;2;11;Matí;Altres;433592.77 ;4582860.32;220.453.686.466.291;413.926.912.796.393
2018S005995    ;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);760000;Dijous;2018;8;Agost;2;22;Nit;No respectar distàncies;433600.12 ;4582986.31;220.461.094.808.564;413.938.266.489.409
2018S000366    ;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);760000;Dilluns;2018;1;Gener;15;7;Matí;Manca d'atenció a la conducció;433600.12 ;4582986.31;220.461.094.808.564;413.938.266.489.409
2018S008333    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);740000;Dimecres;2018;10;Octubre;31;14;Tarda;Canvi de carril sense precaució;433827.82 ;4583265.73;220.730.384.591.258;413.963.621.042.650
2018S002051    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);750000;Dimecres;2018;3;Març;14;7;Matí;Manca d'atenció a la conducció;433777.75 ;4583199.54;220.671.219.394.737;413.957.618.211.142
2018S003070    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);780000;Dissabte;2018;4;Abril;21;6;Matí;Manca d'atenció a la conducció;433600.12 ;4582986.31;220.461.094.808.564;413.938.266.489.409
2018S009896    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);790000;Divendres;2018;12;Desembre;28;12;Matí;Manca d'atenció a la conducció;433406.97 ;4582829.32;220.231.801.214.324;413.923.966.928.595
2018S004700    ;10;Sant Martí;71;Provençals del Poblenou;322608;Selva de Mar;0138 0138;Dimarts;2018;6;Juny;19;15;Tarda;Gir indegut o sense precaució;433476.69 ;4585173.83;220.289.399.995.987;414.135.188.665.646
2018S009186    ;10;Sant Martí;68;el Poblenou;110009;Ramon Turró;0159 0159;Dissabte;2018;12;Desembre;1;14;Tarda;Desobeir semàfor;433268.89 ;4583467.86;220.059.608.084.126;413.981.364.072.056
2018S000825    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0082 0082;Dimecres;2018;1;Gener;31;8;Matí;Desobeir semàfor;432901.43 ;4584611.26;219.607.384.563.038;414.084.040.918.182
2018S004970    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda;0194 0194;Dijous;2018;6;Juny;28;8;Matí;Manca d'atenció a la conducció;432986.83 ;4584903.52;219.706.312.230.767;414.110.435.263.993
2018S005350    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20750000;Dimecres;2018;7;Juliol;11;1;Nit;Manca d'atenció a la conducció;433372.35 ;4585277.86;220.163.417.363.620;414.144.471.843.809
2018S006662    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20750000;Dilluns;2018;9;Setembre;3;14;Tarda;Manca d'atenció a la conducció;433387.34 ;4585365.24;220.180.389.110.887;414.152.354.354.996
2018S009286    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20710000;Dimarts;2018;12;Desembre;4;18;Tarda;Manca d'atenció a la conducció;433081.87 ;4584996.69;219.818.985.453.742;414.118.906.082.467
2018S006193    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20710000;Dissabte;2018;8;Agost;11;11;Matí;Altres;433105.47 ;4584927.04;219.847.991.310.061;414.112.652.566.849
2018S005482    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20710000;Diumenge;2018;7;Juliol;15;22;Nit;Desobeir semàfor;433081.87 ;4584996.69;219.818.985.453.742;414.118.906.082.467
2018S002872    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0210 0210;Diumenge;2018;4;Abril;15;13;Matí;Altres;433476.69 ;4585173.83;220.289.399.995.987;414.135.188.665.646
2018S006805    ;10;Sant Martí;71;Provençals del Poblenou;169409;Corts Catalanes;0890 0890;Diumenge;2018;9;Setembre;9;23;Nit;Manca d'atenció a la conducció;432294.33 ;4584205.8 ;218.885.628.790.920;414.047.012.788.959
2018S005437    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20760000;Divendres;2018;7;Juliol;13;19;Tarda;No respectar distàncies;433366.47 ;4585249.15;220.156.698.748.675;414.141.881.134.294
2018S007873    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0141 0149;Dimecres;2018;10;Octubre;17;6;Matí;Canvi de carril sense precaució;433092.71 ;4584796.53;219.834.169.808.027;414.100.887.265.074
2018S005597    ;10;Sant Martí;71;Provençals del Poblenou;200600;Marroc;0083B0083B;Dijous;2018;7;Juliol;19;17;Tarda;No cedir la dreta;433375.14 ;4584699.57;220.173.129.198.341;414.092.389.163.479
2018S006403    ;10;Sant Martí;71;Provençals del Poblenou;143609;Josep Pla;0169 0173;Dimecres;2018;8;Agost;22;11;Matí;Manca d'atenció a la conducció;433772.59 ;4585417.95;220.640.750.011.001;414.157.420.513.286
2018S009059    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0293 0297;Dimarts;2018;11;Novembre;27;9;Matí;Gir indegut o sense precaució;433757.59 ;4585457.29;220.622.371.681.870;414.160.951.385.762
2018S003805    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;30409;Bac de Roda;0098X0098X;Dimarts;2018;5;Maig;15;18;Tarda;Desobeir semàfor;433532.99 ;4584476.99;220.364.420.843.764;414.072.472.777.267
2018S006103    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;115603;Espronceda;0002X0002X;Dimarts;2018;8;Agost;7;18;Tarda;Altres;434090.98 ;4583775.73;221.039.598.764.412;414.009.771.869.793
2018S005110    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;186703;Llull;0347 0347;Dimarts;2018;7;Juliol;3;9;Matí;Manca d'atenció a la conducció;434249.99 ;4584604.59;221.220.795.160.166;414.084.555.614.544
2018S005334    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Buenaventura Muñoz;0031 0031;Dimarts;2018;7;Juliol;10;15;Tarda;Desobeir semàfor;432020.91 ;4582833.01;218.573.972.739.947;413.923.138.606.889
2018S003446    ;10;Sant Martí;68;el Poblenou;242906;Pallars;0279 0285;Dijous;2018;5;Maig;3;19;Tarda;Manca precaució incorporació circulació;433394.73 ;4584173.82;220.202.357.295.260;414.045.052.507.982
2018S002388    ;10;Sant Martí;68;el Poblenou;330107;Tànger;0137 0137;Dilluns;2018;3;Març;26;20;Tarda;Gir indegut o sense precaució;432803.58 ;4584135.15;219.495.613.940.211;414.041.077.208.773
2018S008287    ;10;Sant Martí;68;el Poblenou;330107;Tànger;0160X0160X;Dimarts;2018;10;Octubre;30;16;Tarda;No respectar distàncies;432896.49 ;4584227.11;219.605.737.915.128;414.049.437.469.537
2018S007349    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;242906;Pallars;0141 0143;Diumenge;2018;9;Setembre;30;6;Matí;Desobeir semàfor;432704.09 ;4583469.61;219.384.003.352.708;413.981.050.552.041
2018S001922    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;270901;Pujades;0019 0019;Divendres;2018;3;Març;9;14;Tarda;Desconegut;432301.89 ;4582921.06;218.909.051.090.015;413.931.306.250.315
2018S005055    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700892;Garcia Fària;0025X0025X;Dissabte;2018;6;Juny;30;13;Matí;Altres;434119.59 ;4583833.73;221.073.190.432.627;414.015.019.261.753
2018S005055    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700892;Garcia Fària;0025X0025X;Dissabte;2018;6;Juny;30;13;Matí;Canvi de carril sense precaució;434119.59 ;4583833.73;221.073.190.432.627;414.015.019.261.753
2018S004044    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;330107;Tànger;0022 0022;Divendres;2018;5;Maig;25;11;Matí;Gir indegut o sense precaució;432228.27 ;4583578.71;218.813.630.263.514;413.990.476.888.143
2018S001898    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;186703;Llull;0015 0015;Dijous;2018;3;Març;8;18;Tarda;No respectar distàncies;432301.13 ;4582733.75;218.910.237.740.340;413.914.435.106.395
2018S001848    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;144601;Diagonal;0001 0001;Dimecres;2018;3;Març;7;7;Matí;No respectar distàncies;434783.31 ;4584879.64;221.855.862.627.260;414.109.763.611.520
2018S003626    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;209900;Meridiana;0062 0064;Dijous;2018;5;Maig;10;11;Matí;No respectar distàncies;432144.1  ;4583759;218.710.926.598.869;414.006.644.038.189
