Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2022S007749    ;-1;Desconegut;-1;Desconegut;-1;Fernando Pessoa                                   ;17;Dilluns;2022;12;Desembre;19;11;Matí;No és causa del  vianant;0;1;0;1;2;432684,59;4588039,29;219.309.773.734.525;414.392.611.438.551
2022S003422    ;-1;Desconegut;-1;Desconegut;-1;Bac de Roda / Ramon Turró                         ;Desconegut;Dissabte;2022;6;Juny;4;14;Tarda;No és causa del  vianant;0;2;0;2;2;433936,91;4584121,59;220.851.521.304.019;414.040.796.070.100
2022S003346    ;-1;Desconegut;-1;Desconegut;-1;Viladrosa                                         ;97-103    ;Dimecres;2022;6;Juny;1;21;Tarda;No és causa del  vianant;0;1;0;1;2;431308,23;4588533,51;217.656.784.025.681;414.435.957.239.281
2022S006073    ;-1;Desconegut;-1;Desconegut;-1;A Zona Franca / Número 3 Zona Franca              ;Desconegut;Dissabte;2022;10;Octubre;8;21;Tarda;No és causa del  vianant;0;0;0;0;1;428020,43;4576283,26;213.867.072.493.585;413.329.741.092.914
2022S005123    ;-1;Desconegut;-1;Desconegut;-1;Carles Pi i Sunyer                                ;10;Divendres;2022;8;Agost;26;16;Tarda;No és causa del  vianant;0;1;0;1;2;431029,88;4582053,59;217.397.546.148.698;413.852.094.064.853
2022S003977    ;-1;Desconegut;-1;Desconegut;-1;Guipúscoa / Espronceda                            ;Desconegut;Dijous;2022;6;Juny;30;11;Matí;No és causa del  vianant;0;1;0;1;1;432695,3;4585200,75;219.354.220.381.238;414.136.962.077.680
2022S004286    ;-1;Desconegut;-1;Desconegut;-1;Estatut de Catalunya / Jorge Manrique             ;Desconegut;Dijous;2022;7;Juliol;14;7;Matí;No és causa del  vianant;0;1;0;1;2;429391,4;4587227,22;215.377.667.071.203;414.316.640.776.020
2022S005426    ;-1;Desconegut;-1;Desconegut;-1;Motors                                            ;38-40     ;Dissabte;2022;9;Setembre;10;14;Tarda;No és causa del  vianant;0;1;0;1;2;427593,18;4577814,42;213.338.262.513.950;413.467.264.771.681
2022S002974    ;-1;Desconegut;-1;Desconegut;-1;Dalt (Besòs)                                      ;S11       ;Dilluns;2022;5;Maig;16;20;Tarda;No és causa del  vianant;0;1;0;1;2;425089,54;4581936,96;210.294.994.237.711;413.836.273.000.542
2022S002801    ;-1;Desconegut;-1;Desconegut;-1;Joan XXIII                                        ;1;Dimarts;2022;5;Maig;10;21;Tarda;No és causa del  vianant;0;0;0;0;2;426451,5;4581657,08;211.927.105.805.228;413.812.323.062.258
2022S003194    ;-1;Desconegut;-1;Desconegut;-1;Jocs del 92 / Foc                                 ;Desconegut;Dijous;2022;5;Maig;26;21;Tarda;No és causa del  vianant;0;6;0;6;2;428989,33;4579247,93;214.990.142.012.880;413.597.620.632.343
2022S001039    ;-1;Desconegut;-1;Desconegut;-1;Mig (Ascendent)                                   ;K14       ;Dilluns;2022;2;Febrer;21;10;Matí;No és causa del  vianant;0;1;0;1;2;427334,3;4581216,56;212.988.060.905.330;413.773.449.960.320
2022S003094    ;-1;Desconegut;-1;Desconegut;-1;Francesc Ferrer i Guàrdia                         ;13-27     ;Diumenge;2022;5;Maig;22;20;Tarda;No és causa del  vianant;0;1;0;1;2;428733,49;4580289,66;214.672.051.246.641;413.691.219.640.656
2022S002212    ;-1;Desconegut;-1;Desconegut;-1;Ildefons Cerdà / Corts Catalanes                  ;Desconegut;Dissabte;2022;4;Abril;16;14;Tarda;No és causa del  vianant;0;1;0;1;1;427718,43;4579750,57;213.464.876.064.647;413.641.759.824.788
2022S005498    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;226400;Meridiana / Las Navas de Tolosa                   ;0293 0293;Dimecres;2022;9;Setembre;14;8;Matí;No és causa del  vianant;0;1;0;1;2;432141,03;4585382,64;218.689.031.416.923;414.152.877.819.504
2022S007303    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;226400;Las Navas de Tolosa                               ;0331 0331;Dilluns;2022;11;Novembre;28;15;Tarda;No és causa del  vianant;0;1;0;1;2;431973,04;4585538,56;218.486.282.916.210;414.166.778.879.595
2022S001340    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria                                         ;0255X0255X;Diumenge;2022;3;Març;6;6;Matí;No és causa del  vianant;0;1;0;1;2;431549,19;4585199,86;217.982.988.488.576;414.135.913.026.962
2022S000863    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret / Independència          ;0272 0274;Diumenge;2022;2;Febrer;13;14;Tarda;No és causa del  vianant;0;1;0;1;1;431281,04;4585126,89;217.662.995.990.221;414.129.111.815.693
2022S000954    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret                          ;0282 0284;Dijous;2022;2;Febrer;17;12;Matí;No és causa del  vianant;0;4;0;4;3;431349,6;4585179,44;217.744.425.384.287;414.133.903.466.385
2022S002592    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria                                         ;0267 0269;Dilluns;2022;5;Maig;2;17;Tarda;No és causa del  vianant;0;1;0;1;2;431572,74;4585262,63;218.010.453.773.893;414.141.586.589.687
2022S007370    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;194406;Maragall                                          ;0043 0043;Dijous;2022;12;Desembre;1;6;Matí;Creuar per fora pas de vianants;0;1;0;1;1;431601,21;4585393,87;218.043.031.206.932;414.153.431.206.651
2022S004407    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret                          ;0252 0256;Dimarts;2022;7;Juliol;19;10;Matí;No és causa del  vianant;0;1;0;1;2;431226,09;4585058,64;217.598.029.501.962;414.122.917.719.178
2022S001461    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria / Sant Quintí                           ;0254 0254;Divendres;2022;3;Març;11;20;Tarda;No és causa del  vianant;0;1;0;1;2;431460,81;4585127,29;217.878.071.038.030;414.129.301.491.833
2022S002966    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret                          ;0258 0260;Dimarts;2022;5;Maig;17;8;Matí;No és causa del  vianant;0;2;0;2;2;431205,74;4585069,47;217.573.559.444.880;414.123.875.709.233
2022S002764    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret                          ;0268 0268;Dilluns;2022;5;Maig;9;12;Matí;No és causa del  vianant;0;1;0;1;2;431268,03;4585099,78;217.647.738.886.889;414.126.658.972.678
2022S002515    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret / Independència          ;0270 0270;Divendres;2022;4;Abril;29;14;Tarda;No és causa del  vianant;0;1;0;1;2;431281,04;4585126,89;217.662.995.990.221;414.129.111.815.693
2022S001073    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència / Provença                          ;0323 0323;Dimarts;2022;2;Febrer;22;12;Matí;No és causa del  vianant;0;1;0;1;2;431660,6;4584737,39;218.121.510.760.707;414.094.354.729.915
2022S006976    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria / Conca                                 ;0274 0274;Dimarts;2022;11;Novembre;15;12;Matí;No és causa del  vianant;0;2;0;2;2;431551,19;4585223,29;217.985.116.019.277;414.138.024.995.769
2022S005281    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;134801;Rosselló                                          ;0001 0003;Diumenge;2022;9;Setembre;4;3;Nit;No és causa del  vianant;0;1;0;1;2;431514,47;4584772,55;217.946.289.540.024;414.097.396.990.297
2022S001582    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;289105;Rosselló / Dos de Maig                            ;0517 0517;Divendres;2022;3;Març;18;13;Matí;No és causa del  vianant;0;1;0;1;2;431461,64;4584743,79;217.883.412.021.401;414.094.761.597.731
2022S000513    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca / Xifré                                  ;0535B0535B;Divendres;2022;1;Gener;28;15;Tarda;No és causa del  vianant;0;2;0;2;3;431814,66;4584712,35;218.306.103.288.166;414.092.230.411.396
2022S000177    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;268003;Provença / Dos de Maig                            ;0550 0550;Dijous;2022;1;Gener;13;12;Matí;No és causa del  vianant;0;1;0;1;2;431559,94;4584643,69;218.002.146.637.809;414.085.829.744.794
2022S001464    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència / Bassols                           ;0289 0295;Divendres;2022;3;Març;11;21;Tarda;No és causa del  vianant;0;2;0;2;2;431797,74;4584596,19;218.287.171.416.283;414.081.753.873.326
2022S002093    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;105304;València / Dos de Maig                            ;0228 0228;Divendres;2022;4;Abril;8;20;Tarda;No és causa del  vianant;0;0;0;0;3;431743,79;4584455,08;218.224.222.398.484;414.068.998.698.714
2022S006468    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València                                          ;0615 0615;Dimecres;2022;10;Octubre;26;19;Tarda;No és causa del  vianant;0;1;0;1;2;432057,29;4584777,79;218.595.638.199.303;414.098.330.036.041
2022S007415    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca                                          ;0582 0582;Divendres;2022;12;Desembre;2;12;Matí;Creuar per fora pas de vianants;0;1;0;1;1;431941,44;4584821,01;218.456.553.237.900;414.102.124.627.240
2022S007908    ;10;Sant Martí;65;el Clot;18505;Aragó / Independència                             ;0558 0558;Diumenge;2022;12;Desembre;25;18;Tarda;No és causa del  vianant;0;1;0;1;2;431934,16;4584454,66;218.451.968.042.250;414.069.122.437.300
2022S002812    ;10;Sant Martí;65;el Clot;161101;Independència                                     ;0265 0265;Dimecres;2022;5;Maig;11;9;Matí;No és causa del  vianant;0;1;0;1;3;431961,52;4584412,9;218.485.168.909.211;414.065.384.424.131
2022S001778    ;10;Sant Martí;72;Sant Martí de Provençals;115603;Espronceda                                        ;0214 0222;Dilluns;2022;3;Març;28;15;Tarda;No és causa del  vianant;0;4;0;4;3;432939,83;4584967,63;219.649.370.868.432;414.116.170.232.048
2022S004131    ;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda / Concili de Trento                   ;0187 0191;Dijous;2022;7;Juliol;7;9;Matí;No és causa del  vianant;0;1;0;1;1;432866,8;4585219,17;219.559.204.350.496;414.138.764.689.639
2022S002454    ;10;Sant Martí;72;Sant Martí de Provençals;86200;Bac de Roda                                       ;0079 0079;Dimarts;2022;4;Abril;26;17;Tarda;No és causa del  vianant;0;1;0;1;1;432849,1;4585214,59;219.538.078.277.700;414.138.337.381.163
2022S007307    ;10;Sant Martí;65;el Clot;18505;Aragó                                             ;0594 0594;Dilluns;2022;11;Novembre;28;18;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;432184,11;4584725,86;218.747.943.277.396;414.093.760.056.247
2022S002275    ;10;Sant Martí;72;Sant Martí de Provençals;208205;Menorca / Agricultura                             ;0025 0025;Dimecres;2022;4;Abril;20;5;Nit;No és causa del  vianant;0;1;0;1;1;433083,34;4585952,6;219.810.159.990.747;414.205.003.361.905
2022S005199    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca                                          ;0587 0587;Dimarts;2022;8;Agost;30;17;Tarda;No és causa del  vianant;0;2;0;2;1;432012,73;4584921,82;218.540.708.576.844;414.111.264.661.350
2022S007702    ;10;Sant Martí;65;el Clot;209900;Meridiana / Consell de Cent                       ;0097 0097B;Divendres;2022;12;Desembre;16;17;Tarda;No és causa del  vianant;0;1;0;1;2;432129,07;4584436,31;218.685.346.344.373;414.067.634.660.484
2022S002059    ;10;Sant Martí;72;Sant Martí de Provençals;30409;Corts Catalanes / Bac de Roda                     ;0161 0161;Dijous;2022;4;Abril;7;19;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;433081,87;4584996,69;219.818.985.453.742;414.118.906.082.467
2022S000540    ;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda                                       ;0161 0161;Diumenge;2022;1;Gener;30;23;Nit;No és causa del  vianant;0;1;0;1;2;433007,82;4585054,03;219.729.756.385.326;414.124.008.787.229
2022S000505    ;10;Sant Martí;65;el Clot;346800;Corts Catalanes / Poblenou                        ;0183 0183;Divendres;2022;1;Gener;28;8;Matí;No és causa del  vianant;0;0;0;0;2;432606,26;4584529,02;219.255.178.408.257;414.076.386.634.475
2022S002543    ;10;Sant Martí;65;el Clot;334607;Ter                                               ;0001 0001;Dissabte;2022;4;Abril;30;15;Tarda;No és causa del  vianant;0;1;0;1;1;432257,9;4584824,79;218.835.113.666.420;414.102.732.664.325
2022S005723    ;10;Sant Martí;72;Sant Martí de Provençals;158504;Doctor Zamenhof / Huelva                          ;0043 0045;Divendres;2022;9;Setembre;23;8;Matí;No és causa del  vianant;0;1;0;1;2;432842,52;4585531,47;219.526.684.663.895;414.166.872.329.273
2022S004518    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana / Mallorca                              ;0151B0151B;Dissabte;2022;7;Juliol;23;18;Tarda;No és causa del  vianant;0;1;0;1;2;432136,49;4585039,63;218.687.450.620.338;414.121.980.134.471
2022S002926    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana                                         ;0123 0123;Diumenge;2022;5;Maig;15;23;Nit;No és causa del  vianant;0;1;0;1;2;432108;4584685,07;218.657.346.902.638;414.090.021.915.456
2022S004178    ;10;Sant Martí;65;el Clot;220608;Monturiol                                         ;0019 0021;Divendres;2022;7;Juliol;8;16;Tarda;No és causa del  vianant;0;1;0;1;2;432590,48;4584803,24;219.233.242.961.791;414.101.071.590.843
2022S005322    ;10;Sant Martí;65;el Clot;115603;Espronceda / València                             ;0309 0311;Dimarts;2022;9;Setembre;6;13;Matí;No és causa del  vianant;0;1;0;1;3;432602,82;4585296,58;219.242.505.595.187;414.145.515.626.049
2022S006563    ;10;Sant Martí;65;el Clot;89004;Consell de Cent                                   ;0601 0603;Diumenge;2022;10;Octubre;30;8;Matí;No és causa del  vianant;0;1;0;1;2;431989,27;4584335,63;218.519.235.344.156;414.058.448.452.406
2022S003917    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa                                         ;0075 0075;Dimarts;2022;6;Juny;28;8;Matí;No és causa del  vianant;0;1;0;1;1;433143,52;4585668,96;219.885.307.232.647;414.179.506.879.498
2022S001484    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa / Treball                               ;0075 0075;Dissabte;2022;3;Març;12;17;Tarda;No és causa del  vianant;0;2;0;2;2;433175,48;4585669,99;219.923.536.430.662;414.179.626.258.296
2022S001637    ;10;Sant Martí;65;el Clot;42306;Bilbao                                            ;0196 0198;Dilluns;2022;3;Març;21;18;Tarda;Creuar per fora pas de vianants;0;2;0;2;1;432649,15;4584879,45;219.302.584.838.396;414.107.984.832.548
2022S004043    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana                                         ;0137 0137B;Dissabte;2022;7;Juliol;2;5;Nit;No és causa del  vianant;0;1;0;1;2;432108,67;4584732,53;218.657.615.501.741;414.094.297.060.081
2022S001232    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana                                         ;0139 0139;Dimarts;2022;3;Març;1;12;Matí;No és causa del  vianant;0;1;0;1;2;432109,76;4584862,88;218.657.455.724.568;414.106.038.208.955
2022S000387    ;10;Sant Martí;72;Sant Martí de Provençals;158504;Huelva                                            ;0071 0073;Diumenge;2022;1;Gener;23;14;Tarda;No és causa del  vianant;0;1;0;1;1;432970,05;4585641;219.678.058.168.335;414.176.843.952.952
2022S005645    ;10;Sant Martí;65;el Clot;350308;València                                          ;0658 0658;Dimarts;2022;9;Setembre;20;12;Matí;Creuar per fora pas de vianants;0;1;0;1;1;432305,29;4585020,28;218.889.620.523.772;414.120.379.823.289
2022S006741    ;10;Sant Martí;73;la Verneda i la Pau;266405;Prim / Guipúscoa                                  ;0192 0194;Diumenge;2022;11;Novembre;6;0;Nit;No és causa del  vianant;0;1;0;1;2;433653,97;4586136,52;220.490.934.525.526;414.222.042.177.712
2022S006814    ;10;Sant Martí;73;la Verneda i la Pau;169409;Prim / Corts Catalanes                            ;1157 1157;Dimarts;2022;11;Novembre;8;23;Nit;No és causa del  vianant;0;1;0;1;2;433942,83;4585841,27;220.839.810.741.224;414.195.688.059.842
2022S003055    ;10;Sant Martí;65;el Clot;226400;Aragó / Bilbao                                    ;0239 0241;Divendres;2022;5;Maig;20;21;Tarda;No és causa del  vianant;0;1;0;1;2;432504,38;4585011,18;219.127.914.006.278;414.119.727.809.409
2022S006412    ;10;Sant Martí;65;el Clot;209900;Meridiana                                         ;0172 0172;Dilluns;2022;10;Octubre;24;14;Tarda;No és causa del  vianant;0;1;0;1;2;432162,29;4584982,47;218.718.959.327.729;414.116.853.709.194
2022S001141    ;10;Sant Martí;70;el Besòs i el Maresme;701265;Litoral / Josep Pla                               ;590000;Divendres;2022;2;Febrer;25;9;Matí;No és causa del  vianant;0;1;0;1;1;434760,33;4584428,46;221.833.238.318.428;414.069.108.214.777
2022S006002    ;10;Sant Martí;72;Sant Martí de Provençals;3406;Guipúscoa                                         ;0251 0251;Dijous;2022;10;Octubre;6;8;Matí;No és causa del  vianant;0;1;0;1;1;433244,1;4585697,5;220.005.337.352.769;414.182.161.094.539
2022S004658    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa / Maresme                               ;0138 0138;Divendres;2022;7;Juliol;29;21;Tarda;No és causa del  vianant;0;1;0;1;2;433532,63;4586021,37;220.347.006.653.669;414.211.570.559.355
2022S000256    ;10;Sant Martí;73;la Verneda i la Pau;266405;Prim / Corts Catalanes                            ;0125 0125;Dilluns;2022;1;Gener;17;7;Matí;No és causa del  vianant;0;1;0;1;2;433942,83;4585841,27;220.839.810.741.224;414.195.688.059.842
2022S001527    ;10;Sant Martí;73;la Verneda i la Pau;270107;Cantàbria / Santander                             ;0298 0298;Dimarts;2022;3;Març;15;16;Tarda;No és causa del  vianant;0;1;0;1;2;433225,1;4586424,57;219.974.568.004.427;414.247.630.354.809
2022S000311    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal / Llacuna                                ;0186B0186B;Dimecres;2022;1;Gener;19;13;Matí;No és causa del  vianant;0;3;0;3;2;432706,68;4584237,28;219.378.559.973.832;414.050.194.645.242
2022S005540    ;10;Sant Martí;70;el Besòs i el Maresme;195409;Maresme / Llull                                   ;0019 0019;Dijous;2022;9;Setembre;15;17;Tarda;Altres;0;1;0;1;1;434607,77;4584971,28;221.644.856.776.848;414.117.874.642.137
2022S000241    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa                                         ;0107 0107;Diumenge;2022;1;Gener;16;14;Tarda;No és causa del  vianant;0;1;0;1;2;433415,01;4585932,54;220.207.244.550.719;414.203.472.415.936
2022S004311    ;10;Sant Martí;70;el Besòs i el Maresme;144601;Diagonal                                          ;0008 0008;Divendres;2022;7;Juliol;15;6;Matí;Desobeir el senyal del semàfor;0;1;0;1;1;434705,35;4584915,8;221.762.201.368.353;414.112.957.100.567
2022S001731    ;10;Sant Martí;70;el Besòs i el Maresme;94300;Cristóbal de Moura                                ;0231 0231;Dissabte;2022;3;Març;26;14;Tarda;No és causa del  vianant;0;0;0;0;3;434422,02;4585555,15;221.416.289.423.037;414.170.310.859.921
2022S005225    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim / Cristóbal de Moura                         ;0090 0090;Dijous;2022;9;Setembre;1;8;Matí;No és causa del  vianant;0;0;1;1;1;434328,9;4585442,7;221.306.093.178.751;414.160.106.657.465
2022S001220    ;10;Sant Martí;71;Provençals del Poblenou;200600;Bilbao / Marroc                                   ;0004X0004X;Dilluns;2022;2;Febrer;28;15;Tarda;No és causa del  vianant;0;1;0;1;2;433090,05;4584419,2;219.835.163.333.035;414.066.899.977.190
2022S001504    ;10;Sant Martí;71;Provençals del Poblenou;356202;Veneçuela                                         ;0052 0052;Dilluns;2022;3;Març;14;11;Matí;Transitar a peu per la calçada;0;1;0;1;1;433874,01;4584794,91;220.768.912.561.776;414.101.388.534.897
2022S004427    ;10;Sant Martí;70;el Besòs i el Maresme;41100;Bernat Metge                                      ;0009 0019;Dimarts;2022;7;Juliol;19;23;Nit;No és causa del  vianant;0;1;0;1;3;434179,5;4585838,6;221.123.026.602.817;414.195.641.985.312
2022S001445    ;10;Sant Martí;68;el Poblenou;700662;Salvador Espriu                                   ;0097 0097;Dilluns;2022;3;Març;14;14;Tarda;No és causa del  vianant;0;2;0;2;3;433633,12;4583101,03;220.499.306.817.679;413.948.626.310.033
2022S005017    ;10;Sant Martí;68;el Poblenou;700667;Jaume Vicens i Vives                              ;0002X0002X;Dissabte;2022;8;Agost;20;19;Tarda;No és causa del  vianant;0;1;0;1;2;433510,9;4582852,51;220.355.851.503.239;413.926.141.663.556
2022S006816    ;10;Sant Martí;68;el Poblenou;332000;Taulat                                            ;0046 0046;Dimecres;2022;11;Novembre;9;0;Nit;No és causa del  vianant;0;1;0;1;2;433651,8;4583554,66;220.516.674.540.402;413.989.499.089.997
2022S000152    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat)                               ;720000;Dimecres;2022;1;Gener;12;6;Matí;No és causa del  vianant;0;1;0;1;2;433926,41;4583434,56;220.846.466.081.627;413.978.908.305.692
2022S001408    ;10;Sant Martí;68;el Poblenou;701266;B-10 (Llobregat)                                  ;780000;Dimarts;2022;3;Març;8;20;Tarda;No és causa del  vianant;0;1;0;1;2;433473,3;4582905,96;220.310.292.325.274;413.930.924.653.839
2022S002565    ;10;Sant Martí;68;el Poblenou;700755;Carmen Amaya                                      ;0008X0008X;Diumenge;2022;5;Maig;1;22;Nit;No és causa del  vianant;0;0;0;0;5;433538,87;4583179,8;220.385.709.826.537;413.955.643.023.571
2022S000877    ;10;Sant Martí;70;el Besòs i el Maresme;195409;Maresme / Bolívia                                 ;0164 0164;Dilluns;2022;2;Febrer;14;10;Matí;No és causa del  vianant;0;1;0;1;3;434044,54;4585541,26;220.964.785.986.092;414.168.750.591.311
2022S006500    ;10;Sant Martí;68;el Poblenou;175004;Jonquera                                          ;0012 0012;Dijous;2022;10;Octubre;27;17;Tarda;No és causa del  vianant;0;1;0;1;2;433843,52;4583651,63;220.744.943.207.567;413.998.391.059.775
2022S007457    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;20660000;Diumenge;2022;12;Desembre;4;16;Tarda;No és causa del  vianant;0;1;0;1;2;432294,33;4584205,8;218.885.628.790.920;414.047.012.788.959
2022S002899    ;10;Sant Martí;68;el Poblenou;42306;Bilbao                                            ;0013 0015;Dissabte;2022;5;Maig;14;9;Matí;No és causa del  vianant;0;1;0;1;1;433714,1;4583775,76;220.588.772.709.962;414.009.464.453.195
2022S006022    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda / Perú                                 ;0194 0194;Dijous;2022;10;Octubre;6;22;Nit;No és causa del  vianant;0;1;0;1;2;433092,71;4584796,53;219.834.169.808.027;414.100.887.265.074
2022S005692    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú                                              ;0122 0134;Dijous;2022;9;Setembre;22;0;Nit;No és causa del  vianant;0;0;0;0;1;433136,73;4584825,6;219.886.512.479.199;414.103.542.184.441
2022S006029    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú / Bac de Roda                                ;0140 0142;Divendres;2022;10;Octubre;7;9;Matí;No és causa del  vianant;0;1;0;1;2;433186,49;4584891,95;219.945.310.768.195;414.109.559.562.608
2022S003136    ;10;Sant Martí;71;Provençals del Poblenou;253902;Bac de Roda / Perú                                ;0140 0142;Dimarts;2022;5;Maig;24;16;Tarda;No és causa del  vianant;0;1;0;1;2;433186,49;4584891,95;219.945.310.768.195;414.109.559.562.608
2022S000356    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes                                   ;20740000;Divendres;2022;1;Gener;21;20;Tarda;No és causa del  vianant;0;0;0;0;2;433349,55;4585185,38;220.137.158.084.917;414.136.123.503.840
2022S004927    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes                                   ;20750000;Dilluns;2022;8;Agost;15;20;Tarda;No és causa del  vianant;0;2;0;2;2;433349,55;4585185,38;220.137.158.084.917;414.136.123.503.840
2022S000732    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes / Selva de Mar                    ;20750000;Dilluns;2022;2;Febrer;7;13;Matí;No és causa del  vianant;0;1;0;1;2;433372,35;4585277,86;220.163.417.363.620;414.144.471.843.808
2022S002739    ;10;Sant Martí;71;Provençals del Poblenou;701414;Corts Catalanes / Selva de Mar                    ;20750000;Diumenge;2022;5;Maig;8;12;Matí;No és causa del  vianant;0;1;0;1;2;433372,35;4585277,86;220.163.417.363.620;414.144.471.843.808
2022S000276    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú                                              ;0190 0190;Dimarts;2022;1;Gener;18;9;Matí;No és causa del  vianant;0;1;0;1;2;433408,44;4585091,76;220.208.647.560.475;414.127.740.271.343
2022S007860    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;30409;Ramon Turró / Bac de Roda                         ;0032 0032;Dimecres;2022;12;Desembre;21;8;Matí;No és causa del  vianant;0;1;0;1;2;433936,91;4584121,59;220.851.521.304.019;414.040.796.070.100
2022S000577    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda                                        ;0154 0154;Dimarts;2022;2;Febrer;1;12;Matí;No és causa del  vianant;0;1;0;1;4;433268,05;4584633,39;220.045.742.058.923;414.086.339.591.748
2022S007613    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31                                              ;20800000;Dimarts;2022;12;Desembre;13;16;Tarda;No és causa del  vianant;0;2;0;2;2;433723,92;4585600,72;220.580.513.171.834;414.173.841.946.649
2022S007621    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;144601;Diagonal / Fluvià                                 ;0085 0085;Diumenge;2022;12;Desembre;11;23;Nit;No és causa del  vianant;0;0;0;0;1;433712,58;4584545,41;220.578.517.715.267;414.078.783.624.381
2022S001198    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;322608;Selva de Mar / Pallars                            ;0047X0047X;Dilluns;2022;2;Febrer;28;7;Matí;No és causa del  vianant;0;1;0;1;3;433943,46;4584696,09;220.853.080.455.314;414.092.545.230.705
2022S007316    ;10;Sant Martí;68;el Poblenou;115603;Espronceda                                        ;0104 0104;Dimarts;2022;11;Novembre;29;11;Matí;No és causa del  vianant;0;1;0;1;2;433617,27;4584275,23;220.467.461.671.330;414.054.370.485.447
2022S003209    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;30409;Bac de Roda / Diagonal                            ;0098X0098X;Divendres;2022;5;Maig;27;14;Tarda;No és causa del  vianant;0;1;0;1;2;433559,9;4584512,34;220.396.225.337.514;414.075.678.926.274
2022S001523    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;143609;Josep Pla / Pallars                               ;0065 0065;Dimarts;2022;3;Març;15;17;Tarda;No és causa del  vianant;0;1;0;1;2;434227,24;4584976,01;221.189.537.320.925;414.117.989.859.005
2022S003744    ;10;Sant Martí;68;el Poblenou;270901;Pujades                                           ;0190 0190;Dissabte;2022;6;Juny;18;0;Nit;Creuar per fora pas de vianants;0;1;0;1;1;433317,53;4583881,46;220.113.229.085.503;414.018.656.350.856
