Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;NK_ Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_Lloc_atropellament_vianant;Descripcio_Motiu_desplaçament_vianant;Descripcio_Motiu_desplaçament_conductor;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y
2016S000011    ;10;Sant Martí;72;Sant Martí de Provençals;158504;Huelva;0075 0075;Divendres;2016;1;Gener;1;Tarda;16;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432960,87;4585666,58
2016S000013    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Turismo;Dona;27;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000013    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Turismo;Dona;29;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000013    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Turismo;Home;1;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000013    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Turismo;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000013    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Turismo;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000013    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Turismo;Home;9;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000014    ;6;Gràcia;28;Vallcarca i els Penitents;352507;Vall d'Hebron;0001 0001;Divendres;2016;1;Gener;1;Tarda;21;No és causa del  vianant;Motocicleta;Dona;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427936,09;4585528,54
2016S000015    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;79306;Circumval·lació;0025 0025;Dissabte;2016;1;Gener;2;Nit;4;No és causa del  vianant;Taxi;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432566,71;4582245,4
2016S000016    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;55807;Francesc Macià;0010 0011;Dissabte;2016;1;Gener;2;Nit;4;No és causa del  vianant;Ciclomotor;Dona;20;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428631,34;4582893,84
2016S000016    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;55807;Francesc Macià;0010 0011;Dissabte;2016;1;Gener;2;Nit;4;No és causa del  vianant;Ciclomotor;Home;21;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428631,34;4582893,84
2016S000017    ;8;Nou Barris;52;la Prosperitat;351901;Valldaura;0247 0247;Dissabte;2016;1;Gener;2;Matí;8;Altres;Autobús;Home;86;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431583,55;4588043,37
2016S000018    ;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0140C0140C;Dissabte;2016;1;Gener;2;Matí;9;No és causa del  vianant;Taxi;Dona;18;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,29;4581668,46
2016S000018    ;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0140C0140C;Dissabte;2016;1;Gener;2;Matí;9;No és causa del  vianant;Taxi;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,29;4581668,46
2016S000018    ;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0140C0140C;Dissabte;2016;1;Gener;2;Matí;9;No és causa del  vianant;Taxi;Home;46;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,29;4581668,46
2016S000018    ;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0140C0140C;Dissabte;2016;1;Gener;2;Matí;9;No és causa del  vianant;Turismo;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429444,29;4581668,46
2016S000019    ;3;Sants-Montjuïc;16;la Bordeta;91709;Corral;0035X0035X;Dissabte;2016;1;Gener;2;Matí;10;No és causa del  vianant;Autobús;Home;79;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428099,77;4580254,56
2016S000023    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;366909;Vista-rica;0028 0032;Dissabte;2016;1;Gener;2;Matí;12;No és causa del  vianant;Furgoneta;Dona;42;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;426746,33;4586524,19
2016S000023    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;366909;Vista-rica;0028 0032;Dissabte;2016;1;Gener;2;Matí;12;No és causa del  vianant;Furgoneta;Home;4;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;426746,33;4586524,19
2016S000023    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;366909;Vista-rica;0028 0032;Dissabte;2016;1;Gener;2;Matí;12;No és causa del  vianant;Furgoneta;Home;42;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;426746,33;4586524,19
2016S000023    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;366909;Vista-rica;0028 0032;Dissabte;2016;1;Gener;2;Matí;12;No és causa del  vianant;Furgoneta;Home;7;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;426746,33;4586524,19
2016S000023    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;366909;Vista-rica;0028 0032;Dissabte;2016;1;Gener;2;Matí;12;No és causa del  vianant;Turismo;Home;19;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;426746,33;4586524,19
2016S000024    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;279600;República Argentina;0063B0063B;Dissabte;2016;1;Gener;2;Matí;12;No és causa del  vianant;Motocicleta;Home;60;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428731,08;4584795,01
2016S000025    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;9999 9999;Dissabte;2016;1;Gener;2;Tarda;15;No és causa del  vianant;Motocicleta;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430558,51;4582516,07
2016S000025    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;9999 9999;Dissabte;2016;1;Gener;2;Tarda;15;No és causa del  vianant;Motocicleta;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430558,51;4582516,07
2016S000026    ;2;Eixample;7;la Dreta de l'Eixample;71600;Casp;0023 0023;Dissabte;2016;1;Gener;2;Tarda;16;No és causa del  vianant;Taxi;Dona;50;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;430768,29;4582539,46
2016S000027    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0148 0150;Dissabte;2016;1;Gener;2;Tarda;15;No és causa del  vianant;Motocicleta;Home;20;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429564,28;4582120,18
2016S000028    ;9;Sant Andreu;63;Navas;86108;Concepción Arenal;0066B0066B;Dissabte;2016;1;Gener;2;Tarda;18;No és causa del  vianant;Motocicleta;Dona;22;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431910,59;4586171,37
2016S000028    ;9;Sant Andreu;63;Navas;86108;Concepción Arenal;0066B0066B;Dissabte;2016;1;Gener;2;Tarda;18;No és causa del  vianant;Motocicleta;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431910,59;4586171,37
2016S000029    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;144601;Diagonal;0037 0037;Dissabte;2016;1;Gener;2;Tarda;18;No és causa del  vianant;Ciclomotor;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;434273,46;4584715,98
2016S000031    ;9;Sant Andreu;59;el Bon Pastor;264308;Potosí;0016 0016;Dissabte;2016;1;Gener;2;Tarda;20;No és causa del  vianant;Turismo;Dona;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433470,78;4588446,24
2016S000033    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;279600;República Argentina;0063B0063B;Dissabte;2016;1;Gener;2;Tarda;20;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428731,08;4584795,01
2016S000034    ;9;Sant Andreu;59;el Bon Pastor;295709;Sant Adrià;0058 0058;Dissabte;2016;1;Gener;2;Nit;22;No és causa del  vianant;Turismo;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432919,64;4587607,16
2016S000035    ;2;Eixample;7;la Dreta de l'Eixample;359404;Joan Carles I;9999 9999;Dissabte;2016;1;Gener;2;Nit;23;No és causa del  vianant;Motocicleta;Home;44;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429831,27;4583317,43
2016S000036    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;143904;General Mitre;0231 0231;Diumenge;2016;1;Gener;3;Matí;8;No és causa del  vianant;Motocicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428686,8;4584362,91
2016S000037    ;2;Eixample;7;la Dreta de l'Eixample;32700;Balmes;0032 0032;Diumenge;2016;1;Gener;3;Matí;9;No és causa del  vianant;Motocicleta;Dona;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430193,4;4582423,2
2016S000038    ;4;Les Corts;19;les Corts;144601;Diagonal;0497 0497;Diumenge;2016;1;Gener;3;Matí;10;No és causa del  vianant;Motocicleta;Dona;23;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428403,92;4582812,88
2016S000038    ;4;Les Corts;19;les Corts;144601;Diagonal;0497 0497;Diumenge;2016;1;Gener;3;Matí;10;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428403,92;4582812,88
2016S000039    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0019B0019B;Diumenge;2016;1;Gener;3;Matí;11;No és causa del  vianant;Motocicleta;Home;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430444,89;4582603,02
2016S000040    ;1;Ciutat Vella;1;el Raval;250904;Pelai;0062 0062;Diumenge;2016;1;Gener;3;Matí;12;No és causa del  vianant;Motocicleta;Home;48;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430669,79;4582075,85
2016S000041    ;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;0064 0064;Dissabte;2016;1;Gener;2;Tarda;15;No és causa del  vianant;Ciclomotor;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429783,05;4581701,83
2016S000042    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;4908;Àlaba;0135 0135;Diumenge;2016;1;Gener;3;Tarda;20;No és causa del  vianant;Motocicleta;Home;47;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432301,65;4583684,2
2016S000043    ;4;Les Corts;19;les Corts;118306;Europa;0013B0013B;Diumenge;2016;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Dona;31;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;427292,3;4582306,03
2016S000043    ;4;Les Corts;19;les Corts;118306;Europa;0013B0013B;Diumenge;2016;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit greu;427292,3;4582306,03
2016S000044    ;10;Sant Martí;65;el Clot;115603;Espronceda;0309 0311;Diumenge;2016;1;Gener;3;Tarda;21;No és causa del  vianant;Motocicleta;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432612,39;4585268,94
2016S000046    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701478;Longitudinal 3;0070 0070;Dilluns;2016;1;Gener;4;Matí;11;No és causa del  vianant;Tractocamión;Home;45;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;426200,8;4575868,74
2016S000047    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0594 0594;Dilluns;2016;1;Gener;4;Matí;11;No és causa del  vianant;Motocicleta;Dona;15;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430263,79;4582202,22
2016S000047    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0594 0594;Dilluns;2016;1;Gener;4;Matí;11;No és causa del  vianant;Motocicleta;Home;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430263,79;4582202,22
2016S000048    ;7;Horta-Guinardó;39;Sant Genís dels Agudells;352507;Vall d'Hebron;0101X0101X;Dilluns;2016;1;Gener;4;Matí;10;No és causa del  vianant;Motocicleta;Home;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428371,52;4586427,45
2016S000049    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;101008;Tibidabo;0031 0031;Dilluns;2016;1;Gener;4;Matí;12;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427757,57;4585222,49
2016S000050    ;3;Sants-Montjuïc;16;la Bordeta;30602;Badal;0070 0076;Dilluns;2016;1;Gener;4;Matí;12;No és causa del  vianant;Autobús;Dona;78;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;427612,13;4580264,52
2016S000051    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;245802;París;0157 0159;Dilluns;2016;1;Gener;4;Matí;11;No és causa del  vianant;Ciclomotor;Home;48;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429113,11;4582832,48
2016S000052    ;4;Les Corts;19;les Corts;144601;Diagonal;0609 0615;Dilluns;2016;1;Gener;4;Matí;13;No és causa del  vianant;Ciclomotor;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427253,13;4582427,19
2016S000053    ;2;Eixample;7;la Dreta de l'Eixample;286504;Roger de Flor;0192 0192;Dilluns;2016;1;Gener;4;Matí;13;No és causa del  vianant;Motocicleta;Dona;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430951,57;4583559,24
2016S000054    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;50803;Buenaventura Muñoz;0046 0046;Dilluns;2016;1;Gener;4;Matí;12;No és causa del  vianant;Ciclomotor;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432143,93;4582938,47
2016S000055    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan;0084 0084;Dilluns;2016;1;Gener;4;Matí;13;No és causa del  vianant;Motocicleta;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430872,45;4583469,48
2016S000056    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0045 0045;Dilluns;2016;1;Gener;4;Tarda;15;No és causa del  vianant;Motocicleta;Home;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430276,67;4582787,3
2016S000057    ;9;Sant Andreu;61;la Sagrera;241608;Palència;0039 0041;Dimecres;2016;2;Febrer;3;Tarda;15;No és causa del  vianant;Motocicleta;Dona;54;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432459,79;4585738,23
2016S000058    ;2;Eixample;7;la Dreta de l'Eixample;530875;Catalunya M T;0001 0001;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Motocicleta;Dona;15;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430702,98;4582206,68
2016S000058    ;2;Eixample;7;la Dreta de l'Eixample;530875;Catalunya M T;0001 0001;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Motocicleta;Home;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430702,98;4582206,68
2016S000059    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;226400;Las Navas de Tolosa;0345 0345;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Ciclomotor;Dona;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431908,14;4585604,56
2016S000060    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0518 0518;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Motocicleta;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431675,33;4584558,04
2016S000060    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0518 0518;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Motocicleta;Home;28;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;431675,33;4584558,04
2016S000061    ;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0021 0021;Dilluns;2016;1;Gener;4;Tarda;15;No és causa del  vianant;Motocicleta;Home;50;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433479,56;4584631,33
2016S000062    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0303 0303;Dilluns;2016;1;Gener;4;Tarda;18;No és causa del  vianant;Motocicleta;Home;42;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430988,61;4583666,9
2016S000063    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0059 0059;Dilluns;2016;1;Gener;4;Tarda;18;No és causa del  vianant;Motocicleta;Dona;48;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430181,79;4582892
2016S000063    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0059 0059;Dilluns;2016;1;Gener;4;Tarda;18;No és causa del  vianant;Motocicleta;Home;54;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430181,79;4582892
2016S000065    ;10;Sant Martí;70;el Besòs i el Maresme;701559;Eduard Maristany;0009 0009;Dilluns;2016;1;Gener;4;Tarda;20;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;434930,4;4585065,3
2016S000066    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;187105;Madrazo;0032 0032;Dilluns;2016;1;Gener;4;Tarda;19;No és causa del  vianant;Turismo;Dona;21;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428974,62;4583769,74
2016S000067    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;143904;General Mitre;0202 0204;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Motocicleta;Dona;53;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428644;4584323,97
2016S000067    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;143904;General Mitre;0202 0204;Dilluns;2016;1;Gener;4;Tarda;16;No és causa del  vianant;Motocicleta;Home;52;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428644;4584323,97
2016S000068    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;270901;Pujades;0057 0057;Dilluns;2016;1;Gener;4;Tarda;20;No és causa del  vianant;Furgoneta;Dona;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432585,19;4583200,75
2016S000069    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;368507;Xifré;0035 0037;Dilluns;2016;1;Gener;4;Tarda;17;No és causa del  vianant;Motocicleta;Home;42;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431787,24;4584730,97
2016S000070    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0655 0655;Dilluns;2016;1;Gener;4;Tarda;21;No és causa del  vianant;Motocicleta;Dona;11;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430943,38;4582939,91
2016S000071    ;3;Sants-Montjuïc;18;Sants;40300;Berlín;0034 0036;Dilluns;2016;1;Gener;4;Tarda;21;Creuar per fora pas de vianants;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428086,45;4581833,04
2016S000072    ;5;Sarrià-Sant Gervasi;23;Sarrià;701267;Dalt (Besòs);670000;Dilluns;2016;1;Gener;4;Tarda;21;No és causa del  vianant;Motocicleta;Dona;54;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;425957,43;4583635,47
2016S000074    ;9;Sant Andreu;60;Sant Andreu;235809;Orfila;0006 0006;Dimarts;2016;1;Gener;5;Matí;10;No és causa del  vianant;Turismo;Dona;19;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;432526,4;4587663,81
2016S000075    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria;0268 0268;Dimarts;2016;1;Gener;5;Matí;10;No és causa del  vianant;Bicicleta;Dona;44;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;431511,02;4585166,35
2016S000076    ;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca;0010 0010;Dimarts;2016;1;Gener;5;Matí;8;No és causa del  vianant;Camión <= 3,5 Tm;Home;51;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429004,53;4584631,67
2016S000076    ;6;Gràcia;28;Vallcarca i els Penitents;158107;Vallcarca;0010 0010;Dimarts;2016;1;Gener;5;Matí;8;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429004,53;4584631,67
2016S000077    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;139805;Ganduxer;0115 0115;Dimarts;2016;1;Gener;5;Matí;11;No és causa del  vianant;Ciclomotor;Home;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;427578,28;4583878,38
2016S000078    ;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0196 0196;Dimarts;2016;1;Gener;5;Matí;11;No és causa del  vianant;Turismo;Home;21;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429112,82;4581997,13
2016S000079    ;6;Gràcia;31;la Vila de Gràcia;31300;Bailèn;0237 0237;Dimarts;2016;1;Gener;5;Matí;12;No és causa del  vianant;Motocicleta;Dona;65;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430027,64;4584092,16
2016S000080    ;7;Horta-Guinardó;33;el Baix Guinardó;178308;Lepant;0409 0409;Dimarts;2016;1;Gener;5;Matí;11;No és causa del  vianant;Autobús;Dona;90;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430484,47;4584983,43
2016S000081    ;2;Eixample;6;la Sagrada Família;325005;Sicília;0203 0203;Dimarts;2016;1;Gener;5;Matí;11;Desobeir el senyal del semàfor;Motocicleta;Dona;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431048,75;4583811,94
2016S000081    ;2;Eixample;6;la Sagrada Família;325005;Sicília;0203 0203;Dimarts;2016;1;Gener;5;Matí;11;Desobeir el senyal del semàfor;Motocicleta;Dona;63;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;431048,75;4583811,94
2016S000082    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0270 0272;Dimarts;2016;1;Gener;5;Matí;12;No és causa del  vianant;Motocicleta;Dona;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429852,61;4582964,49
2016S000083    ;8;Nou Barris;52;la Prosperitat;174307;Júlia;0114 0114;Dimarts;2016;1;Gener;5;Matí;13;No és causa del  vianant;Motocicleta;Dona;53;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431475,53;4588471,18
2016S000083    ;8;Nou Barris;52;la Prosperitat;174307;Júlia;0114 0114;Dimarts;2016;1;Gener;5;Matí;13;No és causa del  vianant;Motocicleta;Home;61;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431475,53;4588471,18
