Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_mediata;Coordenada_UTM_X;Coordenada_UTM_Y
2010S001378;10;Sant Mart°;65;el Clot;161101;Independäncia;0250 0250;Dijous;2010;2;Febrer;25;7;Mat°;No hi ha causa mediata;431960,1;4584453,64
2010S001689;10;Sant Mart°;65;el Clot;169409;Corts Catalanes;0823 0823;Dijous;2010;3;Mará;11;11;Mat°;No hi ha causa mediata;432229,7;4584197,87
2010S007800;10;Sant Mart°;72;Sant Mart° de Provenáals;128106;FluviÖ;0197 0197;Dilluns;2010;11;Novembre;15;15;Tarda;No hi ha causa mediata;433117,92;4585137,77
2010S000573;10;Sant Mart°;72;Sant Mart° de Provenáals;169409;Corts Catalanes;1021 1023;Dilluns;2010;1;Gener;25;9;Mat°;No hi ha causa mediata;433229,48;4585211,71
2010S005258;10;Sant Mart°;72;Sant Mart° de Provenáals;115603;Espronceda;0232 0232;Dimarts;2010;7;Juliol;27;23;Nit;No hi ha causa mediata;432912,53;4584994,88
2010S000803;10;Sant Mart°;72;Sant Mart° de Provenáals;153205;Guip£scoa;0036B0036B;Dimecres;2010;2;Febrer;3;10;Mat°;No hi ha causa mediata;432829,43;4585302,57
2010S003179;10;Sant Mart°;72;Sant Mart° de Provenáals;86200;Concili de Trento;0116 0120;Dilluns;2010;5;Maig;10;15;Tarda;No hi ha causa mediata;432942,92;4585278,44
2010S004901;10;Sant Mart°;72;Sant Mart° de Provenáals;60807;CantÖbria;0029 0029;Dimecres;2010;7;Juliol;14;12;Mat°;No hi ha causa mediata;433330,95;4585862,62
2010S004493;10;Sant Mart°;72;Sant Mart° de Provenáals;3406;Agricultura;0284 0288;Dilluns;2010;6;Juny;28;20;Tarda;No hi ha causa mediata;433169,99;4585881,12
2010S001613;10;Sant Mart°;65;el Clot;209900;Meridiana;0198 0198;Dissabte;2010;3;Mará;6;13;Mat°;No hi ha causa mediata;432171,99;4585230,06
2010S004584;10;Sant Mart°;65;el Clot;115603;Espronceda;0245 0245;Dijous;2010;7;Juliol;1;21;Tarda;No hi ha causa mediata;432828,96;4585048,23
2010S003786;10;Sant Mart°;65;el Clot;81603;Clot;0218 0222;Dimarts;2010;6;Juny;1;16;Tarda;No hi ha causa mediata;432483,01;4585324,12
2010S008313;10;Sant Mart°;65;el Clot;18505;Arag¢;0659X0659X;Dijous;2010;12;Desembre;2;12;Mat°;No hi ha causa mediata;432493;4585056,86
2010S003046;10;Sant Mart°;65;el Clot;350308;Valäncia;0702U0702U;Dimecres;2010;5;Maig;5;2;Nit;No hi ha causa mediata;432569,54;4585237,54
2010S007225;10;Sant Mart°;65;el Clot;42306;Bilbao;0227 0229;Dilluns;2010;10;Octubre;25;10;Mat°;No hi ha causa mediata;432616,05;4584880,71
2010S003746;10;Sant Mart°;65;el Clot;169409;Corts Catalanes;0859 0859;Dilluns;2010;5;Maig;31;11;Mat°;No hi ha causa mediata;432515,37;4584477,06
2010S001909;10;Sant Mart°;64;el Camp de l'Arpa del Clot;209900;Meridiana;0145 0145;Divendres;2010;3;Mará;19;9;Mat°;No hi ha causa mediata;432108,57;4584863,9
2010S003733;10;Sant Mart°;64;el Camp de l'Arpa del Clot;209900;Meridiana;0151B0151B;Divendres;2010;5;Maig;28;17;Tarda;No hi ha causa mediata;432102,65;4585012,86
2010S008209;10;Sant Mart°;70;el Besïs i el Maresme;165408;Jaume Fabre;0001 0001;Dilluns;2010;11;Novembre;29;9;Mat°;No hi ha causa mediata;434651,99;4585174,61
2010S006502;10;Sant Mart°;70;el Besïs i el Maresme;701559;Eduard Maristany;0002X0002X;Diumenge;2010;9;Setembre;26;5;Nit;No hi ha causa mediata;434910,04;4584955,31
2010S002892;10;Sant Mart°;70;el Besïs i el Maresme;701266;Litoral (Llobregat);550000;Dijous;2010;4;Abril;29;9;Mat°;No hi ha causa mediata;435017,2;4584731,2
2010S008321;10;Sant Mart°;73;la Verneda i la Pau;153205;Guip£scoa;0160 0160;Dijous;2010;12;Desembre;2;17;Tarda;Alcoholämia;433780,56;4586231,7
2010S000138;10;Sant Mart°;73;la Verneda i la Pau;15201;Andrade;0220 0220;Divendres;2010;1;Gener;8;14;Tarda;No hi ha causa mediata;433644,95;4585737,92
2010S001255;10;Sant Mart°;73;la Verneda i la Pau;169409;Corts Catalanes;1151 1155;Divendres;2010;2;Febrer;19;20;Tarda;No hi ha causa mediata;433864,4;4585831,77
2010S005010;10;Sant Mart°;73;la Verneda i la Pau;266405;Prim;0135 0137;Diumenge;2010;7;Juliol;18;22;Nit;Alcoholämia;433807;4585935,39
2010S000503;10;Sant Mart°;73;la Verneda i la Pau;318906;Santander;0049 0051;Dijous;2010;1;Gener;21;21;Tarda;Caláada en mal estat;433358,94;4586671,61
2010S002116;10;Sant Mart°;73;la Verneda i la Pau;318906;Santander;0063 0063;Divendres;2010;3;Mará;26;18;Tarda;Caláada en mal estat;433490,77;4586875,02
2010S005534;10;Sant Mart°;73;la Verneda i la Pau;60807;CantÖbria;0052 0052;Dilluns;2010;8;Agost;9;18;Tarda;No hi ha causa mediata;433150,72;4586125,85
2010S007895;10;Sant Mart°;73;la Verneda i la Pau;307207;Sant Mart°;0024 0034;Dijous;2010;11;Novembre;18;9;Mat°;No hi ha causa mediata;432921,39;4586463,09
2010S001195;10;Sant Mart°;73;la Verneda i la Pau;60807;CantÖbria;0074 0074;Dimecres;2010;2;Febrer;17;19;Tarda;No hi ha causa mediata;433207,52;4586347,21
2010S005696;10;Sant Mart°;73;la Verneda i la Pau;153205;Guip£scoa;0146 0148;Dissabte;2010;8;Agost;21;0;Nit;Alcoholämia;433636,23;4586091,31
2010S008694;10;Sant Mart°;73;la Verneda i la Pau;153205;Guip£scoa;0123 0125;Dijous;2010;12;Desembre;16;7;Mat°;No hi ha causa mediata;433503,22;4586019,14
2010S007128;10;Sant Mart°;73;la Verneda i la Pau;266405;Prim;0252 0252;Divendres;2010;10;Octubre;15;21;Tarda;No hi ha causa mediata;433325,06;4586516,86
2010S007758;10;Sant Mart°;73;la Verneda i la Pau;318906;Santander;0026 0026;Dissabte;2010;11;Novembre;13;14;Tarda;No hi ha causa mediata;433319,33;4586544,65
2010S001530;10;Sant Mart°;73;la Verneda i la Pau;60807;CantÖbria;0071 0071;Dimecres;2010;3;Mará;3;15;Tarda;No hi ha causa mediata;433123,02;4586300,49
2010S006206;10;Sant Mart°;73;la Verneda i la Pau;270107;PuigcerdÖ;0252 0268;Dimarts;2010;9;Setembre;14;14;Tarda;No hi ha causa mediata;433453,05;4585982,03
2010S004495;10;Sant Mart°;72;Sant Mart° de Provenáals;153205;Guip£scoa;0106 0106;Dimarts;2010;6;Juny;29;7;Mat°;No hi ha causa mediata;433367,4;4585827,78
2010S003335;10;Sant Mart°;72;Sant Mart° de Provenáals;342503;Treball;0197 0197;Dissabte;2010;5;Maig;15;23;Nit;No hi ha causa mediata;433345,89;4585479,23
2010S006954;10;Sant Mart°;72;Sant Mart° de Provenáals;3406;Agricultura;0240 0240;Dijous;2010;10;Octubre;14;7;Mat°;No hi ha causa mediata;433358,8;4585691,86
2010S003100;10;Sant Mart°;70;el Besïs i el Maresme;270901;Pujades;0462 0462;Dijous;2010;5;Maig;6;20;Tarda;No hi ha causa mediata;434585,49;4585123,31
2010S000900;10;Sant Mart°;70;el Besïs i el Maresme;186703;Llull;0377 0377B;Dissabte;2010;2;Febrer;6;17;Tarda;No hi ha causa mediata;434467,95;4584886,01
2010S007572;10;Sant Mart°;71;Provenáals del Poblenou;267907;Provenáals;0066 0066;Dissabte;2010;11;Novembre;6;19;Tarda;No hi ha causa mediata;433826,87;4584637
2010S009000;10;Sant Mart°;71;Provenáals del Poblenou;94300;Crist¢bal de Moura;0024 0030;Dimarts;2010;12;Desembre;28;16;Tarda;Drogues o medicaments;433507,19;4584606,68
2010S004364;10;Sant Mart°;70;el Besïs i el Maresme;195409;Maresme;0130 0130;Dimarts;2010;6;Juny;22;18;Tarda;No hi ha causa mediata;434139,11;4585464,63
2010S001856;10;Sant Mart°;70;el Besïs i el Maresme;195409;Maresme;0103 0105;Dimecres;2010;3;Mará;17;15;Tarda;No hi ha causa mediata;434177,88;4585392,63
2010S006629;10;Sant Mart°;70;el Besïs i el Maresme;195409;Maresme;0122 0122;Dijous;2010;9;Setembre;30;16;Tarda;No hi ha causa mediata;434169,69;4585432,88
2010S006210;10;Sant Mart°;68;el Poblenou;367504;Doctor Trueta;0121 0121;Dimarts;2010;9;Setembre;14;15;Tarda;No hi ha causa mediata;433078,07;4583118,17
2010S001193;10;Sant Mart°;68;el Poblenou;110009;Ramon Turr¢;0173 0173;Dimecres;2010;2;Febrer;17;19;Tarda;Caláada en mal estat;433332,62;4583545,33
2010S008801;10;Sant Mart°;68;el Poblenou;55501;Calvell;0005 0005;Dimarts;2010;12;Desembre;21;7;Mat°;No hi ha causa mediata;433668,11;4583314,3
2010S004944;10;Sant Mart°;68;el Poblenou;55501;Calvell;0035 0035;Dijous;2010;7;Juliol;15;19;Tarda;No hi ha causa mediata;433819,81;4583504,13
2010S007238;10;Sant Mart°;68;el Poblenou;148704;Ciutat de Granada;0044 0044;Dilluns;2010;10;Octubre;25;14;Tarda;No hi ha causa mediata;433067,96;4583498,16
2010S005698;10;Sant Mart°;68;el Poblenou;186703;Llull;0164X0164X;Dissabte;2010;8;Agost;21;6;Mat°;No hi ha causa mediata;433272,98;4583631,01
2010S005875;10;Sant Mart°;68;el Poblenou;123601;Fernando Poo;0057 0057;Dimarts;2010;8;Agost;31;13;Mat°;No hi ha causa mediata;433766,1;4583607,74
2010S006061;10;Sant Mart°;68;el Poblenou;700662;Salvador Espriu;0097 0097;Dimecres;2010;9;Setembre;8;8;Mat°;No hi ha causa mediata;433480,42;4582953,45
2010S005542;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20750000;Dimarts;2010;8;Agost;10;12;Mat°;No hi ha causa mediata;433366,47;4585249,15
2010S001490;10;Sant Mart°;71;Provenáals del Poblenou;253902;Per£;0122 0122;Dilluns;2010;3;Mará;1;13;Mat°;No hi ha causa mediata;433117,47;4584803
2010S002670;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20660000;Dilluns;2010;4;Abril;19;22;Nit;No hi ha causa mediata;432719,59;4584620,76
2010S002903;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;322608;Selva de Mar;0046X0046X;Dijous;2010;4;Abril;29;12;Mat°;No hi ha causa mediata;433980,76;4584678,27
2010S000609;10;Sant Mart°;68;el Poblenou;186703;Llull;0262 0262;Dimarts;2010;1;Gener;26;18;Tarda;No hi ha causa mediata;433747,17;4584101,11
2010S007024;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;322608;Selva de Mar;0023X0023X;Dissabte;2010;10;Octubre;16;22;Nit;No hi ha causa mediata;434100,27;4584509,05
2010S003571;10;Sant Mart°;68;el Poblenou;701278;Taulat;0171X0171X;Dilluns;2010;5;Maig;24;19;Tarda;No hi ha causa mediata;433852,66;4583790,88
2010S006730;10;Sant Mart°;68;el Poblenou;14209;Amistat;0035 0035;Dilluns;2010;10;Octubre;4;17;Tarda;No hi ha causa mediata;433739,38;4583746,63
2010S005987;10;Sant Mart°;68;el Poblenou;249304;Pere IV;0209 0211;Divendres;2010;9;Setembre;3;16;Tarda;No hi ha causa mediata;433200,46;4584274,29
2010S005472;10;Sant Mart°;68;el Poblenou;346800;Poblenou;0115 0115;Divendres;2010;8;Agost;6;15;Tarda;No hi ha causa mediata;433053,14;4584050,49
2010S000308;10;Sant Mart°;68;el Poblenou;115603;Espronceda;0123U0123U;Divendres;2010;1;Gener;15;8;Mat°;No hi ha causa mediata;433511,15;4584338,64
2010S004308;10;Sant Mart°;68;el Poblenou;701265;Litoral (Besïs);790000;Diumenge;2010;6;Juny;20;18;Tarda;No hi ha causa mediata;433485,25;4582893,36
2010S007275;10;Sant Mart°;68;el Poblenou;701265;Litoral (Besïs);2,30E+01;Dimarts;2010;10;Octubre;26;15;Tarda;No hi ha causa mediata;433600,12;4582986,31
2010S003745;10;Sant Mart°;68;el Poblenou;701266;Litoral (Llobregat);740000;Dilluns;2010;5;Maig;31;12;Mat°;Caláada en mal estat;433827,82;4583265,73
2010S004191;10;Sant Mart°;68;el Poblenou;701266;Litoral (Llobregat);0023S0000;Dimecres;2010;6;Juny;16;8;Mat°;No hi ha causa mediata;433777,75;4583199,54
2010S005701;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0105 0105;Dissabte;2010;8;Agost;21;13;Mat°;No hi ha causa mediata;432285,14;4583279,81
2010S001312;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;44403;Bol°via;0000X0000X;Dilluns;2010;2;Febrer;22;22;Nit;No hi ha causa mediata;432154,31;4583704,2
2010S003313;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0125 0125;Dissabte;2010;5;Maig;15;4;Nit;No hi ha causa mediata;432435,89;4583424,66
2010S006955;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;171400;Joan d'∑ustria;0098 0102;Dijous;2010;10;Octubre;14;7;Mat°;No hi ha causa mediata;432299,56;4583136,58
2010S000702;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;186703;Llull;0051 0055;Divendres;2010;1;Gener;29;15;Tarda;No hi ha causa mediata;432565,15;4583005,71
2010S005811;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;197302;Marina;0082 0088;Divendres;2010;8;Agost;27;12;Mat°;No hi ha causa mediata;432298,46;4582960,02
2010S000825;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0018 0018;Dimecres;2010;2;Febrer;3;19;Tarda;No hi ha causa mediata;431820,49;4582799,18
2010S005830;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;62609;IcÖria;0187 0187;Dissabte;2010;8;Agost;28;18;Tarda;No hi ha causa mediata;433109,94;4582903,77
2010S005341;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;271100;Pujades;0025 0025;Divendres;2010;7;Juliol;30;17;Tarda;No hi ha causa mediata;432011,18;4582673,63
2010S001583;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;270901;Pujades;0060 0060;Divendres;2010;3;Mará;5;8;Mat°;No hi ha causa mediata;432493,47;4583066,67
2010S006568;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0062 0062;Dilluns;2010;9;Setembre;27;16;Tarda;No hi ha causa mediata;432053,1;4583022,74
2010S003065;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;197302;Marina;0052 0052;Dimecres;2010;5;Maig;5;19;Tarda;No hi ha causa mediata;432498,15;4582757,84
2010S000520;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;197302;Marina;0072 0072;Divendres;2010;1;Gener;22;13;Mat°;No hi ha causa mediata;432432,93;4582825,29
2010S000685;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;197302;Marina;0072 0072;Divendres;2010;1;Gener;29;11;Mat°;No hi ha causa mediata;432432,93;4582825,29
2010S006789;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0060 0060;Dimecres;2010;10;Octubre;6;15;Tarda;No hi ha causa mediata;432012,46;4582984,87
2010S001526;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;76807;Sardenya;0068 0072;Dimecres;2010;3;Mará;3;12;Mat°;No hi ha causa mediata;432289,09;4582764,14
2010S008117;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;311703;Sancho de µvila;0015X0015X;Dijous;2010;11;Novembre;25;17;Tarda;No hi ha causa mediata;432225,16;4583407,86
2010S008032;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;701414;C-31;20600000;Dimarts;2010;11;Novembre;23;10;Mat°;No hi ha causa mediata;432294,33;4584205,8
2010S006107;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;4908;∑laba;0135 0135;Divendres;2010;9;Setembre;10;7;Mat°;Alcoholämia;432301,65;4583684,2
2010S008492;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;4908;∑laba;0135 0135;Divendres;2010;12;Desembre;10;1;Nit;No hi ha causa mediata;432301,65;4583684,2
2010S001899;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701265;Litoral (Besïs);670000;Dijous;2010;3;Mará;18;21;Tarda;No hi ha causa mediata;434241,83;4583823,22
2010S005248;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);680000;Dimarts;2010;7;Juliol;27;18;Tarda;No hi ha causa mediata;434156,16;4583766,36
2010S005862;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701278;Taulat;0158 0166;Dilluns;2010;8;Agost;30;19;Tarda;No hi ha causa mediata;434143,32;4584012,15
2010S004723;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;322608;Selva de Mar;0001 0001;Dimecres;2010;7;Juliol;7;13;Mat°;No hi ha causa mediata;434440,08;4584159,42
2010S003013;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;169409;Corts Catalanes;0866 0870;Dilluns;2010;5;Maig;3;14;Tarda;No hi ha causa mediata;432434,42;4584324,84
2010S005041;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;169409;Corts Catalanes;0866 0870;Dimarts;2010;7;Juliol;20;7;Mat°;No hi ha causa mediata;432434,42;4584324,84
2010S008358;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701278;Taulat;0293 0293;Divendres;2010;12;Desembre;3;16;Tarda;No hi ha causa mediata;434797,41;4584868,43
2010S002553;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701278;Taulat;0293 0293;Divendres;2010;4;Abril;16;16;Tarda;No hi ha causa mediata;434797,41;4584868,43
2010S000806;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;4908;∑laba;0104 0104;Dimecres;2010;2;Febrer;3;12;Mat°;No hi ha causa mediata;432506,22;4583509,72
2010S005930;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;30500;Badajoz;0175 0175;Dijous;2010;9;Setembre;2;11;Mat°;No hi ha causa mediata;432297,41;4584048,88
2010S008938;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;144601;Diagonal;0199 0199;Dissabte;2010;12;Desembre;25;4;Nit;Estat de la senyalitzaci¢;432480,24;4584135,61
2010S006678;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;29206;∑vila;0102 0102;Dissabte;2010;10;Octubre;2;12;Mat°;No hi ha causa mediata;432634,02;4583560,48
2010S005293;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);600000;Dijous;2010;7;Juliol;29;7;Mat°;No hi ha causa mediata;434731,89;4584332,53
2010S008173;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);630000;Dissabte;2010;11;Novembre;27;21;Tarda;No hi ha causa mediata;434515,94;4584120,29
2010S008966;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);2,40E+01;Diumenge;2010;12;Desembre;26;15;Tarda;No hi ha causa mediata;434723,77;4584307,91
2010S003435;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);2,40E+01;Dimecres;2010;5;Maig;19;7;Mat°;No hi ha causa mediata;434723,77;4584307,91
2010S003788;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701278;Taulat;0262X0262X;Dimarts;2010;6;Juny;1;16;Tarda;No hi ha causa mediata;434640,54;4584607,14
2010S006466;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701278;Taulat;0262X0262X;Divendres;2010;9;Setembre;24;14;Tarda;No hi ha causa mediata;434640,54;4584607,14
2010S002068;1;Ciutat Vella;1;el Raval;86902;Nou de la Rambla;0081 0081;Dijous;2010;3;Mará;25;13;Mat°;No hi ha causa mediata;430795,18;4581048,13
2010S001858;1;Ciutat Vella;1;el Raval;701349;Drassanes;0001 0001;Dimecres;2010;3;Mará;17;18;Tarda;No hi ha causa mediata;431214,13;4580892,36
2010S004996;1;Ciutat Vella;1;el Raval;701349;Drassanes;0001 0001;Dissabte;2010;7;Juliol;17;20;Tarda;Caláada en mal estat;431214,13;4580892,36
2010S007482;1;Ciutat Vella;1;el Raval;21306;Arc del Teatre;0024 0024;Dimecres;2010;11;Novembre;3;22;Nit;No hi ha causa mediata;430991,46;4581133,44
2010S001708;1;Ciutat Vella;1;el Raval;308301;Sant Oleguer;0020 0022;Dijous;2010;3;Mará;11;19;Tarda;No hi ha causa mediata;430830,71;4581140,44
2010S008377;1;Ciutat Vella;1;el Raval;308505;Sant Pau;0089 0089;Dissabte;2010;12;Desembre;4;17;Tarda;No hi ha causa mediata;430673,54;4581132,66
2010S002970;1;Ciutat Vella;1;el Raval;308709;Sant Pau;0002 0002;Dissabte;2010;5;Maig;1;10;Mat°;No hi ha causa mediata;430503,99;4580975,47
2010S007320;1;Ciutat Vella;1;el Raval;157909;Hospital;0101 0101;Dijous;2010;10;Octubre;28;8;Mat°;No hi ha causa mediata;430608,33;4581477,7
2010S007287;1;Ciutat Vella;1;el Raval;76501;Cera;0033 0033;Dimarts;2010;10;Octubre;26;23;Nit;No hi ha causa mediata;430345,04;4581334,28
2010S006579;1;Ciutat Vella;1;el Raval;701367;Raval;0035X0035X;Dimarts;2010;9;Setembre;28;3;Nit;Alcoholämia;430697,17;4581308,27
2010S002449;1;Ciutat Vella;1;el Raval;269200;Portal de Santa Madrona;0042 0042;Dimarts;2010;4;Abril;13;7;Mat°;No hi ha causa mediata;430985,92;4580932,34
2010S004788;1;Ciutat Vella;1;el Raval;700025;Josep Carner;0029B0029B;Divendres;2010;7;Juliol;9;17;Tarda;No hi ha causa mediata;431264,19;4580754,87
2010S002255;1;Ciutat Vella;1;el Raval;701265;Litoral (Besïs);1090000;Diumenge;2010;4;Abril;4;4;Nit;ExcÇs de velocitat o inadequada;431372,37;4580879,47
2010S000104;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;62609;IcÖria;0145 0147;Dimecres;2010;1;Gener;6;19;Tarda;No hi ha causa mediata;432913,63;4582680,04
2010S001111;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;367504;Doctor Trueta;0118 0118;Diumenge;2010;2;Febrer;14;17;Tarda;No hi ha causa mediata;433063,33;4583067,41
2010S001842;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;132908;Ramon Trias Fargas;0023U0023U;Dimecres;2010;3;Mará;17;8;Mat°;No hi ha causa mediata;432493,07;4582524,12
2010S002241;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;700662;Salvador Espriu;0089B0089B;Divendres;2010;4;Abril;2;5;Nit;Alcoholämia;433337,63;4582842,49
2010S007199;1;Ciutat Vella;1;el Raval;34308;Rambla;0001 0001;Dissabte;2010;10;Octubre;23;17;Tarda;No hi ha causa mediata;431228,3;4581110,84
2010S003606;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701265;Litoral (Besïs);850000;Dimecres;2010;5;Maig;26;7;Mat°;No hi ha causa mediata;433054,62;4582474,25
2010S003524;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701265;Litoral (Besïs);870000;Divendres;2010;5;Maig;21;19;Tarda;No hi ha causa mediata;432912,53;4582333,35
2010S008275;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701266;Litoral (Llobregat);800000;Dimarts;2010;11;Novembre;30;19;Tarda;No hi ha causa mediata;433406,97;4582829,32
2010S000774;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701266;Litoral (Llobregat);800000;Dimarts;2010;2;Febrer;2;9;Mat°;No hi ha causa mediata;433406,97;4582829,32
2010S006526;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701266;Litoral (Llobregat);820000;Dilluns;2010;9;Setembre;27;11;Mat°;No hi ha causa mediata;433257,43;4582696,33
2010S007234;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701266;Litoral (Llobregat);820000;Dilluns;2010;10;Octubre;25;12;Mat°;No hi ha causa mediata;433257,43;4582696,33
2010S004886;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;701266;Litoral (Llobregat);870000;Dimecres;2010;7;Juliol;14;0;Nit;No hi ha causa mediata;432900,47;4582345,91
2010S003063;1;Ciutat Vella;1;el Raval;140203;Drassanes;0006 0008;Dimecres;2010;5;Maig;5;19;Tarda;No hi ha causa mediata;431113,96;4581083,82
