Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;NK_ Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_Lloc_atropellament_vianant;Descripcio_Motiu_desplaçament_vianant;Descripcio_Motiu_desplaçament_conductor;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y
2015S008758;10;Sant Martí;64;el Camp de l'Arpa del Clot;194406;Maragall;0048 0050;Dijous;2015;11;Novembre;19;Desconegut;7;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431629,04;4585416,36
2015S001866;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret;0352 0354;Dimecres;2015;3;Març;11;Desconegut;8;No és causa del  vianant;Motocicleta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431634,78;4585458,06
2015S001693;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret;0270 0270;Dimecres;2015;3;Març;4;Desconegut;7;No és causa del  vianant;Ciclomotor;Dona;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431274,19;4585103,11
2015S007146;10;Sant Martí;64;el Camp de l'Arpa del Clot;161407;Indústria;0252 0252;Dimecres;2015;9;Setembre;23;Desconegut;12;No és causa del  vianant;Motocicleta;Home;19;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431447,19;4585099,12
2015S001671;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència;0357 0357;Dimecres;2015;3;Març;4;Desconegut;10;No és causa del  vianant;Autobús;Home;80;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;431479,52;4584908,45
2015S000114;10;Sant Martí;64;el Camp de l'Arpa del Clot;289105;Rosselló;0537 0537;Dimecres;2015;1;Gener;7;Desconegut;10;No és causa del  vianant;Motocicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431564,42;4584859,12
2015S007011;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0537 0537;Divendres;2015;9;Setembre;18;Desconegut;9;No és causa del  vianant;Ciclomotor;Dona;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431823;4584735,1
2015S004924;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0556 0556;Divendres;2015;6;Juny;26;Desconegut;11;No és causa del  vianant;Motocicleta;Dona;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431832,66;4584713,56
2015S000654;10;Sant Martí;64;el Camp de l'Arpa del Clot;286300;Rogent;0051 0051;Dimarts;2015;1;Gener;27;Desconegut;11;No és causa del  vianant;Bicicleta;Home;18;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431819,65;4584826,12
2015S009116;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València;0563 0563;Divendres;2015;11;Novembre;27;Desconegut;8;No és causa del  vianant;Motocicleta;Home;58;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431816,61;4584545,45
2015S002056;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València;0615 0615;Dimecres;2015;3;Març;18;Desconegut;12;No és causa del  vianant;Taxi;Dona;62;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432069,78;4584790,88
2015S003031;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència;0267 0267;Dimecres;2015;4;Abril;22;Desconegut;3;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431909,55;4584465,25
2015S004557;10;Sant Martí;65;el Clot;226400;Las Navas de Tolosa;0239 0241;Divendres;2015;6;Juny;12;Desconegut;11;No és causa del  vianant;Ciclomotor;Home;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432461,48;4585038,2
2015S000553;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0863 0865;Divendres;2015;1;Gener;23;Desconegut;9;No és causa del  vianant;Motocicleta;Dona;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432532,02;4584493,43
2015S008823;10;Sant Martí;65;el Clot;115603;Espronceda;0267 0269;Diumenge;2015;11;Novembre;22;Desconegut;10;No és causa del  vianant;Motocicleta;Home;20;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432760,33;4585118,68
2015S000035;10;Sant Martí;65;el Clot;18505;Aragó;0611 0617;Dissabte;2015;1;Gener;3;Desconegut;2;No és causa del  vianant;Motocicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432178,22;4584721,08
2015S005198;10;Sant Martí;65;el Clot;350308;València;0620 0626;Dilluns;2015;7;Juliol;6;Desconegut;1;No és causa del  vianant;Motocicleta;Home;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432198,76;4584886,86
2015S009968;10;Sant Martí;65;el Clot;81603;Clot;0165 0165;Dimecres;2015;12;Desembre;30;Desconegut;1;No és causa del  vianant;Motocicleta;Dona;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432399,82;4585136,41
2015S000660;10;Sant Martí;65;el Clot;42306;Bilbao;0199 0199;Dimarts;2015;1;Gener;27;Desconegut;2;No és causa del  vianant;Furgoneta;Home;4;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;432742,05;4584752,25
2015S003551;10;Sant Martí;65;el Clot;350308;València;0640 0644;Dissabte;2015;5;Maig;9;Desconegut;2;No és causa del  vianant;Motocicleta;Dona;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432266,66;4584952,81
2015S004782;10;Sant Martí;65;el Clot;209900;Meridiana;0180 0180;Dissabte;2015;6;Juny;20;Desconegut;5;No és causa del  vianant;Motocicleta;Home;9;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432170,24;4585034,63
2015S006968;10;Sant Martí;65;el Clot;115603;Espronceda;0287 0291;Dimecres;2015;9;Setembre;16;Desconegut;3;No és causa del  vianant;Turismo;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432663,12;4585214,2
2015S005014;10;Sant Martí;65;el Clot;115603;Espronceda;0287 0291;Dilluns;2015;6;Juny;29;Desconegut;8;No és causa del  vianant;Motocicleta;Home;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432663,12;4585214,2
2015S004528;10;Sant Martí;65;el Clot;209900;Meridiana;0182 0182;Dijous;2015;6;Juny;11;Desconegut;8;No és causa del  vianant;Bicicleta;Dona;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432163,47;4585079,98
2015S005673;10;Sant Martí;65;el Clot;209900;Meridiana;0184 0186;Dilluns;2015;7;Juliol;20;Desconegut;2;No és causa del  vianant;Ciclomotor;Home;44;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432163,54;4585096,58
2015S004248;10;Sant Martí;65;el Clot;209900;Meridiana;0198 0198;Dimecres;2015;6;Juny;3;Desconegut;9;No és causa del  vianant;Bicicleta;Home;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432171,99;4585230,06
2015S003679;10;Sant Martí;65;el Clot;209900;Meridiana;0198 0198;Dimecres;2015;5;Maig;13;Desconegut;6;No és causa del  vianant;Motocicleta;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432171,99;4585230,06
2015S007931;10;Sant Martí;65;el Clot;18505;Aragó;0641B0641B;Dijous;2015;10;Octubre;22;Desconegut;8;No és causa del  vianant;Motocicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432399,7;4584939,5
2015S009062;10;Sant Martí;65;el Clot;18505;Aragó;0659X0659X;Diumenge;2015;11;Novembre;29;Desconegut;1;No és causa del  vianant;Motocicleta;Dona;32;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432493;4585056,86
2015S002600;10;Sant Martí;65;el Clot;18505;Aragó;0661U0661U;Dimecres;2015;4;Abril;8;Desconegut;12;No és causa del  vianant;Furgoneta;Dona;89;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;432551,03;4585093,19
2015S002531;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0172 0174;Dissabte;2015;4;Abril;4;Desconegut;7;No és causa del  vianant;Turismo;Dona;63;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;433041,1;4585063,5
2015S001602;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0178 0178;Dilluns;2015;3;Març;2;Desconegut;11;No és causa del  vianant;Ciclomotor;Home;52;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433011,99;4585093,22
2015S009350;10;Sant Martí;72;Sant Martí de Provençals;104200;Doctor Zamenhof;0013 0013;Dimecres;2015;12;Desembre;9;Desconegut;6;No és causa del  vianant;Motocicleta;Home;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432844,22;4585514,34
2015S006939;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0175 0175;Dimarts;2015;9;Setembre;15;Desconegut;5;No és causa del  vianant;Turismo;Dona;60;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432937,09;4585128,37
2015S004130;10;Sant Martí;72;Sant Martí de Provençals;30409;Bac de Roda;0185 0185;Dijous;2015;5;Maig;28;Desconegut;4;No és causa del  vianant;Turismo;Dona;65;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432892,77;4585168,63
2015S000039;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes;0963 0963;Dissabte;2015;1;Gener;3;Desconegut;8;No és causa del  vianant;Turismo;Dona;18;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432952,21;4584961,31
2015S002311;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0029 0033;Dijous;2015;3;Març;26;Desconegut;1;No és causa del  vianant;Turismo;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432801,94;4585333,76
2015S002023;10;Sant Martí;65;el Clot;18505;Aragó;0560 0560;Dimarts;2015;3;Març;17;Desconegut;11;No és causa del  vianant;Ciclomotor;Dona;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431964,93;4584467,51
2015S007241;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0017 0017;Diumenge;2015;9;Setembre;27;Desconegut;1;No és causa del  vianant;Turismo;Home;54;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432700,29;4585234,66
2015S000364;10;Sant Martí;72;Sant Martí de Provençals;268604;Pont del Treball Digne;0007 0009;Divendres;2015;1;Gener;16;Desconegut;2;Creuar per fora pas de vianants;Motocicleta;Dona;17;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433046,65;4586091,77
2015S003508;10;Sant Martí;65;el Clot;89004;Consell de Cent;0611 0611;Divendres;2015;5;Maig;8;Desconegut;1;No és causa del  vianant;Motocicleta;Dona;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432002,87;4584356,67
2015S001771;10;Sant Martí;65;el Clot;89004;Consell de Cent;0611 0611;Dissabte;2015;3;Març;7;Desconegut;8;No és causa del  vianant;Turismo;Home;56;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432002,87;4584356,67
2015S002640;10;Sant Martí;65;el Clot;105304;Dos de Maig;0208 0208;Dijous;2015;4;Abril;9;Desconegut;3;No és causa del  vianant;Turismo;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431862,24;4584351,74
2015S002521;10;Sant Martí;65;el Clot;146902;Glòries Catalanes;0019 0019;Dissabte;2015;4;Abril;4;Desconegut;10;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432172,41;4584181,5
2015S004474;10;Sant Martí;65;el Clot;161101;Independència;0261 0261;Dimecres;2015;6;Juny;10;Desconegut;11;No és causa del  vianant;Turismo;Home;53;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431960,88;4584412,8
2015S005368;10;Sant Martí;65;el Clot;161101;Independència;0265B0265B;Dissabte;2015;7;Juliol;11;Desconegut;10;No és causa del  vianant;Motocicleta;Home;56;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;431934,23;4584429,58
2015S008603;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0823;Dissabte;2015;11;Novembre;14;Desconegut;4;No és causa del  vianant;Motocicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432229,7;4584197,87
2015S003373;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0823;Dilluns;2015;5;Maig;4;Desconegut;11;No és causa del  vianant;Motocicleta;Dona;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432229,7;4584197,87
2015S002796;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0823 0823;Dimecres;2015;4;Abril;15;Desconegut;3;No és causa del  vianant;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432229,7;4584197,87
2015S004744;10;Sant Martí;65;el Clot;1604;Sèquia Comtal;0019 0021;Divendres;2015;6;Juny;19;Desconegut;2;No és causa del  vianant;Ciclomotor;Dona;21;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432165,69;4584600,32
2015S002759;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0018 0022;Dimarts;2015;4;Abril;14;Desconegut;10;No és causa del  vianant;Motocicleta;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;432734,53;4585208,56
2015S003304;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0024 0028;Dijous;2015;4;Abril;30;Desconegut;7;No és causa del  vianant;Autobús;Dona;59;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;432763,93;4585237,91
2015S009173;10;Sant Martí;73;la Verneda i la Pau;60807;Cantàbria;0073 0073;Dimecres;2015;12;Desembre;2;Desconegut;8;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433148,29;4586342,73
2015S003587;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes;1095 1095;Dilluns;2015;5;Maig;11;Desconegut;9;No és causa del  vianant;Motocicleta;Home;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433572,37;4585546,55
2015S006301;10;Sant Martí;73;la Verneda i la Pau;318906;Santander;0024 0024;Dimecres;2015;8;Agost;19;Desconegut;1;No és causa del  vianant;Furgoneta;Home;44;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433283,65;4586463,92
2015S001954;10;Sant Martí;73;la Verneda i la Pau;318906;Santander;0033 0041;Divendres;2015;3;Març;13;Desconegut;9;No és causa del  vianant;Turismo;Home;38;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;433186,65;4586419,27
2015S002001;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0108 0108;Dilluns;2015;3;Març;16;Desconegut;7;No és causa del  vianant;Ciclomotor;Home;48;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433395,88;4585855,58
2015S002001;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0108 0108;Dilluns;2015;3;Març;16;Desconegut;7;No és causa del  vianant;Motocicleta;Home;18;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433395,88;4585855,58
2015S007527;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0134 0136;Dimecres;2015;10;Octubre;7;Desconegut;12;No és causa del  vianant;Ciclomotor;Dona;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433538,48;4585995,06
2015S006503;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0106 0106;Dissabte;2015;8;Agost;29;Desconegut;11;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433367,4;4585827,78
2015S004024;10;Sant Martí;73;la Verneda i la Pau;318906;Santander;0063 0063;Dilluns;2015;5;Maig;25;Desconegut;7;No és causa del  vianant;Turismo;Dona;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433490,77;4586875,02
2015S008960;10;Sant Martí;73;la Verneda i la Pau;318906;Santander;0063A0063A;Dijous;2015;11;Novembre;26;Desconegut;3;No és causa del  vianant;Furgoneta;Home;30;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433497,89;4586886,49
2015S001313;10;Sant Martí;73;la Verneda i la Pau;266405;Prim;0184 0186;Divendres;2015;2;Febrer;20;Desconegut;12;No és causa del  vianant;Turismo;Home;22;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433743,37;4586089,06
2015S001172;10;Sant Martí;70;el Besòs i el Maresme;701449;Josep-Narcís Roca;0013X0013X;Dilluns;2015;2;Febrer;16;Desconegut;7;No és causa del  vianant;Motocicleta;Home;39;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;434982,66;4585158,54
2015S000940;10;Sant Martí;73;la Verneda i la Pau;69700;Ca n'Oliva;0079 0079;Divendres;2015;2;Febrer;6;Desconegut;4;No és causa del  vianant;Motocicleta;Dona;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433562,27;4586402,57
2015S003156;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0149 0149;Diumenge;2015;4;Abril;26;Desconegut;2;Desobeir el senyal del semàfor;Motocicleta;Dona;34;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433719,9;4586231,17
2015S009178;10;Sant Martí;70;el Besòs i el Maresme;94300;Cristóbal de Moura;0219 0223;Dimecres;2015;12;Desembre;2;Desconegut;10;No és causa del  vianant;Bicicleta;Home;19;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;434277,7;4585412,4
2015S006623;10;Sant Martí;70;el Besòs i el Maresme;701414;C-31;20840000;Dimecres;2015;9;Setembre;2;Desconegut;11;No és causa del  vianant;Furgoneta;Dona;31;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;434007,45;4585877,1
2015S006623;10;Sant Martí;70;el Besòs i el Maresme;701414;C-31;20840000;Dimecres;2015;9;Setembre;2;Desconegut;11;No és causa del  vianant;Furgoneta;Home;51;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;434007,45;4585877,1
2015S000804;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0048 0048;Dilluns;2015;2;Febrer;2;Desconegut;8;No és causa del  vianant;Motocicleta;Home;13;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433597,85;4584695,08
2015S004448;10;Sant Martí;71;Provençals del Poblenou;242906;Pallars;0373 0373;Dimarts;2015;6;Juny;9;Desconegut;4;No és causa del  vianant;Turismo;Dona;57;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;433893,73;4584676,38
2015S000888;10;Sant Martí;71;Provençals del Poblenou;249304;Pere IV;0416 0416;Dijous;2015;2;Febrer;5;Desconegut;7;No és causa del  vianant;Turismo;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433646,61;4585020,79
2015S001913;10;Sant Martí;70;el Besòs i el Maresme;94300;Cristóbal de Moura;0186 0186;Dijous;2015;3;Març;12;Desconegut;6;No és causa del  vianant;Taxi;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;434181,35;4585259,23
2015S008011;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0142 0142;Dissabte;2015;10;Octubre;24;Desconegut;10;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433310,41;4584788,23
2015S007163;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0158 0160;Dimecres;2015;9;Setembre;23;Desconegut;3;No és causa del  vianant;Motocicleta;Home;70;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433221,32;4584879,5
2015S004383;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0158 0160;Diumenge;2015;6;Juny;7;Desconegut;1;No és causa del  vianant;Motocicleta;Home;45;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433221,32;4584879,5
2015S002757;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20780000;Dimarts;2015;4;Abril;14;Desconegut;9;No és causa del  vianant;Motocicleta;Home;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433580,94;4585460,09
2015S009152;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20750000;Dimecres;2015;12;Desembre;2;Desconegut;12;No és causa del  vianant;Turismo;Dona;52;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433366,47;4585249,15
2015S006170;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20750000;Dimecres;2015;8;Agost;12;Desconegut;6;No és causa del  vianant;Turismo;Home;29;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433366,47;4585249,15
2015S002870;10;Sant Martí;71;Provençals del Poblenou;249304;Pere IV;0383 0383;Divendres;2015;4;Abril;17;Desconegut;11;No és causa del  vianant;Turismo;Home;71;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;433630,6;4585047,36
2015S002339;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0186 0186;Divendres;2015;3;Març;27;Desconegut;1;No és causa del  vianant;Turismo;Dona;63;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433383,18;4585066,43
2015S000535;10;Sant Martí;71;Provençals del Poblenou;322608;Selva de Mar;0117 0117;Dijous;2015;1;Gener;22;Desconegut;3;No és causa del  vianant;Motocicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433588,01;4585033,38
2015S009349;10;Sant Martí;71;Provençals del Poblenou;322608;Selva de Mar;0123U0123U;Dimecres;2015;12;Desembre;9;Desconegut;4;No és causa del  vianant;Motocicleta;Home;58;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433595,27;4585033,46
2015S006272;10;Sant Martí;71;Provençals del Poblenou;356202;Veneçuela;0047B0047B;Dimarts;2015;8;Agost;18;Desconegut;8;No és causa del  vianant;Taxi;Home;62;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433823,71;4584790,26
2015S006600;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda;0202 0206;Dimecres;2015;9;Setembre;2;Desconegut;7;No és causa del  vianant;Autobús;Dona;41;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433049,96;4584854,79
2015S006600;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda;0202 0206;Dimecres;2015;9;Setembre;2;Desconegut;7;No és causa del  vianant;Autobús;Dona;38;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433049,96;4584854,79
2015S006918;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda;0161X0161X;Dimarts;2015;9;Setembre;15;Desconegut;6;No és causa del  vianant;Ciclomotor;Dona;25;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433325,7;4584552,44
2015S006265;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20680000;Dimarts;2015;8;Agost;18;Desconegut;3;No és causa del  vianant;Motocicleta;Home;55;Conductor;Desconegut;Desconegut;Desconegut;Ferit greu;432865,19;4584761,31
2015S009538;10;Sant Martí;71;Provençals del Poblenou;200600;Marroc;0075 0081;Dimarts;2015;12;Desembre;15;Desconegut;2;No és causa del  vianant;Motocicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433342,29;4584681,96
2015S008934;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0139 0143;Dimecres;2015;11;Novembre;25;Desconegut;9;No és causa del  vianant;Motocicleta;Home;39;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;433243,4;4584810,98
2015S009463;10;Sant Martí;71;Provençals del Poblenou;244800;Paraguai;0025 0025;Dissabte;2015;12;Desembre;12;Desconegut;8;No és causa del  vianant;Motocicleta;Dona;14;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;433872,96;4585590,35
