Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;NK_ Any;Mes_ any;Nom_mes;Dia_mes;Descripcio_torn;Hora_dia;Descripcio_causa_vianant;Desc_Tipus_vehicle_implicat;Descripcio_sexe;Edat;Descripcio_tipus_persona;Descripcio_Lloc_atropellament_vianant;Descripcio_Motiu_desplaçament_vianant;Descripcio_Motiu_desplaçament_conductor;Descripcio_victimitzacio;Coordenada_UTM_X;Coordenada_UTM_Y
2015S004040;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0153 0153;Dilluns;2015;5;Maig;25;Desconegut;5;No és causa del  vianant;Motocicleta;Home;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429965,94;4581754,73
2015S008647;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0153B0153B;Dilluns;2015;11;Novembre;16;Desconegut;6;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429971,62;4581760,09
2015S007193;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0155 0155;Dijous;2015;9;Setembre;24;Desconegut;9;No és causa del  vianant;Motocicleta;Home;59;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429977,34;4581766,03
2015S004502;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;0056I0056I;Dijous;2015;6;Juny;11;Desconegut;12;No és causa del  vianant;Ciclomotor;Home;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429837,3;4581689,76
2015S001203;2;Eixample;10;Sant Antoni;127704;Floridablanca;0126 0126;Dimarts;2015;2;Febrer;17;Desconegut;11;No és causa del  vianant;Motocicleta;Home;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429980,54;4581551,58
2015S007942;2;Eixample;9;la Nova Esquerra de l'Eixample;289105;Rosselló;0101 0101;Dijous;2015;10;Octubre;22;Desconegut;4;No és causa del  vianant;Motocicleta;Home;60;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428902,78;4582252,79
2015S005851;2;Eixample;9;la Nova Esquerra de l'Eixample;320704;Sarrià;0021 0021;Dimecres;2015;7;Juliol;29;Desconegut;4;No és causa del  vianant;Motocicleta;Dona;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428656,58;4582617,95
2015S009621;2;Eixample;10;Sant Antoni;70607;Casanova;0028 0028;Dijous;2015;12;Desembre;17;Desconegut;1;No és causa del  vianant;Motocicleta;Home;27;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430005,46;4581850,47
2015S000778;2;Eixample;10;Sant Antoni;223606;Muntaner;0003 0003;Dissabte;2015;1;Gener;31;Desconegut;6;No és causa del  vianant;Motocicleta;Dona;27;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;430138,1;4581874,69
2015S005980;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;0003 0003;Dimarts;2015;8;Agost;4;Desconegut;10;No és causa del  vianant;Furgoneta;Home;69;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429994,85;4581438,77
2015S005145;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;0015 0015;Dissabte;2015;7;Juliol;4;Desconegut;9;No és causa del  vianant;Bicicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429957,94;4581478,29
2015S008756;2;Eixample;10;Sant Antoni;349706;Comte d'Urgell;0024 0024;Dijous;2015;11;Novembre;19;Desconegut;7;No és causa del  vianant;Bicicleta;Home;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429986,6;4581494,27
2015S007432;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0170 0170;Diumenge;2015;10;Octubre;4;Desconegut;12;No és causa del  vianant;Turismo;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430059,94;4581816,61
2015S005404;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0170 0170;Dilluns;2015;7;Juliol;13;Desconegut;6;No és causa del  vianant;Ciclomotor;Dona;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430059,94;4581816,61
2015S002443;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0175 0175;Dimarts;2015;3;Març;31;Desconegut;9;No és causa del  vianant;Bicicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430081,98;4581868,24
2015S009056;2;Eixample;10;Sant Antoni;349207;Universitat;0004 0004;Diumenge;2015;11;Novembre;29;Desconegut;2;No és causa del  vianant;Bicicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430169,66;4582033,52
2015S009880;2;Eixample;10;Sant Antoni;87009;Comte Borrell;0085 0085;Diumenge;2015;12;Desembre;27;Desconegut;12;No és causa del  vianant;Ciclomotor;Dona;59;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429899,4;4581353,6
2015S003972;2;Eixample;9;la Nova Esquerra de l'Eixample;292609;Sagristà;0001 0003;Dissabte;2015;5;Maig;23;Desconegut;7;No és causa del  vianant;Furgoneta;Home;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit greu;428625,16;4582364,17
2015S009432;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0200 0200;Divendres;2015;12;Desembre;11;Desconegut;9;No és causa del  vianant;Motocicleta;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428952,46;4581970,27
2015S005524;2;Eixample;9;la Nova Esquerra de l'Eixample;350308;València;0084 0086;Divendres;2015;7;Juliol;17;Desconegut;4;No és causa del  vianant;Motocicleta;Home;30;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429008,98;4581762,62
2015S000659;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0121 0121;Dimarts;2015;1;Gener;27;Desconegut;2;No és causa del  vianant;Motocicleta;Home;51;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429299,05;4581890,9
2015S005816;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0059 0059;Dimarts;2015;7;Juliol;28;Desconegut;5;No és causa del  vianant;Turismo;Dona;Desconegut;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429692,64;4581748,53
2015S000053;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0059 0059;Diumenge;2015;1;Gener;4;Desconegut;4;No és causa del  vianant;Ciclomotor;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429692,64;4581748,53
2015S004371;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0146 0146;Dissabte;2015;6;Juny;6;Desconegut;8;No és causa del  vianant;Motocicleta;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428764,14;4581780,94
2015S004070;2;Eixample;9;la Nova Esquerra de l'Eixample;191204;Mallorca;0039 0039;Dimarts;2015;5;Maig;26;Desconegut;1;No és causa del  vianant;Turismo;Home;59;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428855,06;4581828,96
2015S000754;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0166 0166;Divendres;2015;1;Gener;30;Desconegut;10;No és causa del  vianant;Motocicleta;Home;21;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429135,77;4581783,49
2015S000754;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0166 0166;Divendres;2015;1;Gener;30;Desconegut;10;No és causa del  vianant;Motocicleta;Dona;18;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429135,77;4581783,49
2015S008423;2;Eixample;9;la Nova Esquerra de l'Eixample;87009;Comte Borrell;0179 0183;Diumenge;2015;11;Novembre;8;Desconegut;8;No és causa del  vianant;Turismo;Dona;Desconegut;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429315,67;4581950,99
2015S001660;2;Eixample;9;la Nova Esquerra de l'Eixample;285807;Rocafort;0189 0189;Dimarts;2015;3;Març;3;Desconegut;9;No és causa del  vianant;Motocicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428839,39;4581863,32
2015S000424;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0170 0170;Dilluns;2015;1;Gener;19;Desconegut;7;No és causa del  vianant;Ciclomotor;Dona;20;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429240,82;4581867,33
2015S004259;2;Eixample;9;la Nova Esquerra de l'Eixample;87009;Comte Borrell;0203 0203;Dimecres;2015;6;Juny;3;Desconegut;5;No és causa del  vianant;Motocicleta;Dona;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429217,97;4582051,24
2015S006536;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Roma;0005 0007;Dilluns;2015;8;Agost;31;Desconegut;12;No és causa del  vianant;Turismo;Dona;5;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428501,55;4581612,74
2015S000488;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0116 0116;Dimarts;2015;1;Gener;20;Desconegut;7;No és causa del  vianant;Motocicleta;Home;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429402,12;4581961,16
2015S008503;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0129 0129;Dimecres;2015;11;Novembre;11;Desconegut;8;No és causa del  vianant;Bicicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429368,29;4581958,63
2015S004090;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0137 0139;Dimecres;2015;5;Maig;27;Desconegut;12;No és causa del  vianant;Ciclomotor;Dona;59;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429384,65;4581974,59
2015S005577;2;Eixample;9;la Nova Esquerra de l'Eixample;169409;Corts Catalanes;0469 0469;Diumenge;2015;7;Juliol;19;Desconegut;7;No és causa del  vianant;Ciclomotor;Home;15;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429451,99;4581480,03
2015S001921;2;Eixample;9;la Nova Esquerra de l'Eixample;169409;Corts Catalanes;0485 0485;Divendres;2015;3;Març;13;Desconegut;11;No és causa del  vianant;Turismo;Dona;35;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429493,58;4581520,63
2015S007645;2;Eixample;9;la Nova Esquerra de l'Eixample;285807;Rocafort;0074 0074;Dilluns;2015;10;Octubre;12;Desconegut;7;No és causa del  vianant;Taxi;Home;43;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429331,28;4581391,99
2015S005802;2;Eixample;9;la Nova Esquerra de l'Eixample;285807;Rocafort;0074 0074;Dimarts;2015;7;Juliol;28;Desconegut;10;No és causa del  vianant;Motocicleta;Home;32;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429331,28;4581391,99
2015S002936;2;Eixample;9;la Nova Esquerra de l'Eixample;287201;Roma;0035I0035I;Diumenge;2015;4;Abril;19;Desconegut;9;Creuar per fora pas de vianants;Motocicleta;Home;35;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428676,65;4581738,55
2015S006911;2;Eixample;9;la Nova Esquerra de l'Eixample;362001;Vilamarí;0140 0142;Dilluns;2015;9;Setembre;14;Desconegut;9;No és causa del  vianant;Motocicleta;Home;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428633,58;4581722,7
2015S002626;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0115 0115;Dijous;2015;4;Abril;9;Desconegut;7;No és causa del  vianant;Motocicleta;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429414,95;4582032,83
2015S001584;2;Eixample;9;la Nova Esquerra de l'Eixample;349706;Comte d'Urgell;0117 0117;Diumenge;2015;3;Març;1;Desconegut;9;No és causa del  vianant;Todo terreno;Home;31;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429412,21;4582035,52
2015S007823;2;Eixample;9;la Nova Esquerra de l'Eixample;-1;Desconegut;Desconegut;Diumenge;2015;10;Octubre;18;Desconegut;11;No és causa del  vianant;Motocicleta;Dona;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;-1;-1
2015S009794;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0032 0032;Dimecres;2015;12;Desembre;23;Desconegut;3;No és causa del  vianant;Motocicleta;Home;44;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429011,45;4581577,83
2015S007992;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0009 0009;Divendres;2015;10;Octubre;23;Desconegut;6;No és causa del  vianant;Turismo;Home;18;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;428713,85;4581325,62
2015S005869;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0011 0015;Dijous;2015;7;Juliol;30;Desconegut;1;No és causa del  vianant;Motocicleta;Home;44;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428728,73;4581337,08
2015S006113;2;Eixample;9;la Nova Esquerra de l'Eixample;184402;Llança;0025 0025;Diumenge;2015;8;Agost;9;Desconegut;9;No és causa del  vianant;Motocicleta;Home;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428748,11;4581383,49
2015S008955;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0070 0070;Dijous;2015;11;Novembre;26;Desconegut;5;No és causa del  vianant;Motocicleta;Home;45;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429146,21;4581390,05
2015S008636;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0092 0092;Dilluns;2015;11;Novembre;16;Desconegut;11;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429049,43;4581488,89
2015S002769;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0201 0201;Dimarts;2015;4;Abril;14;Desconegut;3;No és causa del  vianant;Motocicleta;Dona;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428897,32;4581995,37
2015S001488;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0205 0205;Dijous;2015;2;Febrer;26;Desconegut;10;No és causa del  vianant;Turismo;Home;87;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;428854,76;4582038,77
2015S001487;2;Eixample;9;la Nova Esquerra de l'Eixample;184402;Llança;0038 0040;Dijous;2015;2;Febrer;26;Desconegut;10;No és causa del  vianant;Motocicleta;Home;53;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428748,69;4581414,12
2015S005363;2;Eixample;9;la Nova Esquerra de l'Eixample;285807;Rocafort;0083 0083;Dissabte;2015;7;Juliol;11;Desconegut;5;No és causa del  vianant;Bicicleta;Home;15;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429312,63;4581379,73
2015S003383;2;Eixample;9;la Nova Esquerra de l'Eixample;285807;Rocafort;0083 0083;Dilluns;2015;5;Maig;4;Desconegut;6;Creuar per fora pas de vianants;Autobús;Dona;53;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429312,63;4581379,73
2015S009985;2;Eixample;9;la Nova Esquerra de l'Eixample;54509;Calàbria;0215 0215;Dijous;2015;12;Desembre;31;Desconegut;12;No és causa del  vianant;Motocicleta;Home;69;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428800,57;4582094,15
2015S003069;2;Eixample;10;Sant Antoni;198804;Paral·lel;0174B0174B;Dijous;2015;4;Abril;23;Desconegut;10;No és causa del  vianant;Motocicleta;Home;53;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429446,52;4580956,6
2015S003580;2;Eixample;10;Sant Antoni;213908;Mistral;0063 0063;Dilluns;2015;5;Maig;11;Desconegut;1;No és causa del  vianant;Turismo;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429403,97;4581035,5
2015S007458;2;Eixample;9;la Nova Esquerra de l'Eixample;362001;Vilamarí;0122 0124;Dilluns;2015;10;Octubre;5;Desconegut;12;No és causa del  vianant;Motocicleta;Home;65;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428764,84;4581588,75
2015S001049;2;Eixample;9;la Nova Esquerra de l'Eixample;110803;Entença;0206 0206;Dimecres;2015;2;Febrer;11;Desconegut;12;No és causa del  vianant;Motocicleta;Home;57;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428466,27;4582085,04
2015S000885;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;0004 0004;Dimecres;2015;2;Febrer;4;Desconegut;8;No és causa del  vianant;Motocicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428441,19;4582142,88
2015S005587;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;0006 0006;Dilluns;2015;7;Juliol;20;Desconegut;6;No és causa del  vianant;Ciclomotor;Home;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428441,19;4582142,88
2015S002304;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;0006 0006;Dijous;2015;3;Març;26;Desconegut;8;No és causa del  vianant;Motocicleta;Dona;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428441,19;4582142,88
2015S000858;2;Eixample;9;la Nova Esquerra de l'Eixample;18505;Aragó;0077 0077;Dimarts;2015;2;Febrer;3;Desconegut;7;No és causa del  vianant;Turismo;Dona;36;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429041,43;4581646,69
2015S008753;2;Eixample;9;la Nova Esquerra de l'Eixample;268003;Provença;0107 0109;Dijous;2015;11;Novembre;19;Desconegut;6;Desobeir el senyal del semàfor;Turismo;Dona;6;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429100,5;4582258,66
2015S001650;2;Eixample;9;la Nova Esquerra de l'Eixample;245802;París;0050 0050;Dimarts;2015;3;Març;3;Desconegut;3;No és causa del  vianant;Motocicleta;Dona;22;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428494,72;4582195,29
2015S002940;2;Eixample;9;la Nova Esquerra de l'Eixample;701452;Paula Montal;0000 0000;Divendres;2015;4;Abril;17;Desconegut;12;No és causa del  vianant;Motocicleta;Home;57;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429361,39;4581649,01
2015S002360;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0226 0228;Divendres;2015;3;Març;27;Desconegut;8;No és causa del  vianant;Motocicleta;Home;25;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428959,11;4582154,11
2015S009241;2;Eixample;9;la Nova Esquerra de l'Eixample;87009;Comte Borrell;0230 0230;Divendres;2015;12;Desembre;4;Desconegut;7;No és causa del  vianant;Motocicleta;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429047,87;4582254,93
2015S001621;2;Eixample;9;la Nova Esquerra de l'Eixample;90502;Còrsega;0058 0058;Dilluns;2015;3;Març;2;Desconegut;7;Creuar per fora pas de vianants;Turismo;Dona;75;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;428478,83;4581990,79
2015S000258;2;Eixample;9;la Nova Esquerra de l'Eixample;191204;Mallorca;0100 0100;Dimarts;2015;1;Gener;13;Desconegut;11;No és causa del  vianant;Motocicleta;Home;24;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429195,07;4582131,59
2015S006182;2;Eixample;9;la Nova Esquerra de l'Eixample;350308;València;0059 0059;Dijous;2015;8;Agost;13;Desconegut;9;No és causa del  vianant;Ciclomotor;Home;69;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;428990,56;4581775,29
2015S010011;2;Eixample;9;la Nova Esquerra de l'Eixample;87009;Comte Borrell;0137 0137;Dijous;2015;12;Desembre;31;Desconegut;8;Desobeir el senyal del semàfor;Turismo;Home;4;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429598,77;4581661,19
2015S005778;2;Eixample;8;l'Antiga Esquerra de l'Eixample;191204;Mallorca;0208 0210;Dilluns;2015;7;Juliol;27;Desconegut;1;No és causa del  vianant;Turismo;Home;Desconegut;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429725,84;4582653,23
2015S004654;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0158 0158;Dimecres;2015;6;Juny;17;Desconegut;3;No és causa del  vianant;Turismo;Dona;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429592,32;4582147,49
2015S007145;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0135 0135;Dimarts;2015;9;Setembre;22;Desconegut;8;No és causa del  vianant;Motocicleta;Home;28;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429608,07;4582992,26
2015S008581;2;Eixample;8;l'Antiga Esquerra de l'Eixample;289105;Rosselló;0185 0185;Divendres;2015;11;Novembre;13;Desconegut;5;No és causa del  vianant;Motocicleta;Home;33;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429423,15;4582760,67
2015S008238;2;Eixample;8;l'Antiga Esquerra de l'Eixample;-1;Desconegut;Desconegut;Dilluns;2015;11;Novembre;2;Desconegut;11;No és causa del  vianant;Motocicleta;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;-1;-1
2015S001703;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0189 0189;Dijous;2015;3;Març;5;Desconegut;10;No és causa del  vianant;Motocicleta;Home;48;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429757,77;4582347,26
2015S007964;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0125 0125;Divendres;2015;10;Octubre;23;Desconegut;6;No és causa del  vianant;Motocicleta;Home;46;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429696,22;4582901,22
2015S005853;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0127 0127;Dimecres;2015;7;Juliol;29;Desconegut;7;No és causa del  vianant;Ciclomotor;Dona;29;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429687,18;4582910,5
2015S002404;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0207 0207;Dilluns;2015;3;Març;30;Desconegut;7;No és causa del  vianant;Ciclomotor;Home;34;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429846,46;4582434,03
2015S006619;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0209 0209;Dimecres;2015;9;Setembre;2;Desconegut;6;No és causa del  vianant;Turismo;Home;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429852,53;4582440,04
2015S001095;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0209 0209;Dijous;2015;2;Febrer;12;Desconegut;2;No és causa del  vianant;Ciclomotor;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429852,53;4582440,04
2015S006237;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0231 0231;Dissabte;2015;8;Agost;15;Desconegut;10;No és causa del  vianant;Motocicleta;Home;40;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429705,62;4582102,3
2015S004796;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0063 0063;Diumenge;2015;6;Juny;21;Desconegut;1;No és causa del  vianant;Motocicleta;Dona;37;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429988,27;4582602,11
2015S001208;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0065 0065;Dimarts;2015;2;Febrer;17;Desconegut;12;No és causa del  vianant;Bicicleta;Dona;41;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429981,39;4582608,93
2015S001562;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0212 0212;Dissabte;2015;2;Febrer;28;Desconegut;1;No és causa del  vianant;Ciclomotor;Home;36;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429817,08;4582360,79
2015S003191;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0194 0194;Dimarts;2015;4;Abril;28;Desconegut;8;No és causa del  vianant;Motocicleta;Home;19;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429672,62;4582413,15
2015S009246;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0017 0017;Divendres;2015;12;Desembre;4;Desconegut;10;No és causa del  vianant;Motocicleta;Home;26;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429985,54;4582222,29
2015S001873;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0017 0017;Dimecres;2015;3;Març;11;Desconegut;12;No és causa del  vianant;Motocicleta;Dona;49;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429985,54;4582222,29
2015S007357;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0087 0089;Dijous;2015;10;Octubre;1;Desconegut;2;No és causa del  vianant;Motocicleta;Home;51;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429606,87;4582418,49
2015S005342;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0091 0091;Divendres;2015;7;Juliol;10;Desconegut;3;No és causa del  vianant;Motocicleta;Dona;31;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429598,42;4582427,18
2015S002918;2;Eixample;8;l'Antiga Esquerra de l'Eixample;223606;Muntaner;0091 0091;Dissabte;2015;4;Abril;18;Desconegut;8;No és causa del  vianant;Motocicleta;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429598,42;4582427,18
2015S008984;2;Eixample;8;l'Antiga Esquerra de l'Eixample;287201;Roma;0153 0153;Divendres;2015;11;Novembre;27;Desconegut;10;No és causa del  vianant;Turismo;Dona;72;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429644,81;4582254,08
2015S003779;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0238 0238;Dissabte;2015;5;Maig;16;Desconegut;12;No és causa del  vianant;Ciclomotor;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429864,38;4582227,94
2015S009354;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0232 0232;Dimecres;2015;12;Desembre;9;Desconegut;7;No és causa del  vianant;Turismo;Home;39;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430011,29;4582550,35
2015S006219;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0002 0002;Dissabte;2015;8;Agost;15;Desconegut;12;No és causa del  vianant;Ciclomotor;Home;38;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;430091,24;4582145,47
2015S006645;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0024 0024;Dijous;2015;9;Setembre;3;Desconegut;8;No és causa del  vianant;Taxi;Home;58;Vianant;Desconegut;Desconegut;Desconegut;Ferit lleu;429992,3;4582246,16
2015S007773;2;Eixample;8;l'Antiga Esquerra de l'Eixample;100800;Diputació;0210 0210;Divendres;2015;10;Octubre;16;Desconegut;12;No és causa del  vianant;Motocicleta;Dona;51;Passatger;Desconegut;Desconegut;Desconegut;Ferit lleu;429975,61;4582148,82
2015S004404;2;Eixample;8;l'Antiga Esquerra de l'Eixample;90502;Còrsega;0245 0245;Dilluns;2015;6;Juny;8;Desconegut;10;No és causa del  vianant;Motocicleta;Home;23;Conductor;Desconegut;Desconegut;Desconegut;Ferit lleu;429381,95;4582908,56
