Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_mediata;Coordenada_UTM_X;Coordenada_UTM_Y
2020S000037    ;3;Sants-Montjuïc;18;Sants;312400;Sants;0071 0073;Divendres;2020;1;Gener;3;13;Matí;No hi ha causa mediata;427963,11;4580979,18
2020S000038    ;-1;Desconegut;-1;Desconegut;-1;Desconegut;Desconegut;Divendres;2020;1;Gener;3;13;Matí;No hi ha causa mediata;-1;-1
2020S000039    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;9999 9999;Divendres;2020;1;Gener;3;14;Tarda;No hi ha causa mediata;429171,08;4583079,42
2020S000040    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700654;Litoral;9993 9993;Divendres;2020;1;Gener;3;15;Tarda;No hi ha causa mediata;432910,76;4582300,75
2020S000041    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;144601;Diagonal;0514 0514;Divendres;2020;1;Gener;3;15;Tarda;No hi ha causa mediata;429312,19;4583180,97
2020S000042    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan;0067 0067;Divendres;2020;1;Gener;3;16;Tarda;No hi ha causa mediata;430875,83;4583386,06
2020S000043    ;9;Sant Andreu;60;Sant Andreu;239300;Pare Manyanet;0046 0046;Divendres;2020;1;Gener;3;17;Tarda;No hi ha causa mediata;432785,33;4586796,38
2020S000044    ;7;Horta-Guinardó;41;la Vall d'Hebron;352507;Vall d'Hebron;0240 0240;Divendres;2020;1;Gener;3;16;Tarda;No hi ha causa mediata;428871,6;4587569,59
2020S000045    ;4;Les Corts;19;les Corts;343903;Corts;0245 0247;Divendres;2020;1;Gener;3;16;Tarda;No hi ha causa mediata;427512,12;4582072,67
2020S000046    ;5;Sarrià-Sant Gervasi;27;el Putxet i el Farró;33509;Ballester;0047 0047;Divendres;2020;1;Gener;3;18;Tarda;No hi ha causa mediata;428729,97;4584520,6
2020S000047    ;9;Sant Andreu;61;la Sagrera;209900;Meridiana;0279 0285;Divendres;2020;1;Gener;3;21;Tarda;No hi ha causa mediata;432125,51;4586182,69
2020S000048    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;30089;B Zona Franca;0001 0005;Divendres;2020;1;Gener;3;21;Tarda;No hi ha causa mediata;427665,58;4575955,86
2020S000049    ;1;Ciutat Vella;1;el Raval;269108;Portal de la Pau;0002 0002;Divendres;2020;1;Gener;3;21;Tarda;No hi ha causa mediata;431229,39;4581076,77
2020S000050    ;6;Gràcia;29;el Coll;37000;Beat Almató;0056 0056;Dissabte;2020;1;Gener;4;1;Nit;No hi ha causa mediata;428943,8;4585730,02
2020S000051    ;2;Eixample;7;la Dreta de l'Eixample;222002;Mossèn Jacint Verdaguer;9999 9999;Dissabte;2020;1;Gener;4;5;Nit;Excés de velocitat o inadequada;430706,56;4583594,99
2020S000052    ;9;Sant Andreu;63;Navas;115603;Espronceda;0413 0413;Dissabte;2020;1;Gener;4;7;Matí;No hi ha causa mediata;431970,16;4585923,86
2020S000053    ;3;Sants-Montjuïc;13;la Marina de Port;261478;Polvorí;0003 0003;Dissabte;2020;1;Gener;4;8;Matí;Alcoholèmia;428405,15;4579740,79
2020S000054    ;10;Sant Martí;68;el Poblenou;110009;Ramon Turró;0140 0140;Dissabte;2020;1;Gener;4;10;Matí;No hi ha causa mediata;433102,1;4583287,77
2020S000055    ;2;Eixample;7;la Dreta de l'Eixample;305100;Sant Joan;0130 0130;Dissabte;2020;1;Gener;4;12;Matí;No hi ha causa mediata;430540,89;4583823,4
2020S000056    ;8;Nou Barris;52;la Prosperitat;701268;Dalt (Llobregat);1490000;Dissabte;2020;1;Gener;4;13;Matí;Calçada en mal estat;431626,51;4588805,26
2020S000057    ;3;Sants-Montjuïc;11;el Poble-sec;114000;Espanya;9999 9999;Dissabte;2020;1;Gener;4;14;Tarda;No hi ha causa mediata;428940,71;4580909,36
2020S000058    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0828 0828;Dissabte;2020;1;Gener;4;14;Tarda;No hi ha causa mediata;431936,43;4583838,41
2020S000059    ;8;Nou Barris;46;el Turó de la Peira;119003;Fabra i Puig;0278 0278;Dissabte;2020;1;Gener;4;15;Tarda;No hi ha causa mediata;430943,82;4587080,88
2020S000060    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;9999 9999;Dissabte;2020;1;Gener;4;15;Tarda;No hi ha causa mediata;430557,83;4582516,3
2020S000061    ;1;Ciutat Vella;1;el Raval;34308;Rambla;0035 0035;Dissabte;2020;1;Gener;4;19;Tarda;No hi ha causa mediata;431090,32;4581379,45
2020S000062    ;5;Sarrià-Sant Gervasi;22;Vallvidrera, el Tibidabo i les Planes;700059;Vallvidrera a les Planes;0050 0056;Dissabte;2020;1;Gener;4;20;Tarda;Alcoholèmia;424354,87;4586397,59
2020S000063    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;201400;Picasso;0012 0012;Dissabte;2020;1;Gener;4;16;Tarda;No hi ha causa mediata;431750,43;4582331,38
2020S000064    ;1;Ciutat Vella;2;el Barri Gòtic;701265;Litoral (Besòs);1010000;Dissabte;2020;1;Gener;4;17;Tarda;No hi ha causa mediata;431765,17;4581550,86
2020S000065    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;194406;Maragall;0182 0182;Dissabte;2020;1;Gener;4;12;Matí;No hi ha causa mediata;431240,34;4586550,44
2020S000066    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0387 0387;Dissabte;2020;1;Gener;4;19;Tarda;No hi ha causa mediata;429809,14;4583287,66
2020S000067    ;10;Sant Martí;70;el Besòs i el Maresme;701414;C-31;20840000;Dissabte;2020;1;Gener;4;21;Tarda;No hi ha causa mediata;434007,45;4585877,1
2020S000068    ;1;Ciutat Vella;4;Sant Pere, Santa Caterina i la Ribera;163504;Isabel II;0002 0002;Dissabte;2020;1;Gener;4;23;Nit;No hi ha causa mediata;431742,93;4581619,47
2020S000069    ;10;Sant Martí;65;el Clot;226400;Las Navas de Tolosa;0243 0243;Diumenge;2020;1;Gener;5;5;Nit;Alcoholèmia;432456,26;4585044,53
2020S000070    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);710000;Diumenge;2020;1;Gener;5;6;Matí;No hi ha causa mediata;433970,87;4583525,55
2020S000071    ;7;Horta-Guinardó;33;el Baix Guinardó;297001;Sant Antoni Maria Claret;0163 0165;Diumenge;2020;1;Gener;5;9;Matí;No hi ha causa mediata;431057,95;4584924,54
2020S000072    ;7;Horta-Guinardó;33;el Baix Guinardó;178308;Lepant;0368 0370;Diumenge;2020;1;Gener;5;11;Matí;Alcoholèmia;430806,48;4584689,88
2020S000073    ;7;Horta-Guinardó;36;la Font d'en Fargues;78303;Ciències;0043 0043;Diumenge;2020;1;Gener;5;11;Matí;No hi ha causa mediata;429781,38;4586529,46
2020S000074    ;9;Sant Andreu;57;la Trinitat Vella;314100;Santa Coloma;0101 0105;Diumenge;2020;1;Gener;5;13;Matí;No hi ha causa mediata;433075,4;4588998,68
2020S000075    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;32700;Balmes;0019 0019;Diumenge;2020;1;Gener;5;13;Matí;No hi ha causa mediata;430260,21;4582324,67
2020S000076    ;2;Eixample;6;la Sagrada Família;142300;Gaudí;0069 0069;Diumenge;2020;1;Gener;5;14;Tarda;No hi ha causa mediata;431062,98;4584751,97
2020S000077    ;1;Ciutat Vella;2;el Barri Gòtic;701266;Litoral (Llobregat);1050000;Diumenge;2020;1;Gener;5;16;Tarda;No hi ha causa mediata;431520,59;4581243,79
2020S000078    ;8;Nou Barris;49;Canyelles;120807;Favència;0013 0015;Diumenge;2020;1;Gener;5;18;Tarda;No hi ha causa mediata;430250,41;4588256,61
2020S000079    ;3;Sants-Montjuïc;11;el Poble-sec;701266;Litoral (Llobregat);1290000;Diumenge;2020;1;Gener;5;18;Tarda;No hi ha causa mediata;430583,49;4579502,49
2020S000080    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0018 0020;Diumenge;2020;1;Gener;5;20;Tarda;No hi ha causa mediata;427482,53;4584346,28
2020S000081    ;3;Sants-Montjuïc;18;Sants;138802;Galileu;0181 0181;Diumenge;2020;1;Gener;5;1;Nit;No hi ha causa mediata;427646,23;4581616,08
2020S000082    ;10;Sant Martí;68;el Poblenou;346800;Poblenou;0043 0043;Diumenge;2020;1;Gener;5;20;Tarda;No hi ha causa mediata;433435,6;4583667,06
2020S000083    ;8;Nou Barris;53;la Trinitat Nova;291300;S'Agaró;0001 0001;Diumenge;2020;1;Gener;5;15;Tarda;No hi ha causa mediata;432164,4;4588928,97
2020S000084    ;10;Sant Martí;68;el Poblenou;42306;Bilbao;0031X0031X;Diumenge;2020;1;Gener;5;20;Tarda;No hi ha causa mediata;433644,35;4583850,37
2020S000085    ;2;Eixample;5;el Fort Pienc;76807;Sardenya;0159 0159;Dilluns;2020;1;Gener;6;1;Nit;No hi ha causa mediata;431678,21;4583358,81
2020S000086    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0311B0311B;Dilluns;2020;1;Gener;6;0;Nit;No hi ha causa mediata;430938,36;4583650,81
2020S000087    ;7;Horta-Guinardó;43;Horta;701267;Dalt (Besòs);4;Dilluns;2020;1;Gener;6;12;Matí;No hi ha causa mediata;429739,8;4588052,89
2020S000088    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;89004;Consell de Cent;0211 0211;Dilluns;2020;1;Gener;6;13;Matí;No hi ha causa mediata;429647,55;4582045,96
2020S000089    ;2;Eixample;7;la Dreta de l'Eixample;309406;Sant Pere;0029 0029;Dilluns;2020;1;Gener;6;21;Tarda;Alcoholèmia;431157,87;4582598,57
2020S000090    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;32700;Balmes;0305 0305;Dilluns;2020;1;Gener;6;14;Tarda;No hi ha causa mediata;428659,12;4583973,68
2020S000091    ;8;Nou Barris;56;Vallbona;236506;Oristà;0003 0003;Dilluns;2020;1;Gener;6;18;Tarda;No hi ha causa mediata;431960,58;4590710,22
2020S000092    ;2;Eixample;6;la Sagrada Família;268003;Provença;0490 0492;Dilluns;2020;1;Gener;6;18;Tarda;No hi ha causa mediata;431304,35;4584385,11
2020S000093    ;7;Horta-Guinardó;40;Montbau;148409;Sant Cugat;430000;Dilluns;2020;1;Gener;6;2;Nit;No hi ha causa mediata;427486,63;4587256,02
2020S000094    ;5;Sarrià-Sant Gervasi;23;Sarrià;701267;Dalt (Besòs);740000;Dilluns;2020;1;Gener;6;10;Matí;No hi ha causa mediata;426324,82;4584220,75
2020S000095    ;2;Eixample;6;la Sagrada Família;191204;Mallorca;0449 0449;Dimarts;2020;1;Gener;7;8;Matí;Excés de velocitat o inadequada;431421,65;4584343,56
2020S000096    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;100800;Diputació;0209 0209;Dimarts;2020;1;Gener;7;8;Matí;No hi ha causa mediata;430029,25;4582232,46
2020S000097    ;3;Sants-Montjuïc;14;la Font de la Guatlla;169409;Corts Catalanes;0218 0218;Dimarts;2020;1;Gener;7;10;Matí;No hi ha causa mediata;428347,35;4580326,06
2020S000098    ;7;Horta-Guinardó;33;el Baix Guinardó;152905;Guinardó;0046 0046;Dimarts;2020;1;Gener;7;9;Matí;No hi ha causa mediata;430482,1;4585032,8
2020S000099    ;10;Sant Martí;71;Provençals del Poblenou;700908;Sant Joan de Malta;0016 0016;Dimarts;2020;1;Gener;7;10;Matí;No hi ha causa mediata;432827,6;4584645,48
2020S000100    ;2;Eixample;9;la Nova Esquerra de l'Eixample;361406;Viladomat;0222 0222;Dimarts;2020;1;Gener;7;12;Matí;No hi ha causa mediata;428975,02;4582146,62
2020S000101    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700127;Major de Mercabarna;0069 0069;Dimarts;2020;1;Gener;7;12;Matí;No hi ha causa mediata;426097,79;4576076,61
2020S000102    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);590000;Dimarts;2020;1;Gener;7;13;Matí;No hi ha causa mediata;434803,19;4584402,67
2020S000103    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;223606;Muntaner;0439 0439;Dimarts;2020;1;Gener;7;14;Tarda;No hi ha causa mediata;428215,29;4583840,13
2020S000104    ;9;Sant Andreu;57;la Trinitat Vella;34400;Bàrcino;0094 0094;Dimarts;2020;1;Gener;7;14;Tarda;No hi ha causa mediata;432716,43;4589080,04
2020S000105    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;23403;Aribau;0233 0235;Dimarts;2020;1;Gener;7;16;Tarda;No hi ha causa mediata;428832,77;4583440,55
2020S000106    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;223606;Muntaner;0520 0522;Dimarts;2020;1;Gener;7;17;Tarda;No hi ha causa mediata;427898,22;4584220,15
2020S000107    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0286 0286;Dimarts;2020;1;Gener;7;17;Tarda;No hi ha causa mediata;430435,12;4582966,26
2020S000108    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;302000;Sant Gervasi;0038 0038;Dimarts;2020;1;Gener;7;18;Tarda;No hi ha causa mediata;427905,38;4584828,89
2020S000109    ;2;Eixample;6;la Sagrada Família;90502;Còrsega;0567 0569;Dimarts;2020;1;Gener;7;16;Tarda;No hi ha causa mediata;430960,58;4584460,23
2020S000110    ;2;Eixample;6;la Sagrada Família;350308;València;0511 0517;Dimarts;2020;1;Gener;7;17;Tarda;No hi ha causa mediata;431595,9;4584325,82
2020S000111    ;2;Eixample;10;Sant Antoni;198804;Paral·lel;0118 0118;Dimarts;2020;1;Gener;7;17;Tarda;No hi ha causa mediata;430086,01;4580949,24
2020S000112    ;4;Les Corts;19;les Corts;225306;Nau Santa Maria;0010 0010;Dimarts;2020;1;Gener;7;19;Tarda;No hi ha causa mediata;427573,5;4582749,64
2020S000113    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;28000;Augusta;0281 0285;Dimarts;2020;1;Gener;7;19;Tarda;No hi ha causa mediata;427360,12;4583470,44
2020S000114    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;701434;Mig (Descendent);370000;Dimarts;2020;1;Gener;7;22;Nit;Excés de velocitat o inadequada;427707,3;4583220,56
2020S000115    ;2;Eixample;10;Sant Antoni;323203;Sepúlveda;0089 0089;Dimecres;2020;1;Gener;8;7;Matí;No hi ha causa mediata;429626,57;4581423,81
2020S000116    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;700122;Longitudinal 5;0061 0061;Dimecres;2020;1;Gener;8;6;Matí;No hi ha causa mediata;426383,45;4576025,05
2020S000117    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701481;Longitudinal 9;0033 0033;Dimecres;2020;1;Gener;8;7;Matí;No hi ha causa mediata;426640,98;4576051,31
2020S000118    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701491;Transversal 11;0001 0001;Dimecres;2020;1;Gener;8;8;Matí;No hi ha causa mediata;426029,82;4575851,98
2020S000119    ;4;Les Corts;21;Pedralbes;66508;Carles III;0139 0139;Dimecres;2020;1;Gener;8;9;Matí;No hi ha causa mediata;427239,13;4582806
2020S000120    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;144306;Pi i Margall;0002B0002B;Dimecres;2020;1;Gener;8;8;Matí;No hi ha causa mediata;430149,34;4584318,92
2020S000121    ;1;Ciutat Vella;1;el Raval;183206;Lluna;0003 0003;Dimecres;2020;1;Gener;8;6;Matí;Calçada en mal estat;430377,4;4581580,35
2020S000122    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;349706;Comte d'Urgell;0162 0166;Dimecres;2020;1;Gener;8;6;Matí;No hi ha causa mediata;429290,13;4582210,6
2020S000123    ;7;Horta-Guinardó;37;el Carmel;67103;Carmel;0001 0005;Dimecres;2020;1;Gener;8;11;Matí;No hi ha causa mediata;429683,09;4586731,96
2020S000124    ;10;Sant Martí;72;Sant Martí de Provençals;153205;Guipúscoa;0077 0077;Dimecres;2020;1;Gener;8;7;Matí;No hi ha causa mediata;433201,76;4585724,39
2020S000125    ;5;Sarrià-Sant Gervasi;23;Sarrià;195602;Margenat;0013U0013U;Dimecres;2020;1;Gener;8;9;Matí;No hi ha causa mediata;426573,4;4583947,19
2020S000126    ;9;Sant Andreu;59;el Bon Pastor;151957;Guayaquil;0023B0023B;Dimecres;2020;1;Gener;8;12;Matí;No hi ha causa mediata;433800,18;4588397,63
2020S000127    ;7;Horta-Guinardó;43;Horta;701268;Dalt (Llobregat);1310000;Dimecres;2020;1;Gener;8;13;Matí;No hi ha causa mediata;429982,88;4588112,4
2020S000128    ;6;Gràcia;32;el Camp d'en Grassot i Gràcia Nova;305100;Sant Joan;0149 0149;Dimecres;2020;1;Gener;8;12;Matí;No hi ha causa mediata;430374,66;4583905,65
2020S000129    ;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento;0213X0213X;Dimecres;2020;1;Gener;8;13;Matí;No hi ha causa mediata;433466,89;4585782,27
2020S000130    ;7;Horta-Guinardó;35;el Guinardó;290807;Rubió i Ors;0045 0045;Dimecres;2020;1;Gener;8;13;Matí;No hi ha causa mediata;431334,75;4585888,76
2020S000131    ;5;Sarrià-Sant Gervasi;24;les Tres Torres;103502;Doctor Roux;0051 0053;Dimecres;2020;1;Gener;8;11;Matí;No hi ha causa mediata;427475,05;4583336,52
2020S000132    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;0181 0181;Dimecres;2020;1;Gener;8;15;Tarda;No hi ha causa mediata;431371,64;4587040,12
2020S000133    ;3;Sants-Montjuïc;12;la Marina del Prat Vermell;701498;B-10 (Besòs);1130000;Dimecres;2020;1;Gener;8;18;Tarda;No hi ha causa mediata;431157,75;4580540,65
2020S000134    ;2;Eixample;5;el Fort Pienc;197302;Marina;0124 0124;Dimecres;2020;1;Gener;8;19;Tarda;No hi ha causa mediata;431977,69;4583292,76
2020S000135    ;5;Sarrià-Sant Gervasi;26;Sant Gervasi - Galvany;701433;Mig (Ascendent);390000;Dimecres;2020;1;Gener;8;19;Tarda;No hi ha causa mediata;427618,79;4583389,8
2020S000136    ;10;Sant Martí;68;el Poblenou;183603;Llacuna;0073X0073X;Dimecres;2020;1;Gener;8;19;Tarda;No hi ha causa mediata;433081,82;4583825,18
2020S000137    ;2;Eixample;5;el Fort Pienc;73900;Castillejos;0158 0158;Dimecres;2020;1;Gener;8;15;Tarda;No hi ha causa mediata;431983,94;4583846,72
2020S000138    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;44709;Bonanova;0024U0024U;Dimecres;2020;1;Gener;8;19;Tarda;No hi ha causa mediata;427427,79;4584306,68
2020S000139    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0334 0336;Dimecres;2020;1;Gener;8;21;Tarda;No hi ha causa mediata;430550,54;4582900,32
2020S000140    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0216 0216;Dimecres;2020;1;Gener;8;19;Tarda;No hi ha causa mediata;431495,05;4584160,34
2020S000141    ;2;Eixample;5;el Fort Pienc;335100;Tetuan;0036 0037;Dimecres;2020;1;Gener;8;16;Tarda;No hi ha causa mediata;431246,5;4583153,05
2020S000142    ;9;Sant Andreu;57;la Trinitat Vella;701431;C-17 (Puigcerdà);0;Dimecres;2020;1;Gener;8;20;Tarda;No hi ha causa mediata;432372,37;4589641,97
2020S000143    ;8;Nou Barris;44;Vilapicina i la Torre Llobeta;119003;Fabra i Puig;0171 0171;Dimecres;2020;1;Gener;8;21;Tarda;No hi ha causa mediata;431412,78;4587038,82
2020S000144    ;5;Sarrià-Sant Gervasi;25;Sant Gervasi - la Bonanova;32700;Balmes;0409 0413;Dimecres;2020;1;Gener;8;22;Nit;No hi ha causa mediata;428057,6;4584548,77
2020S000145    ;7;Horta-Guinardó;33;el Baix Guinardó;68900;Cartagena;0375V0375V;Dimecres;2020;1;Gener;8;23;Nit;No hi ha causa mediata;430799,02;4585212,34
2020S000146    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;350308;València;0185 0185;Dijous;2020;1;Gener;9;2;Nit;No hi ha causa mediata;429746,77;4582517,77
2020S000147    ;2;Eixample;6;la Sagrada Família;144601;Diagonal;0310 0310;Dimecres;2020;1;Gener;8;21;Tarda;No hi ha causa mediata;431224,19;4583797,83
2020S000148    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700654;Litoral;0100 0104;Dijous;2020;1;Gener;9;5;Nit;Alcoholèmia;434328,88;4583822,42
