Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud;Latitud
2016S005331    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20660000;Dijous;2016;7;Juliol;7;16;Tarda;No és causa del  vianant;0;1;0;1;2;432719.59;4584620.76;219.389;41.408.468
2016S001556    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20660000;Dissabte;2016;2;Febrer;27;6;Matí;No és causa del  vianant;0;2;0;2;1;432719.59;4584620.76;219.389;41.408.468
2016S004803    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20660000;Diumenge;2016;6;Juny;19;18;Tarda;No és causa del  vianant;0;5;0;5;3;432719.59;4584620.76;219.389;41.408.468
2016S009805    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20660000;Dimarts;2016;12;Desembre;20;0;Nit;No és causa del  vianant;0;2;0;2;2;432719.59;4584620.76;219.389;41.408.468
2016S009999    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0250 0250;Dilluns;2016;12;Desembre;26;14;Tarda;No és causa del  vianant;0;1;0;1;2;433658.22;4585334.74;2.205.046;41.414.976
2016S000527    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20710000;Dijous;2016;1;Gener;21;20;Tarda;No és causa del  vianant;0;1;0;1;2;433081.94;4584971.32;2.198.182;41.411.659
2016S009553    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0119X0119X;Dilluns;2016;12;Desembre;12;14;Tarda;No és causa del  vianant;0;1;0;1;2;433418.02;4584638.64;2.202.251;41.408.688
2016S006981    ;10;Sant Martí;71;Provençals del Poblenou;200600;Marroc;0001 0003;Dimecres;2016;9;Setembre;14;15;Tarda;No és causa del  vianant;0;1;0;1;2;433046.26;4584390.23;2.197.828;41.406.423
2016S005972    ;10;Sant Martí;71;Provençals del Poblenou;42306;Bilbao;0165 0165;Divendres;2016;7;Juliol;29;16;Tarda;No és causa del  vianant;0;2;0;2;2;432961.39;4584533.05;2.196.795;41.407.704
2016S003152    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0157 0159;Dissabte;2016;3;Març;5;10;Matí;No és causa del  vianant;0;1;0;1;3;433126.16;4584930.43;2.198.725;41.411.294
2016S006883    ;10;Sant Martí;71;Provençals del Poblenou;144601;Diagonal;0172X0172X;Dissabte;2016;9;Setembre;10;14;Tarda;No és causa del  vianant;0;1;0;1;1;432834.1;4584305.74;2.195.301;4.140.564
2016S003459    ;10;Sant Martí;71;Provençals del Poblenou;169409;Corts Catalanes;1068 1070;Dijous;2016;5;Maig;5;17;Tarda;No és causa del  vianant;0;1;0;1;1;433508.55;4585339.91;220.325;41.415.009
2016S008176    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0082 0082;Dimecres;2016;10;Octubre;26;21;Tarda;No és causa del  vianant;0;1;0;1;2;432905.83;4584584.1;219.612;41.408.159
2016S006496    ;10;Sant Martí;71;Provençals del Poblenou;42306;Bilbao;0181 0185;Dijous;2016;8;Agost;25;16;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;432872.16;4584623.39;219.572;41.408.507
2016S007785    ;10;Sant Martí;68;el Poblenou;55501;Calvell;0019 0021;Dijous;2016;10;Octubre;13;10;Matí;No és causa del  vianant;0;1;0;1;2;433742.18;4583407.06;2.206.262;41.397.627
2016S005949    ;10;Sant Martí;68;el Poblenou;700667;Jaume Vicens i Vives;0004 0004;Divendres;2016;7;Juliol;29;0;Nit;No és causa del  vianant;0;1;0;1;1;433416.42;4582945.44;2.202.413;41.393.439
2016S005835    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0128 0128;Dilluns;2016;7;Juliol;25;9;Matí;No és causa del  vianant;0;0;0;0;1;432951.94;4583521.85;2.196.788;41.398.589
2016S010075    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20830000;Dijous;2016;12;Desembre;29;14;Tarda;No és causa del  vianant;0;2;0;2;2;433936.57;4585808.01;220.832;41.419.269
2016S001270    ;10;Sant Martí;68;el Poblenou;29206;Àvila;0042 0046;Dijous;2016;2;Febrer;18;12;Matí;No és causa del  vianant;0;1;0;1;2;432966.39;4583219.85;2.197.001;4.139.587
2016S006794    ;10;Sant Martí;68;el Poblenou;367504;Doctor Trueta;0139 0139;Dimecres;2016;9;Setembre;7;12;Matí;No és causa del  vianant;0;1;0;1;2;433144.27;4583183.38;2.199.134;4.139.556
2016S008916    ;10;Sant Martí;68;el Poblenou;183705;Llacuna;0013 0013;Dissabte;2016;11;Novembre;19;19;Tarda;No és causa del  vianant;0;1;0;1;5;433636.09;4583316.84;2.205.004;41.396.799
2016S007282    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0166 0166;Divendres;2016;9;Setembre;23;18;Tarda;No és causa del  vianant;0;1;0;1;2;433168.68;4583730;219.936;41.400.489
2016S008799    ;10;Sant Martí;68;el Poblenou;115603;Espronceda;0126 0126;Dimecres;2016;11;Novembre;16;11;Matí;No és causa del  vianant;0;1;0;1;2;433475.53;4584418.83;2.202.957;41.406.711
2016S006671    ;10;Sant Martí;68;el Poblenou;242906;Pallars;0225 0225;Divendres;2016;9;Setembre;2;10;Matí;No és causa del  vianant;0;1;0;1;2;433180.33;4583969.54;2.199.477;41.402.643
2016S003636    ;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);710000;Dimecres;2016;5;Maig;11;21;Tarda;No és causa del  vianant;0;1;0;1;2;433984.65;4583519.18;2.209.144;41.398.656
2016S003995    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);740000;Divendres;2016;5;Maig;20;7;Matí;No és causa del  vianant;0;1;0;1;2;433827.82;4583265.73;2.207.294;41.396.355
2016S004339    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);760000;Dissabte;2016;6;Juny;4;1;Nit;No és causa del  vianant;0;0;0;0;1;433689.13;4583118.93;220.566;4.139.502
2016S003360    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);780000;Dimarts;2016;5;Maig;3;8;Matí;No és causa del  vianant;0;1;0;1;2;433545.58;4582976.4;2.203.953;41.393.729
2016S001854    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);790000;Dimarts;2016;3;Març;8;15;Tarda;No és causa del  vianant;0;1;0;1;2;433473.3;4582905.96;2.203.099;41.393.084
2016S008999    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);790000;Dimecres;2016;11;Novembre;23;14;Tarda;No és causa del  vianant;0;1;0;1;2;433473.3;4582905.96;2.203.099;41.393.084
2016S000920    ;10;Sant Martí;68;el Poblenou;183603;Llacuna;0140X0140X;Dijous;2016;2;Febrer;4;19;Tarda;No és causa del  vianant;0;0;1;1;1;432718.25;4584240.6;2.193.921;41.405.045
2016S007292    ;10;Sant Martí;68;el Poblenou;42306;Bilbao;0067 0069;Divendres;2016;9;Setembre;16;6;Matí;No és causa del  vianant;0;1;0;1;1;433475.02;4584016.39;2.203.001;4.140.309
2016S008434    ;10;Sant Martí;68;el Poblenou;249304;Pere IV;0209 0211;Divendres;2016;11;Novembre;4;21;Tarda;No és causa del  vianant;0;2;0;2;2;433200.46;4584274.29;2.199.683;41.405.391
2016S005623    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;144601;Diagonal;0059 0059;Dissabte;2016;7;Juliol;16;20;Tarda;No és causa del  vianant;0;1;0;1;2;433984.39;4584620.05;2.209.024;41.408.573
2016S008931    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;242906;Pallars;0366X0366X;Diumenge;2016;11;Novembre;20;19;Tarda;No és causa del  vianant;0;1;0;1;2;433826.17;4584565.35;220.714;41.408.064
2016S004179    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0261 0263;Dimarts;2016;5;Maig;31;13;Matí;No és causa del  vianant;0;1;0;1;2;433621.25;4584213.85;2.204.726;41.404.877
2016S004614    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0211B0211B;Dimarts;2016;6;Juny;14;0;Nit;No és causa del  vianant;0;3;0;3;2;433458.16;4584067.69;2.202.792;41.403.548
2016S004115    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0250 0250;Diumenge;2016;5;Maig;29;11;Matí;No és causa del  vianant;0;1;0;1;2;433554.89;4584108.05;2.203.936;41.403.926
2016S004324    ;10;Sant Martí;68;el Poblenou;110009;Ramon Turró;0247 0247;Divendres;2016;6;Juny;3;18;Tarda;No és causa del  vianant;0;4;0;4;2;433754.22;4583963.29;2.206.345;41.402.636
2016S010089    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;322608;Selva de Mar;0042X0042X;Dijous;2016;12;Desembre;29;21;Tarda;No és causa del  vianant;0;2;0;2;2;434043.95;4584613.46;2.209.731;41.408.514
2016S004254    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;249304;Pere IV;0115 0115;Dijous;2016;6;Juny;2;9;Matí;No és causa del  vianant;0;2;0;2;2;432839.01;4583701.09;2.195.428;414.002
2016S004131    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;29206;Àvila;0144 0144;Diumenge;2016;5;Maig;29;19;Tarda;No és causa del  vianant;0;1;0;1;2;432414.29;4583789.56;2.190.334;41.400.957
2016S009853    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701265;Litoral (Besòs);670000;Dimecres;2016;12;Desembre;21;11;Matí;No és causa del  vianant;0;1;0;1;2;434241.83;4583823.22;2.212.185;41.401.415
2016S006548    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701265;Litoral (Besòs);670000;Dissabte;2016;8;Agost;27;22;Nit;No és causa del  vianant;0;2;0;2;2;434241.83;4583823.22;2.212.185;41.401.415
2016S003898    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701265;Litoral (Besòs);680000;Dissabte;2016;5;Maig;21;3;Nit;No és causa del  vianant;0;0;0;0;1;434167.41;4583754.91;2.211.308;41.400.788
2016S000624    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);650000;Dilluns;2016;1;Gener;25;16;Tarda;No és causa del  vianant;0;1;0;1;3;434371.96;4583978.79;2.213.724;41.402.822
2016S001368    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);660000;Dilluns;2016;2;Febrer;22;7;Matí;No és causa del  vianant;0;1;0;1;2;434299.84;4583908.15;221.287;41.402.186
2016S006041    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701278;Taulat;0158 0166;Dimarts;2016;8;Agost;2;0;Nit;No és causa del  vianant;0;0;0;0;2;434143.32;4584012.15;2.210.993;41.403.109
