Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_conductor;Coordenada_UTM_X_ED50;Coordenada_UTM_Y_ED50;Longitud;Latitud
2016S002494    ;10;Sant Martí;65;el Clot;220608;Monturiol;0016 0016;Divendres;2016;4;Abril;1;18;Tarda;Manca d'atenció a la conducció;432208.91 ;4584485.96;219.251.798.467.258;414.131.921.744.409
2016S001231    ;10;Sant Martí;65;el Clot;86200;Concili de Trento;0007 0011;Dimecres;2016;2;Febrer;17;9;Matí;No respectat pas de vianants;433179.73 ;4585090.26;218.944.689.900.439;414.105.885.934.234
2016S004470    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;360006;Vidiella;0016 0016;Dimecres;2016;6;Juny;8;19;Tarda;Manca d'atenció a la conducció;432979.65 ;4585103.25;218.527.989.990.609;414.059.142.821.696
2016S000455    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;360006;Vidiella;0016 0016;Dimarts;2016;1;Gener;19;20;Tarda;Gir indegut o sense precaució;432979.65 ;4585103.25;219.535.229.566.218;414.142.613.044.529
2016S003230    ;10;Sant Martí;65;el Clot;15201;Andrade;0034 0034;Dijous;2016;4;Abril;28;15;Tarda;Manca d'atenció a la conducció;432836.05 ;4585367.03;218.337.081.380.528;414.060.480.267.621
2016S000999    ;10;Sant Martí;65;el Clot;15201;Andrade;0040 0040;Dilluns;2016;2;Febrer;8;0;Nit;Manca d'atenció a la conducció;432776.19 ;4585451.57;218.506.656.128.383;414.066.440.003.877
2016S004427    ;10;Sant Martí;65;el Clot;15201;Andrade;0044 0044;Dimarts;2016;6;Juny;7;13;Matí;Desconegut;432726.24 ;4585335.39;218.905.650.203.460;414.046.867.462.910
2016S009799    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;217104;Muntanya;0094 0094;Dimarts;2016;12;Desembre;20;9;Matí;No respectar distàncies;431960.14 ;4584457.62;218.838.772.833.096;414.048.503.830.201
2016S003908    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;701506;Carme Montoriol;0003 0003;Dissabte;2016;5;Maig;21;15;Tarda;No cedir la dreta;433075.96 ;4585196.41;218.740.052.403.833;414.044.721.292.270
2016S001347    ;10;Sant Martí;65;el Clot;350308;València;0714 0714;Dissabte;2016;2;Febrer;20;16;Tarda;Desobeir semàfor;433366.06 ;4585856.74;218.685.546.165.919;414.085.230.938.487
2016S003890    ;10;Sant Martí;65;el Clot;327408;Soler i Rovirosa;0006 0006;Divendres;2016;5;Maig;20;19;Tarda;Manca d'atenció a la conducció;433289.19 ;4585809.91;218.780.302.701.734;414.072.173.920.417
2016S003692    ;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento;0306 0306;Divendres;2016;5;Maig;13;18;Tarda;Manca d'atenció a la conducció;433150.72 ;4586125.85;219.935.031.082.634;414.127.415.165.684
2016S008336    ;10;Sant Martí;70;el Besòs i el Maresme;241700;Palerm;0011 0011;Dimarts;2016;11;Novembre;1;15;Tarda;Manca d'atenció a la conducció;433123.02 ;4586300.49;219.695.507.745.116;414.128.418.384.316
2016S005550    ;10;Sant Martí;65;el Clot;138100;Gabriel y Galán;0015 0015;Dijous;2016;7;Juliol;14;13;Matí;No determinada;433082.3  ;4585766.19;219.695.507.745.116;414.128.418.384.316
2016S003525    ;10;Sant Martí;73;la Verneda i la Pau;118827;Extremadura;0005 0005;Diumenge;2016;5;Maig;8;16;Tarda;Manca precaució incorporació circulació;433457.11 ;4585569.8 ;219.520.770.812.661;414.152.056.290.812
2016S003830    ;10;Sant Martí;70;el Besòs i el Maresme;335009;Tessàlia;0003 0003;Dijous;2016;5;Maig;19;9;Matí;No respectar distàncies;433457.11 ;4585569.8 ;219.448.210.257.193;414.159.620.461.099
2016S009161    ;10;Sant Martí;70;el Besòs i el Maresme;701450;Pierre Vilar;0001X0001X;Dimarts;2016;11;Novembre;29;11;Matí;Desobeir altres senyals;433700.82 ;4585993.81;219.389.739.474.195;414.149.114.634.524
2016S001155    ;10;Sant Martí;70;el Besòs i el Maresme;8705;Alfons el Magnànim;0030 0030;Dissabte;2016;2;Febrer;13;21;Tarda;Canvi de carril sense precaució;433587.41 ;4585653.8 ;218.483.014.796.007;414.069.411.049.737
2016S008729    ;10;Sant Martí;70;el Besòs i el Maresme;701450;Pierre Vilar;0002X0002X;Dilluns;2016;11;Novembre;14;12;Matí;Manca d'atenció a la conducció;433636.23 ;4586091.31;219.809.703.480.593;414.136.889.371.308
2016S002024    ;10;Sant Martí;70;el Besòs i el Maresme;701497;B-10 (Llobregat);560000;Dilluns;2016;3;Març;14;10;Matí;Desobeir semàfor;433461.57 ;4585951.6 ;220.149.508.903.046;414.196.604.709.607
2016S004675    ;10;Sant Martí;70;el Besòs i el Maresme;253800;Perpinyà;0011 0011;Dimecres;2016;6;Juny;15;19;Tarda;No determinada;433436.27 ;4586442.7 ;220.058.047.429.786;414.192.323.022.164
2016S002682    ;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento;0275X0275X;Divendres;2016;4;Abril;8;19;Tarda;Manca d'atenció a la conducció;434819.14 ;4584988.95;219.888.867.401.279;414.220.663.619.054
2016S009257    ;10;Sant Martí;70;el Besòs i el Maresme;278608;Reixac;0022 0022;Dijous;2016;12;Desembre;1;15;Tarda;No respectar distàncies;433358.94 ;4586671.61;219.853.788.694.768;414.236.369.849.087
2016S003606    ;10;Sant Martí;70;el Besòs i el Maresme;278608;Reixac;0023 0023;Dimarts;2016;5;Maig;10;19;Tarda;Manca precaució incorporació circulació;433476.36 ;4586759.75;219.810.979.958.463;414.188.213.094.680
2016S008377    ;10;Sant Martí;73;la Verneda i la Pau;69700;Ca n'Oliva;0010 0010;Dijous;2016;11;Novembre;3;7;Matí;Envair calçada contrària;433561.63 ;4586887.34;220.261.614.165.310;414.170.836.360.353
2016S006531    ;10;Sant Martí;73;la Verneda i la Pau;69700;Ca n'Oliva;0010 0010;Divendres;2016;8;Agost;26;20;Tarda;Manca d'atenció a la conducció;433501.25 ;4586845.07;220.261.614.165.310;414.170.836.360.353
2016S005217    ;10;Sant Martí;73;la Verneda i la Pau;69700;Ca n'Oliva;0018 0018;Dilluns;2016;7;Juliol;4;10;Matí;Altres;433209.23 ;4586855.62;220.548.560.942.648;414.209.227.399.846
2016S001151    ;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes;1079 1081;Dissabte;2016;2;Febrer;13;18;Tarda;Manca d'atenció a la conducció;434882.25 ;4584996.31;220.416.594.904.818;414.178.509.902.706
2016S001122    ;10;Sant Martí;73;la Verneda i la Pau;150852;Vivendes la Pau;0060 0060;Dijous;2016;2;Febrer;11;21;Tarda;Manca d'atenció a la conducció;433515.09 ;4586393.34;220.470.203.547.391;414.217.955.575.955
2016S000065    ;10;Sant Martí;73;la Verneda i la Pau;153205;Guipúscoa;0117 0117;Dilluns;2016;1;Gener;4;20;Tarda;No respectar distàncies;434947.53 ;4585007.19;220.262.746.444.372;414.205.227.702.960
2016S006732    ;10;Sant Martí;73;la Verneda i la Pau;195409;Maresme;0266 0266;Dilluns;2016;9;Setembre;5;9;Matí;Manca d'atenció a la conducció;434993.38 ;4584498.8 ;220.227.062.654.362;414.249.438.681.387
2016S005684    ;10;Sant Martí;73;la Verneda i la Pau;270107;Puigcerdà;0303 0303;Dimarts;2016;7;Juliol;19;19;Tarda;Desobeir semàfor;433942.83 ;4585841.27;221.897.550.669.764;414.119.637.998.005
2016S008475    ;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0075U0083U;Dilluns;2016;11;Novembre;7;8;Matí;Altres;434318.42 ;4585656.03;220.132.000.853.559;414.269.991.754.286
2016S005229    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda;0142 0152;Dilluns;2016;7;Juliol;4;15;Tarda;No respectar distàncies;434149.26 ;4586017.13;220.271.544.403.129;414.278.027.679.698
2016S002428    ;10;Sant Martí;70;el Besòs i el Maresme;249600;Pere Blai;0035 0035;Dijous;2016;3;Març;31;3;Nit;Altres;434324.94 ;4585257.03;220.372.183.185.730;414.289.589.972.004
2016S007124    ;10;Sant Martí;70;el Besòs i el Maresme;182509;Lluís Dalmau;0021 0021;Dilluns;2016;9;Setembre;19;16;Tarda;Altres;433943.47 ;4584696.09;220.300.390.798.659;414.285.732.827.216
2016S006994    ;10;Sant Martí;70;el Besòs i el Maresme;270107;Puigcerdà;0027 0027;Dimecres;2016;9;Setembre;14;22;Nit;Desobeir semàfor;434232.23 ;4585351.5 ;219.950.811.045.340;414.286.440.521.110
2016S000785    ;10;Sant Martí;70;el Besòs i el Maresme;24508;Arnau Bargués;0023 0023;Dilluns;2016;2;Febrer;1;7;Matí;Desobeir altres senyals;434419.1  ;4584784.71;221.972.976.819.972;414.120.352.101.937
2016S005657    ;10;Sant Martí;70;el Besòs i el Maresme;15507;Andreu Febrer;0032 0032;Dilluns;2016;7;Juliol;18;19;Tarda;No determinada;433349.13 ;4584417.04;220.321.925.337.457;414.245.058.300.611
2016S005387    ;10;Sant Martí;70;el Besòs i el Maresme;15507;Andreu Febrer;0035 0035;Dissabte;2016;7;Juliol;9;17;Tarda;Desobeir semàfor;433090.05 ;4584419.2 ;222.050.961.476.791;414.121.384.952.841
2016S009077    ;10;Sant Martí;68;el Poblenou;55501;Calvell;0016 0016;Divendres;2016;11;Novembre;25;15;Tarda;Desconegut;433186.49 ;4584891.95;222.111.283.848.803;414.075.632.562.854
2016S007968    ;10;Sant Martí;70;el Besòs i el Maresme;247604;Pau;0005 0005;Dijous;2016;10;Octubre;20;8;Matí;Desobeir altres senyals;433846.46 ;4584792.84;220.839.810.741.224;414.195.688.059.842
2016S004465    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0119 0119;Dimecres;2016;6;Juny;8;18;Tarda;Gir indegut o sense precaució;432706.68 ;4584237.28;221.291.235.441.052;414.179.312.167.800
2016S000061    ;10;Sant Martí;70;el Besòs i el Maresme;321106;Sàsser;0003 0003;Dilluns;2016;1;Gener;4;15;Tarda;Altres;433470.11 ;4584602.06;221.084.897.319.772;414.211.696.904.123
2016S008310    ;10;Sant Martí;68;el Poblenou;186703;Llull;0131 0131;Dilluns;2016;10;Octubre;31;15;Tarda;Altres;432749.52 ;4584599.96;221.303.372.701.283;414.143.380.593.954
2016S004817    ;10;Sant Martí;68;el Poblenou;75804;Rere el Cementiri Vell;0017 0017;Dilluns;2016;6;Juny;20;8;Matí;No respectat pas de vianants;433092.71 ;4584796.53;220.853.092.418.885;414.092.545.238.931
2016S009059    ;10;Sant Martí;68;el Poblenou;124502;Ferrer i Vidal;0016 0016;Divendres;2016;11;Novembre;25;13;Matí;Manca precaució incorporació circulació;433720.48 ;4585200.49;221.191.421.691.853;414.151.813.375.688
2016S003437    ;10;Sant Martí;68;el Poblenou;123601;Fernando Poo;0070 0070;Dijous;2016;5;Maig;5;7;Matí;No cedir la dreta;433771.94 ;4585250.34;221.421.154.994.524;414.100.916.866.792
2016S006114    ;10;Sant Martí;68;el Poblenou;700654;Litoral;0069 0069;Dijous;2016;8;Agost;4;18;Tarda;Desobeir semàfor;432986.83 ;4584903.52;220.145.126.573.922;414.066.920.861.503
2016S006435    ;10;Sant Martí;68;el Poblenou;700654;Litoral;0070 0070;Dilluns;2016;8;Agost;22;15;Tarda;Desobeir semàfor;433081.87 ;4584996.69;219.835.163.333.035;414.066.899.977.190
2016S006097    ;10;Sant Martí;68;el Poblenou;124604;Ferrocarril;0012 0012;Dijous;2016;8;Agost;4;0;Nit;Manca d'atenció a la conducció;433261.78 ;4584947.48;219.945.310.768.195;414.109.559.562.608
2016S008770    ;10;Sant Martí;68;el Poblenou;701498;B-10 (Besòs);770000;Dimarts;2016;11;Novembre;15;13;Matí;Altres;433383.18 ;4585066.43;220.735.975.134.894;414.101.179.403.856
2016S002415    ;10;Sant Martí;68;el Poblenou;367504;Doctor Trueta;0146 0146;Dimecres;2016;3;Març;30;16;Tarda;Gir indegut o sense precaució;433439.81 ;4585121.72;219.378.559.973.832;414.050.194.645.242
2016S008269    ;10;Sant Martí;68;el Poblenou;29603;Aymà;0008B0008B;Dissabte;2016;10;Octubre;29;14;Tarda;No respectar distàncies;432587.59 ;4584475.05;220.287.820.078.415;414.083.685.434.276
2016S004803    ;10;Sant Martí;68;el Poblenou;29603;Aymà;0010 0014;Diumenge;2016;6;Juny;19;18;Tarda;No respectar distàncies;432646.78 ;4584550.48;219.425.774.614.878;414.082.896.091.160
2016S006794    ;10;Sant Martí;71;Provençals del Poblenou;244800;Paraguai;0020 0020;Dimecres;2016;9;Setembre;7;12;Matí;Desobeir semàfor;433168.28 ;4583185.32;219.834.169.808.027;414.100.887.265.074
2016S007780    ;10;Sant Martí;71;Provençals del Poblenou;30409;Bac de Roda;0158 0160;Dijous;2016;10;Octubre;13;11;Matí;No determinada;433137.4  ;4583809.68;220.580.786.392.437;414.137.791.475.036
2016S000191    ;10;Sant Martí;68;el Poblenou;14209;Amistat;0030B0030B;Dissabte;2016;1;Gener;9;18;Tarda;Desobeir semàfor;433662.26 ;4585555.92;220.641.808.948.524;414.142.323.794.714
2016S003181    ;10;Sant Martí;71;Provençals del Poblenou;164008;Ca l'Isidret;0007 0007;Dimarts;2016;4;Abril;26;21;Tarda;No respectar distàncies;433040.42 ;4583448.28;219.706.312.230.767;414.110.435.263.993
2016S000276    ;10;Sant Martí;68;el Poblenou;148704;Ciutat de Granada;0044 0044;Dimecres;2016;1;Gener;13;9;Matí;No determinada;433372.35 ;4585277.85;219.818.985.453.742;414.118.906.082.467
2016S009472    ;10;Sant Martí;68;el Poblenou;148704;Ciutat de Granada;0044 0044;Divendres;2016;12;Desembre;9;19;Tarda;Gir indegut o sense precaució;433372.35 ;4585277.85;220.034.773.610.099;414.114.623.606.509
2016S005788    ;10;Sant Martí;68;el Poblenou;148704;Ciutat de Granada;0044 0044;Divendres;2016;7;Juliol;22;21;Tarda;Avançament defectuós/improcedent;433348.96 ;4585184.79;220.178.705.153.349;414.125.437.914.707
2016S005907    ;10;Sant Martí;71;Provençals del Poblenou;44403;Bolívia;0271 0271;Dimecres;2016;7;Juliol;27;17;Tarda;Manca d'atenció a la conducció;433401.39 ;4583009.01;220.245.849.346.906;414.130.464.696.874
2016S001440    ;10;Sant Martí;68;el Poblenou;71905;Castanys;0031 0031;Dimecres;2016;2;Febrer;24;7;Matí;No determinada;434043.12 ;4585738.03;219.233.444.791.618;414.071.510.042.300
2016S005835    ;10;Sant Martí;71;Provençals del Poblenou;200600;Marroc;0031 0031;Dilluns;2016;7;Juliol;25;9;Matí;Manca precaució efectuar marxa enrera;432951.94 ;4583521.85;219.303.414.355.803;414.078.353.468.315
2016S003932    ;10;Sant Martí;68;el Poblenou;242906;Pallars;0194 0198;Diumenge;2016;5;Maig;22;11;Matí;Desobeir semàfor;433942.83 ;4585841.27;219.942.384.729.583;413.955.832.781.119
2016S005587    ;10;Sant Martí;71;Provençals del Poblenou;44403;Bolívia;0183 0183;Divendres;2016;7;Juliol;15;13;Matí;Manca d'atenció a la conducció;433685.58 ;4583040.05;219.898.547.692.465;414.012.041.577.247
2016S009922    ;10;Sant Martí;71;Provençals del Poblenou;44403;Bolívia;0201 0201;Divendres;2016;12;Desembre;23;14;Tarda;Canvi de carril sense precaució;433716.26 ;4583157.32;220.507.228.427.050;414.169.756.006.617
2016S005810    ;10;Sant Martí;68;el Poblenou;30500;Badajoz;0005 0007;Diumenge;2016;7;Juliol;24;1;Nit;Altres;433646.34 ;4583272.17;219.786.540.341.139;413.979.410.447.972
2016S008916    ;10;Sant Martí;68;el Poblenou;30500;Badajoz;0005 0007;Dissabte;2016;11;Novembre;19;19;Tarda;Manca d'atenció a la conducció;433636.09 ;4583316.84;220.163.417.473.857;414.144.470.943.136
2016S005966    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;186703;Llull;0331 0331;Divendres;2016;7;Juliol;29;13;Matí;Desconegut;433518.36 ;4583696.44;220.163.417.473.857;414.144.470.943.136
2016S005811    ;10;Sant Martí;71;Provençals del Poblenou;44403;Bolívia;0153 0153;Diumenge;2016;7;Juliol;24;8;Matí;Desobeir altres senyals;433582.9  ;4582870.5 ;220.136.458.694.171;414.136.069.874.415
2016S003237    ;10;Sant Martí;68;el Poblenou;70505;Casamitjana;0015 0017;Dijous;2016;4;Abril;28;16;Tarda;Altres;433259.93 ;4584329.16;220.223.149.427.716;413.940.146.544.353
2016S000129    ;10;Sant Martí;68;el Poblenou;42306;Bilbao;0072 0072;Dijous;2016;1;Gener;7;11;Matí;Manca precaució efectuar marxa enrera;433712.58 ;4584545.41;220.960.939.301.582;414.186.471.975.137
2016S005623    ;10;Sant Martí;68;el Poblenou;203609;Massaguer;0011 0011;Dissabte;2016;7;Juliol;16;20;Tarda;Desobeir altres senyals;433985.17 ;4584651.81;219.679.889.858.001;413.985.962.907.966
2016S005890    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;701539;Dolors Piera;0006 0006;Dimecres;2016;7;Juliol;27;8;Matí;Canvi de carril sense precaució;434217.42 ;4583929.71;220.839.810.741.224;414.195.688.059.842
2016S008504    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;4908;Àlaba;0109 0115;Dilluns;2016;11;Novembre;7;18;Tarda;Gir indegut o sense precaució;434611.87 ;4584583.08;220.562.722.215.128;413.943.177.303.369
2016S001530    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0088 0088;Divendres;2016;2;Febrer;26;14;Tarda;No respectar distàncies;434599.95 ;4584179.69;220.598.133.224.900;413.953.764.849.471
2016S007544    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0088 0088;Dimecres;2016;10;Octubre;5;7;Matí;Canvi de carril sense precaució;434443.92 ;4584049.57;220.513.242.110.165;413.964.051.396.278
2016S010104    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0090 0090;Divendres;2016;12;Desembre;30;12;Matí;Canvi de carril sense precaució;434371.96 ;4583978.79;220.500.491.838.962;413.968.066.248.412
2016S002793    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;369204;Zamora;0104 0104;Dimecres;2016;4;Abril;13;14;Tarda;Altres;434371.96 ;4583978.79;220.355.499.696.516;414.002.158.537.901
2016S001515    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;369204;Zamora;0107 0107;Divendres;2016;2;Febrer;26;9;Matí;Canvi de carril sense precaució;434085.96 ;4583693.96;220.441.769.686.875;413.927.821.526.872
