Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal ;Descripcio_dia_setmana;NK_Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_mediata;Coordenada_UTM_X;Coordenada_UTM_Y
2013S004211;10;Sant Mart°;68;el Poblenou;700667;Jaume Vicens i Vives;0002 0002;Dilluns;2013;6;Juny;10;3;Nit;Alcoholämia;433507,61;4582845,3
2013S005086;10;Sant Mart°;71;Provenáals del Poblenou;144601;Diagonal;0149X0149X;Divendres;2013;7;Juliol;12;7;Mat°;No hi ha causa mediata;433076,94;4584365,62
2013S005478;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20690000;Divendres;2013;7;Juliol;26;23;Nit;No hi ha causa mediata;432938;4584831,59
2013S003227;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20750000;Divendres;2013;5;Maig;3;16;Tarda;No hi ha causa mediata;433366,47;4585249,15
2013S005973;10;Sant Mart°;71;Provenáals del Poblenou;115603;Espronceda;0192 0192;Dilluns;2013;8;Agost;19;13;Mat°;No hi ha causa mediata;433117,08;4584789,08
2013S005891;10;Sant Mart°;71;Provenáals del Poblenou;115603;Espronceda;0201 0201;Dimecres;2013;8;Agost;14;12;Mat°;No hi ha causa mediata;433092,38;4584771,43
2013S008914;10;Sant Mart°;71;Provenáals del Poblenou;115603;Espronceda;0201 0201;Dimecres;2013;12;Desembre;11;7;Mat°;No hi ha causa mediata;433092,38;4584771,43
2013S006964;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20780000;Dimecres;2013;10;Octubre;2;7;Mat°;No hi ha causa mediata;433580,94;4585460,09
2013S000552;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20780000;Dimecres;2013;1;Gener;23;19;Tarda;No hi ha causa mediata;433580,94;4585460,09
2013S001215;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20790000;Dissabte;2013;2;Febrer;16;15;Tarda;No hi ha causa mediata;433652,43;4585530,4
2013S003202;10;Sant Mart°;71;Provenáals del Poblenou;253902;Per£;0122 0122;Divendres;2013;5;Maig;3;14;Tarda;No hi ha causa mediata;433117,47;4584803
2013S003808;10;Sant Mart°;71;Provenáals del Poblenou;253902;Per£;0140 0142;Dilluns;2013;5;Maig;27;11;Mat°;No hi ha causa mediata;433173,63;4584861,28
2013S005717;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20710000;Dilluns;2013;8;Agost;5;19;Tarda;No hi ha causa mediata;433081,94;4584971,32
2013S006917;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20710000;Dilluns;2013;9;Setembre;30;17;Tarda;No hi ha causa mediata;433081,94;4584971,32
2013S002314;10;Sant Mart°;71;Provenáals del Poblenou;244800;Paraguai;0042 0042;Dissabte;2013;3;Mará;30;17;Tarda;No hi ha causa mediata;433950,39;4585620,58
2013S003718;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20830000;Divendres;2013;5;Maig;24;9;Mat°;No hi ha causa mediata;433936,57;4585808,01
2013S008585;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20830000;Divendres;2013;11;Novembre;29;11;Mat°;No hi ha causa mediata;433936,57;4585808,01
2013S007047;10;Sant Mart°;71;Provenáals del Poblenou;143609;Josep Pla;0175 0175;Divendres;2013;10;Octubre;4;22;Nit;No hi ha causa mediata;433730,76;4585461,03
2013S009231;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20650000;Divendres;2013;12;Desembre;20;10;Mat°;No hi ha causa mediata;432646,78;4584550,48
2013S006794;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20650000;Dijous;2013;9;Setembre;26;0;Nit;Alcoholämia;432646,78;4584550,48
2013S005773;10;Sant Mart°;71;Provenáals del Poblenou;701414;C-31;20650000;Dijous;2013;8;Agost;8;0;Nit;Alcoholämia;432646,78;4584550,48
2013S003617;10;Sant Mart°;68;el Poblenou;186703;Llull;0223 0227;Diumenge;2013;5;Maig;19;21;Tarda;No hi ha causa mediata;433580,97;4583976,71
2013S000816;10;Sant Mart°;68;el Poblenou;701278;Taulat;0173 0175;Dissabte;2013;2;Febrer;2;13;Mat°;No hi ha causa mediata;433886,31;4583828,86
2013S000948;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;144601;Diagonal;0078X0078X;Dijous;2013;2;Febrer;7;10;Mat°;No hi ha causa mediata;434051,88;4584698,58
2013S003016;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;322608;Selva de Mar;0046X0046X;Divendres;2013;4;Abril;26;3;Nit;No hi ha causa mediata;433980,76;4584678,27
2013S006201;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;270901;Pujades;0347 0347;Dilluns;2013;9;Setembre;2;19;Tarda;No hi ha causa mediata;434006,37;4584584,86
2013S006101;10;Sant Mart°;68;el Poblenou;115603;Espronceda;0070 0070;Dilluns;2013;8;Agost;26;13;Mat°;No hi ha causa mediata;433736,65;4584152,74
2013S007904;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;144601;Diagonal;0059 0059;Dimecres;2013;11;Novembre;6;9;Mat°;No hi ha causa mediata;433984,39;4584620,05
2013S003084;10;Sant Mart°;68;el Poblenou;249304;Pere IV;0272 0286;Dilluns;2013;4;Abril;29;0;Nit;No hi ha causa mediata;433279,03;4584369,67
2013S007992;10;Sant Mart°;68;el Poblenou;42306;Bilbao;0065 0065;Divendres;2013;11;Novembre;8;21;Tarda;No hi ha causa mediata;433486,04;4584005,44
2013S007092;10;Sant Mart°;68;el Poblenou;346800;Poblenou;0084 0084;Diumenge;2013;10;Octubre;6;21;Tarda;No hi ha causa mediata;433270,9;4583876,25
2013S008173;10;Sant Mart°;68;el Poblenou;144601;Diagonal;0175X0175X;Divendres;2013;11;Novembre;15;11;Mat°;No hi ha causa mediata;432769,87;4584248,75
2013S009090;10;Sant Mart°;68;el Poblenou;701265;Litoral (Besïs);760000;Dilluns;2013;12;Desembre;16;14;Tarda;No hi ha causa mediata;433705,19;4583102,38
2013S006671;10;Sant Mart°;68;el Poblenou;701265;Litoral (Besïs);790000;Divendres;2013;9;Setembre;20;16;Tarda;No hi ha causa mediata;433485,25;4582893,36
2013S004283;10;Sant Mart°;68;el Poblenou;701266;Litoral (Llobregat);710000;Dimecres;2013;6;Juny;12;16;Tarda;No hi ha causa mediata;433970,87;4583525,55
2013S000618;10;Sant Mart°;68;el Poblenou;701266;Litoral (Llobregat);750000;Divendres;2013;1;Gener;25;14;Tarda;No hi ha causa mediata;433762,35;4583188,31
2013S006829;10;Sant Mart°;68;el Poblenou;701266;Litoral (Llobregat);780000;Divendres;2013;9;Setembre;27;7;Mat°;No hi ha causa mediata;433545,58;4582976,4
2013S004461;10;Sant Mart°;68;el Poblenou;701266;Litoral (Llobregat);790000;Dimarts;2013;6;Juny;18;17;Tarda;No hi ha causa mediata;433473,3;4582905,96
2013S003650;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;330107;TÖnger;0099X0099X;Dimarts;2013;5;Maig;21;20;Tarda;No hi ha causa mediata;432684,74;4584042,7
2013S001389;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0100 0102;Divendres;2013;2;Febrer;22;16;Tarda;No hi ha causa mediata;432338,09;4583290,55
2013S000262;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;11200;AlmogÖvers;0116 0116;Dissabte;2013;1;Gener;12;6;Mat°;No hi ha causa mediata;432412,5;4583367,43
2013S001957;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;44403;Bol°via;0000X0000X;Divendres;2013;3;Mará;15;9;Mat°;No hi ha causa mediata;432154,31;4583704,2
2013S000611;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;44403;Bol°via;0000X0000X;Divendres;2013;1;Gener;25;12;Mat°;No hi ha causa mediata;432154,31;4583704,2
2013S003495;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0077 0077;Dimecres;2013;5;Maig;15;9;Mat°;No hi ha causa mediata;432548,55;4583245,81
2013S001095;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0083 0083;Dimarts;2013;2;Febrer;12;19;Tarda;No hi ha causa mediata;432522,32;4583272,28
2013S007283;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;76807;Sardenya;0057 0059;Diumenge;2013;10;Octubre;13;20;Tarda;No hi ha causa mediata;432179,64;4582845
2013S003027;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;249304;Pere IV;0081 0081;Divendres;2013;4;Abril;26;14;Tarda;No hi ha causa mediata;432648,73;4583397,19
2013S005239;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;249304;Pere IV;0085 0085;Dijous;2013;7;Juliol;18;13;Mat°;No hi ha causa mediata;432665,03;4583422,92
2013S008188;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;76807;Sardenya;0116 0116;Dissabte;2013;11;Novembre;16;6;Mat°;Alcoholämia;432052,97;4583007,28
2013S003943;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;197302;Marina;0097 0097;Divendres;2013;5;Maig;31;14;Tarda;No hi ha causa mediata;432172,83;4583003,15
2013S003721;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;197302;Marina;0101 0101;Divendres;2013;5;Maig;24;10;Mat°;No hi ha causa mediata;432150,98;4583037,75
2013S003077;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;197302;Marina;0110 0110;Diumenge;2013;4;Abril;28;14;Tarda;No hi ha causa mediata;432167,64;4583094,48
2013S008693;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;197302;Marina;0065 0067;Dimarts;2013;12;Desembre;3;8;Mat°;No hi ha causa mediata;432405,51;4582779,2
2013S005689;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;197302;Marina;0072 0072;Diumenge;2013;8;Agost;4;21;Tarda;No hi ha causa mediata;432432,93;4582825,29
2013S009105;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;270901;Pujades;0104 0104;Dilluns;2013;12;Desembre;16;16;Tarda;No hi ha causa mediata;432755,21;4583326,84
2013S006322;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;186703;Llull;0027 0039;Divendres;2013;9;Setembre;6;14;Tarda;No hi ha causa mediata;432461;4582902,72
2013S004278;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;4908;∑laba;0102 0102;Dimecres;2013;6;Juny;12;15;Tarda;No hi ha causa mediata;432539,42;4583474,64
2013S007062;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;701414;C-31;20610000;Dissabte;2013;10;Octubre;5;14;Tarda;No hi ha causa mediata;432364,82;4584274,74
2013S009135;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;4908;∑laba;0135 0135;Dimarts;2013;12;Desembre;17;21;Tarda;No hi ha causa mediata;432301,65;4583684,2
2013S005861;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;30409;Bac de Roda;0011X0011X;Dilluns;2013;8;Agost;12;14;Tarda;No hi ha causa mediata;434066,07;4583976,2
2013S005789;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701265;Litoral (Besïs);640000;Dijous;2013;8;Agost;8;17;Tarda;No hi ha causa mediata;434457,99;4584035,27
2013S009237;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);670000;Divendres;2013;12;Desembre;20;7;Mat°;No hi ha causa mediata;434227,97;4583837,28
2013S004689;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);700000;Divendres;2013;6;Juny;28;2;Nit;No hi ha causa mediata;434020,31;4583616,44
2013S005681;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;322608;Selva de Mar;0019 0019;Diumenge;2013;8;Agost;4;11;Mat°;No hi ha causa mediata;434147,88;4584460,35
2013S006307;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;143609;Josep Pla;0002 0020;Dijous;2013;9;Setembre;5;21;Tarda;No hi ha causa mediata;434736,15;4584476,07
2013S003667;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;4908;∑laba;0160X0160X;Dimecres;2013;5;Maig;22;9;Mat°;Caláada en mal estat;432153,74;4583864,7
2013S006443;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;181608;Roc Boronat;0131B0131B;Dijous;2013;9;Setembre;12;11;Mat°;No hi ha causa mediata;432715,31;4584019,52
2013S008193;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;700892;Garcia FÖria;0024S0024S;Dissabte;2013;11;Novembre;16;9;Mat°;No hi ha causa mediata;434539,69;4584169,08
2013S004429;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;700892;Garcia FÖria;0077X0077X;Dilluns;2013;6;Juny;17;14;Tarda;No hi ha causa mediata;434557,16;4584263,08
2013S009150;10;Sant Mart°;66;el Parc i la Llacuna del Poblenou;146902;Glïries Catalanes;0038X0038X;Dimecres;2013;12;Desembre;18;11;Mat°;No hi ha causa mediata;432226,2;4584005,27
2013S005525;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);600000;Dilluns;2013;7;Juliol;29;8;Mat°;No hi ha causa mediata;434731,89;4584332,53
2013S007224;10;Sant Mart°;69;Diagonal Mar i el Front Mar°tim del Poblenou;701266;Litoral (Llobregat);610000;Divendres;2013;10;Octubre;11;15;Tarda;No hi ha causa mediata;434659,53;4584262,15
2013S004692;1;Ciutat Vella;1;el Raval;34308;Rambla;0027 0029;Divendres;2013;6;Juny;28;6;Mat°;No hi ha causa mediata;431129,89;4581327,89
2013S005241;1;Ciutat Vella;1;el Raval;308709;Sant Pau;0016 0016;Dijous;2013;7;Juliol;18;14;Tarda;No hi ha causa mediata;430422,43;4581045,89
2013S005182;1;Ciutat Vella;1;el Raval;330300;TÖpies;0002 0002;Dimarts;2013;7;Juliol;16;20;Tarda;No hi ha causa mediata;430810,7;4581156,69
2013S007240;1;Ciutat Vella;1;el Raval;701367;Raval;0012 0012;Divendres;2013;10;Octubre;11;18;Tarda;No hi ha causa mediata;430612,25;4581314,59
2013S001189;1;Ciutat Vella;1;el Raval;296600;Sant Antoni Abat;0018 0018;Divendres;2013;2;Febrer;15;17;Tarda;No hi ha causa mediata;430267,54;4581396,94
2013S000673;1;Ciutat Vella;1;el Raval;67307;Carme;0081 0081;Dilluns;2013;1;Gener;28;9;Mat°;No hi ha causa mediata;430457,82;4581512,61
2013S006010;1;Ciutat Vella;1;el Raval;701265;Litoral (Besïs);1090000;Dimecres;2013;8;Agost;21;15;Tarda;No hi ha causa mediata;431372,37;4580879,47
2013S001933;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;367504;Doctor Trueta;0100 0100;Dijous;2013;3;Mará;14;13;Mat°;No hi ha causa mediata;433011,04;4583010,2
2013S004635;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;367504;Doctor Trueta;0100 0100;Dimecres;2013;6;Juny;26;10;Mat°;No hi ha causa mediata;433011,04;4583010,2
2013S000705;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;367504;Doctor Trueta;0100 0100;Dimarts;2013;1;Gener;29;14;Tarda;No hi ha causa mediata;433011,04;4583010,2
2013S003530;10;Sant Mart°;67;la Vila Ol°mpica del Poblenou;44200;Bogatell;0020 0020;Dijous;2013;5;Maig;16;9;Mat°;No hi ha causa mediata;432937,88;4582899,72
