Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud_WGS84;Latitud_WGS84
2021S003260    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;23403;Aribau;0105 0105;Dimarts;2021;6;Juny;15;22;Nit;No és causa del  vianant;0;1;0;1;2;429572,4;4582645,55;2.156.476.240;41.390.411.922
2021S000002    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;18505;Aragó;0218 0218;Divendres;2021;1;Gener;1;12;Matí;No és causa del  vianant;0;4;0;4;3;429870,6;4582413,71;2.160.069.561;41.388.349.885
2021S003162    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;100800;Diputació;0215 0215;Dissabte;2021;6;Juny;12;2;Nit;No és causa del  vianant;0;1;0;1;2;430046,57;4582249,58;2.162.193.056;41.386.886.950
2021S004936    ;2;Eixample;8;l'Antiga Esquerra de l'Eixample;100800;Diputació;0151 0151;Dimecres;2021;9;Setembre;8;9;Matí;No és causa del  vianant;0;2;0;2;3;429692,19;4581902,38;2.157.995.222;41.383.728.920
2021S005535    ;2;Eixample;6;la Sagrada Família;268003;Provença;0481 0481;Dilluns;2021;10;Octubre;4;15;Tarda;No és causa del  vianant;0;1;0;1;2;431285,86;4584397,85;2.176.770.261;41.406.342.649
2021S006770    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0294 0294;Dimarts;2021;11;Novembre;23;20;Tarda;No és causa del  vianant;0;1;0;1;1;429979,47;4583090,24;2.161.293.347;41.394.452.659
2021S004250    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0295 0295;Dijous;2021;7;Juliol;29;1;Nit;No és causa del  vianant;0;1;0;1;1;431124,16;4584512,4;2.174.822.808;41.407.360.518
2021S007190    ;2;Eixample;6;la Sagrada Família;289105;Rosselló;0469 0471;Dissabte;2021;12;Desembre;11;12;Matí;No és causa del  vianant;0;1;0;1;2;431148,06;4584453,65;2.175.115.415;41.406.833.424
2021S006117    ;2;Eixample;6;la Sagrada Família;90502;Còrsega;0631 0631;Dijous;2021;10;Octubre;28;18;Tarda;No és causa del  vianant;0;1;0;1;2;431277,42;4584770,49;2.176.626.952;41.409.698.177
2021S004809    ;2;Eixample;6;la Sagrada Família;68900;Cartagena;0261B0261B;Dimecres;2021;9;Setembre;1;14;Tarda;No és causa del  vianant;0;1;0;1;2;431340,12;4584660,03;2.177.389.608;41.408.708.660
2021S005346    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0289 0289;Diumenge;2021;9;Setembre;26;12;Matí;No és causa del  vianant;0;3;0;3;2;430192,01;4583338,05;2.163.806.897;41.396.703.090
2021S000668    ;2;Eixample;7;la Dreta de l'Eixample;268003;Provença;0289 0289;Dimarts;2021;2;Febrer;9;17;Tarda;No és causa del  vianant;0;1;0;1;2;430192,01;4583338,05;2.163.806.897;41.396.703.090
2021S002929    ;2;Eixample;6;la Sagrada Família;105304;Dos de Maig;0281 0281;Dimecres;2021;6;Juny;2;15;Tarda;No és causa del  vianant;0;1;0;1;1;431489,49;4584700,85;2.179.171.956;41.409.089.066
2021S005211    ;2;Eixample;7;la Dreta de l'Eixample;289105;Rosselló;0265 0269;Diumenge;2021;9;Setembre;19;19;Tarda;No és causa del  vianant;0;2;0;2;3;429953,4;4583283,39;2.160.959.177;41.396.190.025
2021S002932    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0606 0606;Dimecres;2021;6;Juny;2;17;Tarda;No és causa del  vianant;0;1;0;1;2;430348,35;4582275,87;2.165.799.123;41.387.149.937
2021S000802    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0622 0622;Dilluns;2021;2;Febrer;15;18;Tarda;Creuar per fora pas de vianants;0;1;0;1;1;430435,67;4582370,77;2.166.832.515;41.388.012.233
2021S001882    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0275 0275;Dilluns;2021;4;Abril;12;17;Tarda;No és causa del  vianant;0;1;0;1;2;431216,1;4584417,86;2.175.933.450;41.406.516.903
2021S002170    ;2;Eixample;6;la Sagrada Família;268003;Provença;0475 0479;Dilluns;2021;4;Abril;26;17;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;431246,65;4584359,7;2.176.305.530;41.405.995.690
2021S004279    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0311 0311;Dijous;2021;7;Juliol;29;20;Tarda;No és causa del  vianant;0;1;0;1;2;430113,64;4582513,89;2.162.964.659;41.389.273.339
2021S005418    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0363 0363;Dimecres;2021;9;Setembre;29;19;Tarda;No és causa del  vianant;0;2;0;2;2;430127,12;4583391,54;2.163.024.563;41.397.179.218
2021S004665    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0369 0369;Dilluns;2021;8;Agost;23;13;Matí;No és causa del  vianant;0;1;0;1;2;430085,04;4583377,32;2.162.522.877;41.397.047.483
2021S007074    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0385 0385;Diumenge;2021;12;Desembre;5;16;Tarda;No és causa del  vianant;0;1;0;1;2;429893,52;4583312,22;2.160.239.610;41.396.444.466
2021S004726    ;2;Eixample;7;la Dreta de l'Eixample;359404;Cinc d'Oros;9999 9999;Divendres;2021;8;Agost;27;10;Matí;No és causa del  vianant;0;1;0;1;2;429830,21;4583317,69;2.159.481.720;41.396.488.207
2021S002617    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0387 0387;Dimarts;2021;5;Maig;18;17;Tarda;No és causa del  vianant;0;3;0;3;2;429809,14;4583287,66;2.159.233.182;41.396.215.898
2021S004615    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació;0232 0232;Dijous;2021;8;Agost;19;23;Nit;No és causa del  vianant;0;1;0;1;2;430233,87;4582397,29;2.164.416.021;41.388.233.603
2021S007070    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació;0252 0252;Diumenge;2021;12;Desembre;5;15;Tarda;No és causa del  vianant;0;1;0;1;2;430334,39;4582498,19;2.165.606.589;41.389.151.095
2021S005556    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0397 0397;Dimarts;2021;10;Octubre;5;11;Matí;No és causa del  vianant;0;1;0;1;2;429606,66;4583222,33;2.156.818.911;41.395.609.784
2021S006189    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0200 0200;Dilluns;2021;11;Novembre;1;8;Matí;No és causa del  vianant;0;1;0;1;2;431543,52;4584110,34;2.179.885.173;41.403.775.131
2021S006047    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0200 0200;Dimarts;2021;10;Octubre;26;19;Tarda;No és causa del  vianant;0;1;0;1;2;431543,52;4584110,34;2.179.885.173;41.403.775.131
2021S000821    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0056 0056;Dimarts;2021;2;Febrer;16;18;Tarda;No és causa del  vianant;0;1;0;1;2;430276,3;4582883,16;2.164.867.506;41.392.613.360
2021S006397    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0066 0066;Dimarts;2021;11;Novembre;9;15;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;430227,78;4582936,15;2.164.281.079;41.393.086.414
2021S001508    ;2;Eixample;6;la Sagrada Família;350308;València;0511 0517;Dimarts;2021;3;Març;23;19;Tarda;No és causa del  vianant;0;2;0;2;1;431595,9;4584325,82;2.180.487.402;41.405.720.354
2021S000202    ;2;Eixample;6;la Sagrada Família;350308;València;0521 0521;Dijous;2021;1;Gener;14;8;Matí;No és causa del  vianant;0;2;0;2;2;431622,79;4584356,24;2.180.805.644;41.405.996.627
2021S000846    ;2;Eixample;6;la Sagrada Família;350308;València;0540 0540;Dijous;2021;2;Febrer;18;10;Matí;No és causa del  vianant;0;1;0;1;1;431705,46;4584402,35;2.181.789.411;41.406.418.957
2021S007185    ;2;Eixample;6;la Sagrada Família;238400;Padilla;0204 0206;Dissabte;2021;12;Desembre;11;10;Matí;No és causa del  vianant;0;1;0;1;2;431523,2;4584131,13;2.179.639.742;41.403.960.648
2021S002037    ;2;Eixample;6;la Sagrada Família;350308;València;0510 0510;Dilluns;2021;4;Abril;19;14;Tarda;No és causa del  vianant;0;1;0;1;2;431552,05;4584245,71;2.179.971.896;41.404.995.094
2021S004849    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0252 0252;Divendres;2021;9;Setembre;3;10;Matí;No és causa del  vianant;0;1;0;1;2;430109,98;4582647,64;2.162.905.446;41.390.477.664
2021S007125    ;2;Eixample;7;la Dreta de l'Eixample;335100;Tetuan;0014 0014;Dimecres;2021;12;Desembre;8;21;Tarda;Desobeir el senyal del semàfor;0;2;0;2;1;431090,51;4583090,09;2.174.582.239;41.394.547.331
2021S006261    ;2;Eixample;7;la Dreta de l'Eixample;335100;Tetuan;0019 0020;Dijous;2021;11;Novembre;4;11;Matí;Desobeir el senyal del semàfor;0;0;1;1;2;431093,99;4583161,22;2.174.615.764;41.395.188.276
2021S000385    ;2;Eixample;7;la Dreta de l'Eixample;144601;Diagonal;0444 0444;Dilluns;2021;1;Gener;25;17;Tarda;No és causa del  vianant;0;1;0;1;1;429899,86;4583369,72;2.160.308.783;41.396.962.902
2021S002201    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0102 0102;Dimecres;2021;4;Abril;28;7;Matí;No és causa del  vianant;0;1;0;1;2;429956,72;4583231,95;2.161.004.841;41.395.727.012
2021S005591    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0110 0110;Dimecres;2021;10;Octubre;6;18;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;429892,18;4583306,91;2.160.224.197;41.396.396.524
2021S003758    ;2;Eixample;7;la Dreta de l'Eixample;176801;Roger de Llúria;0125 0127;Dimarts;2021;7;Juliol;6;19;Tarda;No és causa del  vianant;0;1;0;1;2;430174,8;4583366,79;2.163.597.730;41.396.960.447
2021S005315    ;2;Eixample;7;la Dreta de l'Eixample;32700;Balmes;0036 0042;Divendres;2021;9;Setembre;24;7;Matí;No és causa del  vianant;0;1;0;1;1;430172;4582445,9;2.163.670.474;41.388.666.046
2021S003370    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0312 0312;Diumenge;2021;6;Juny;20;0;Nit;No és causa del  vianant;0;1;1;2;3;430589,38;4583116,32;2.168.585.331;41.394.740.455
2021S006291    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0314 0314;Divendres;2021;11;Novembre;5;11;Matí;No és causa del  vianant;0;1;0;1;2;430628,28;4583156,15;2.169.046.041;41.395.102.550
2021S001027    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0458 0464;Dissabte;2021;2;Febrer;27;17;Tarda;No és causa del  vianant;0;1;0;1;2;431506,96;4584009,26;2.179.459.268;41.402.861.618
2021S002587    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0480 0480;Dilluns;2021;5;Maig;17;17;Tarda;No és causa del  vianant;0;1;0;1;2;431605,51;4584119,61;2.180.625.680;41.403.863.902
2021S003732    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;0031 0031;Dilluns;2021;7;Juliol;5;17;Tarda;No és causa del  vianant;0;1;0;1;2;430316,08;4582533,29;2.165.383.565;41.389.465.642
2021S002810    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;9999 9999;Divendres;2021;5;Maig;28;15;Tarda;No és causa del  vianant;0;1;0;1;2;430557,83;4582516,3;2.168.276.802;41.389.333.538
2021S006334    ;2;Eixample;7;la Dreta de l'Eixample;232902;Urquinaona;0006 0006;Divendres;2021;11;Novembre;5;5;Nit;No és causa del  vianant;0;3;0;3;2;430958,17;4582539,07;2.173.062.199;41.389.573.103
2021S001234    ;2;Eixample;7;la Dreta de l'Eixample;309406;Sant Pere;0043 0043;Dijous;2021;3;Març;11;11;Matí;No és causa del  vianant;0;1;0;1;1;431405,44;4582718,88;2.178.391.118;41.391.230.890
2021S000948    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;0079 0079;Dilluns;2021;2;Febrer;22;18;Tarda;No és causa del  vianant;0;1;0;1;2;430029,62;4582816,32;2.161.924.843;41.391.989.919
2021S002386    ;2;Eixample;7;la Dreta de l'Eixample;74506;Catalunya;0079 0079;Divendres;2021;5;Maig;7;19;Tarda;No és causa del  vianant;0;0;0;0;2;430029,62;4582816,32;2.161.924.843;41.391.989.919
2021S005232    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0271 0271;Dilluns;2021;9;Setembre;20;14;Tarda;No és causa del  vianant;0;1;0;1;2;430329,42;4582907,51;2.165.500.039;41.392.837.279
2021S004289    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0637 0637;Dijous;2021;7;Juliol;29;16;Tarda;No és causa del  vianant;0;1;0;1;1;430803,72;4582803,48;2.171.184.774;41.391.941.284
2021S004636    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0657 0657;Dissabte;2021;8;Agost;21;10;Matí;No és causa del  vianant;0;0;0;0;4;430983,32;4582979,2;2.173.312.808;41.393.539.381
2021S007629    ;2;Eixample;5;el Fort Pienc;144601;Diagonal;0213 0215;Divendres;2021;12;Desembre;24;15;Tarda;No és causa del  vianant;0;1;0;1;2;431941,57;4583929,91;2.184.667.144;41.402.183.866
2021S007513    ;2;Eixample;7;la Dreta de l'Eixample;32700;Balmes;0003 0005;Dijous;2021;12;Desembre;23;10;Matí;No és causa del  vianant;0;1;0;1;2;430414,85;4582166,23;2.166.607.024;41.386.168.202
2021S000513    ;3;Sants-Montjuïc;11;el Poble-sec;198804;Paral·lel;0141 0141;Dimarts;2021;2;Febrer;2;8;Matí;Desobeir el senyal del semàfor;0;2;0;2;1;429702,5;4580912,23;2.158.233.431;41.374.811.853
2021S002184    ;2;Eixample;7;la Dreta de l'Eixample;278459;Reina Victòria;9998 9998;Dimarts;2021;4;Abril;27;11;Matí;No és causa del  vianant;0;1;0;1;2;430533,93;4582491,75;2.167.993.780;41.389.110.359
2021S002448    ;2;Eixample;7;la Dreta de l'Eixample;278459;Reina Victòria;9998 9998;Dilluns;2021;5;Maig;10;21;Tarda;No és causa del  vianant;0;1;0;1;2;430533,93;4582491,75;2.167.993.780;41.389.110.359
2021S000537    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0371 0371;Dimarts;2021;2;Febrer;2;17;Tarda;No és causa del  vianant;0;1;0;1;2;430605,49;4582984,71;2.168.793.109;41.393.556.477
2021S002435    ;2;Eixample;7;la Dreta de l'Eixample;89004;Consell de Cent;0383 0385;Dilluns;2021;5;Maig;10;12;Matí;No és causa del  vianant;0;1;0;1;2;430654,98;4583032,89;2.169.379.518;41.393.994.690
2021S005662    ;2;Eixample;7;la Dreta de l'Eixample;148307;Gràcia;0035 0035;Dissabte;2021;10;Octubre;9;20;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;430325,59;4582735,49;2.165.474.031;41.391.287.618
2021S007306    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0603 0603;Dijous;2021;12;Desembre;16;0;Nit;Desobeir el senyal del semàfor;0;2;0;2;1;430450,71;4582460,82;2.167.002.042;41.388.824.586
2021S001411    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació;0339 0339;Dijous;2021;3;Març;18;17;Tarda;No és causa del  vianant;0;1;0;1;1;430919,73;4583104,47;2.172.537.936;41.394.662.187
2021S006150    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;9997 9997;Divendres;2021;10;Octubre;29;21;Tarda;No és causa del  vianant;0;1;0;1;2;430795,1;4582761,18;2.171.086.513;41.391.559.558
2021S004344    ;2;Eixample;7;la Dreta de l'Eixample;28305;Ausiàs Marc;0033 0033;Dilluns;2021;8;Agost;2;12;Matí;No és causa del  vianant;0;1;0;1;2;431192,34;4582768,2;2.175.836.798;41.391.656.887
2021S000703    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;0278 0278;Dimecres;2021;2;Febrer;10;17;Tarda;No és causa del  vianant;0;1;0;1;2;430294,25;4583211,38;2.165.044.395;41.395.571.089
2021S004465    ;2;Eixample;7;la Dreta de l'Eixample;191204;Mallorca;0279 0279;Dimarts;2021;8;Agost;10;9;Matí;No és causa del  vianant;0;1;0;1;2;430231,39;4583180,06;2.164.296.140;41.395.283.545
2021S006458    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0722 0722;Dijous;2021;11;Novembre;11;16;Tarda;No és causa del  vianant;0;1;0;1;2;431362,47;4583277,26;2.177.813.868;41.396.256.386
2021S003556    ;2;Eixample;7;la Dreta de l'Eixample;71600;Casp;0052 0052;Dilluns;2021;6;Juny;28;11;Matí;No és causa del  vianant;0;1;0;1;2;430976,79;4582712,75;2.173.265.089;41.391.138.986
2021S004283    ;2;Eixample;7;la Dreta de l'Eixample;100800;Diputació;0285 0285;Divendres;2021;7;Juliol;30;9;Matí;No és causa del  vianant;0;1;0;1;2;430562,63;4582756,09;2.168.306.705;41.391.493.667
2021S003942    ;2;Eixample;7;la Dreta de l'Eixample;349309;Universitat;0020 0020;Dimecres;2021;7;Juliol;14;15;Tarda;No és causa del  vianant;0;1;0;1;2;430501,22;4582244,71;2.167.630.934;41.386.882.518
2021S004070    ;2;Eixample;5;el Fort Pienc;335100;Tetuan;0036 0037;Dimarts;2021;7;Juliol;20;12;Matí;No és causa del  vianant;0;1;0;1;2;431246,5;4583153,05;2.176.440.850;41.395.127.752
2021S001547    ;2;Eixample;7;la Dreta de l'Eixample;247659;Pau Claris;0169 0169;Dijous;2021;3;Març;25;18;Tarda;No és causa del  vianant;0;1;0;1;2;430134,76;4583216,63;2.163.136.139;41.395.604.526
2021S006475    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0236 0236;Divendres;2021;11;Novembre;12;8;Matí;No és causa del  vianant;0;1;0;1;2;430053,14;4582592,29;2.162.232.035;41.389.974.201
2021S005949    ;2;Eixample;5;el Fort Pienc;144601;Diagonal;0249 0249;Divendres;2021;10;Octubre;22;15;Tarda;No és causa del  vianant;0;1;0;1;2;431576,45;4583857,64;2.180.307.678;41.401.501.943
2021S006469    ;2;Eixample;5;el Fort Pienc;76807;Sardenya;0195 0197;Divendres;2021;11;Novembre;12;7;Matí;No és causa del  vianant;0;1;0;1;2;431510,44;4583530,79;2.179.555.059;41.398.552.479
2021S000091    ;2;Eixample;7;la Dreta de l'Eixample;169409;Corts Catalanes;0686 0686;Dijous;2021;1;Gener;7;19;Tarda;No és causa del  vianant;0;1;0;1;2;430980,73;4582904,05;2.173.290.399;41.392.862.306
2021S007394    ;2;Eixample;7;la Dreta de l'Eixample;18505;Aragó;0265 0265;Dissabte;2021;12;Desembre;18;17;Tarda;No és causa del  vianant;0;1;0;1;3;430312,01;4582890,33;2.165.293.786;41.392.681.035
2021S005344    ;2;Eixample;6;la Sagrada Família;68900;Cartagena;0305 0305;Diumenge;2021;9;Setembre;26;6;Matí;No és causa del  vianant;0;2;0;2;2;431179,06;4584816,28;2.175.445.006;41.410.102.172
2021S000389    ;2;Eixample;5;el Fort Pienc;144601;Diagonal;9994 9994;Dilluns;2021;1;Gener;25;19;Tarda;No és causa del  vianant;0;1;0;1;2;431167,21;4583735,85;2.175.426.179;41.400.370.067
2021S003325    ;2;Eixample;5;el Fort Pienc;144601;Diagonal;9994 9994;Divendres;2021;6;Juny;18;13;Matí;No és causa del  vianant;0;2;0;2;2;431167,21;4583735,85;2.175.426.179;41.400.370.067
2021S006052    ;2;Eixample;6;la Sagrada Família;18505;Aragó;0421 0421;Dimarts;2021;10;Octubre;26;16;Tarda;No és causa del  vianant;0;1;0;1;2;431290,27;4583841,68;2.176.886.186;41.401.333.776
2021S005480    ;3;Sants-Montjuïc;11;el Poble-sec;284101;Rius i Taulet;0002 0002;Divendres;2021;10;Octubre;1;21;Tarda;No és causa del  vianant;0;0;0;0;1;429413,36;4580717,57;2.154.798.832;41.373.033.289
2021S007218    ;2;Eixample;6;la Sagrada Família;90502;Còrsega;0571 0571;Diumenge;2021;12;Desembre;12;20;Tarda;No és causa del  vianant;0;1;0;1;2;431002,99;4584501,38;2.173.374.493;41.407.250.867
2021S006163    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0745 0747;Dissabte;2021;10;Octubre;30;10;Matí;No és causa del  vianant;0;1;0;1;2;431603,56;4583587,97;2.180.662.453;41.399.075.414
2021S003780    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0745 0747;Dilluns;2021;6;Juny;21;15;Tarda;No és causa del  vianant;0;1;0;1;2;431603,56;4583587,97;2.180.662.453;41.399.075.414
2021S000197    ;2;Eixample;5;el Fort Pienc;197302;Marina;0169 0175;Dimecres;2021;1;Gener;13;20;Tarda;No és causa del  vianant;0;1;0;1;2;431600,45;4583608,3;2.180.622.955;41.399.258.255
2021S004295    ;2;Eixample;5;el Fort Pienc;197302;Marina;0185 0185;Divendres;2021;7;Juliol;30;9;Matí;No és causa del  vianant;0;1;0;1;2;431548,31;4583661,89;2.179.993.211;41.399.736.485
2021S005721    ;2;Eixample;5;el Fort Pienc;197302;Marina;0139 0139;Dimecres;2021;10;Octubre;13;8;Matí;No és causa del  vianant;0;2;0;2;1;431808,83;4583393,11;2.183.139.777;41.397.337.810
2021S006122    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0392B0392B;Dijous;2021;10;Octubre;28;14;Tarda;No és causa del  vianant;0;1;0;1;2;431361,6;4583488,86;2.177.779.461;41.398.162.130
2021S005856    ;2;Eixample;5;el Fort Pienc;18505;Aragó;0430 0430;Dilluns;2021;10;Octubre;18;19;Tarda;No és causa del  vianant;0;0;1;1;2;431222,67;4583738,08;2.176.089.330;41.400.394.900
2021S005334    ;2;Eixample;6;la Sagrada Família;178308;Lepant;0307 0307;Dissabte;2021;9;Setembre;25;14;Tarda;No és causa del  vianant;0;1;0;1;3;431047,22;4584406,15;2.173.914.477;41.406.396.959
2021S000520    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0445 0447;Dimarts;2021;2;Febrer;2;11;Matí;No és causa del  vianant;0;3;0;3;2;431511,08;4583683,03;2.179.545.482;41.399.923.714
2021S002426    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0445 0447;Dilluns;2021;5;Maig;10;8;Matí;No és causa del  vianant;0;1;0;1;2;431511,08;4583683,03;2.179.545.482;41.399.923.714
2021S005347    ;3;Sants-Montjuïc;11;el Poble-sec;178400;Lleida;0027 0027;Diumenge;2021;9;Setembre;26;13;Matí;No és causa del  vianant;0;1;0;1;2;429463,84;4580683,76;2.155.406.346;41.372.733.201
2021S000944    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0794 0794;Dimecres;2021;2;Febrer;24;8;Matí;No és causa del  vianant;0;1;0;1;2;431752,74;4583658,63;2.182.438.920;41.399.724.511
2021S002247    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0794 0794;Divendres;2021;4;Abril;30;16;Tarda;No és causa del  vianant;0;2;0;2;2;431752,74;4583658,63;2.182.438.920;41.399.724.511
2021S000123    ;2;Eixample;6;la Sagrada Família;350308;València;0441 0441;Divendres;2021;1;Gener;8;20;Tarda;No és causa del  vianant;0;1;0;1;2;431248,89;4583987,62;2.176.374.613;41.402.644.673
2021S006451    ;2;Eixample;6;la Sagrada Família;76807;Sardenya;0245 0245;Dijous;2021;11;Novembre;11;15;Tarda;No és causa del  vianant;0;1;0;1;2;431231,9;4583815,84;2.176.190.899;41.401.096.050
2021S004553    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0705 0705;Diumenge;2021;8;Agost;15;20;Tarda;No és causa del  vianant;0;1;0;1;2;431418,87;4583404,95;2.178.474.003;41.397.411.267
2021S004708    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0707 0707;Dijous;2021;8;Agost;26;9;Matí;No és causa del  vianant;0;0;1;1;2;431423,03;4583422,12;2.178.521.817;41.397.566.267
2021S007313    ;2;Eixample;5;el Fort Pienc;169409;Corts Catalanes;0707 0707;Dijous;2021;12;Desembre;16;10;Matí;No és causa del  vianant;0;2;0;2;2;431423,03;4583422,12;2.178.521.817;41.397.566.267
2021S003103    ;2;Eixample;5;el Fort Pienc;100800;Diputació;0415 0419;Dimecres;2021;6;Juny;9;13;Matí;No és causa del  vianant;0;1;0;1;2;431372,09;4583545,18;2.177.898.549;41.398.670.283
2021S005875    ;3;Sants-Montjuïc;11;el Poble-sec;178400;Lleida;0030 0030;Dimarts;2021;10;Octubre;19;18;Tarda;No és causa del  vianant;0;2;0;2;3;429393,91;4580788,25;2.154.558.036;41.373.668.175
2021S000568    ;3;Sants-Montjuïc;11;el Poble-sec;61107;Pedreres;0020 0020;Dijous;2021;2;Febrer;4;12;Matí;No és causa del  vianant;0;1;0;1;2;429782,95;4580692,74;2.159.220.819;41.372.842.001
2021S006191    ;3;Sants-Montjuïc;11;el Poble-sec;700690;Migdia;0189 0197;Dilluns;2021;11;Novembre;1;6;Matí;No és causa del  vianant;0;3;0;3;1;430011,96;4579760,39;2.162.066.710;41.364.464.554
2021S001366    ;3;Sants-Montjuïc;11;el Poble-sec;700701;Doctor Font i Quer;0001X0001X;Dimecres;2021;3;Març;17;18;Tarda;No és causa del  vianant;0;1;0;1;2;429666,91;4579656,05;2.157.953.666;41.363.494.706
2021S005043    ;2;Eixample;6;la Sagrada Família;350308;València;0393 0393;Diumenge;2021;9;Setembre;12;21;Tarda;No és causa del  vianant;0;1;0;1;2;431085,21;4583828,42;2.174.434.763;41.401.196.788
2021S006629    ;2;Eixample;5;el Fort Pienc;362409;Vilanova;0003 0011;Dijous;2021;11;Novembre;18;18;Tarda;Altres;0;1;0;1;1;431613,94;4582807,02;2.180.874.860;41.392.042.507
2021S002130    ;2;Eixample;5;el Fort Pienc;197302;Marina;0137 0137;Dissabte;2021;4;Abril;24;18;Tarda;No és causa del  vianant;0;1;0;1;2;431847,78;4583352,9;2.183.610.199;41.396.978.955
2021S006847    ;2;Eixample;5;el Fort Pienc;197302;Marina;0137 0137;Dissabte;2021;11;Novembre;27;9;Matí;No és causa del  vianant;0;1;0;1;2;431847,78;4583352,9;2.183.610.199;41.396.978.955
2021S005790    ;2;Eixample;6;la Sagrada Família;350308;València;0373 0375;Divendres;2021;10;Octubre;15;15;Tarda;No és causa del  vianant;0;1;0;1;2;430991,69;4583736,51;2.173.326.560;41.400.360.957
2021S004387    ;2;Eixample;6;la Sagrada Família;350308;València;0391 0391;Dijous;2021;8;Agost;5;9;Matí;No és causa del  vianant;0;1;0;1;2;431048,58;4583792,01;2.174.000.745;41.400.865.712
2021S005596    ;2;Eixample;6;la Sagrada Família;161407;Indústria;0195 0195;Dimecres;2021;10;Octubre;6;23;Nit;No és causa del  vianant;0;1;0;1;2;431249,81;4584925,37;2.176.279.031;41.411.090.768
2021S002346    ;2;Eixample;5;el Fort Pienc;28305;Ausiàs Marc;0115 0115;Dimecres;2021;5;Maig;5;19;Tarda;No és causa del  vianant;0;1;0;1;2;431668,62;4583232,08;2.181.480.863;41.395.875.551
2021S000675    ;2;Eixample;5;el Fort Pienc;28305;Ausiàs Marc;0117 0119;Dimarts;2021;2;Febrer;9;18;Tarda;No és causa del  vianant;0;1;0;1;1;431681,08;4583244,22;2.181.628.527;41.395.985.952
