Numero_expedient;Codi_districte;Nom_districte;Codi_barri;Nom_barri;Codi_carrer;Nom_carrer;Num_postal;Descripcio_dia_setmana;Any;Mes_any;Nom_mes;Dia_mes;Hora_dia;Descripcio_torn;Descripcio_causa_vianant;Numero_morts;Numero_lesionats_lleus;Numero_lesionats_greus;Numero_victimes;Numero_vehicles_implicats;Coordenada_UTM_X;Coordenada_UTM_Y;Longitud_WGS84;Latitud_WGS84
2021S002939    ;-1;Desconegut;-1;Desconegut;-1;Corts Catalanes                                   ;Desconegut;Dijous;2021;6;Juny;3;9;Matí;No és causa del  vianant;0;1;0;1;2;427746,59;4579719,63;2.134.988.679;41.363.897.204
2021S004839    ;-1;Desconegut;-1;Desconegut;-1;A Zona Franca                                     ;Desconegut;Divendres;2021;9;Setembre;3;7;Matí;No és causa del  vianant;0;1;0;1;2;428406,01;4577126,95;2.143.178.117;41.340.604.679
2021S000882    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;41507;Besalú;0064 0064;Divendres;2021;2;Febrer;19;15;Tarda;No és causa del  vianant;0;8;0;8;2;431970,11;4585374,39;2.184.846.065;41.415.196.279
2021S001565    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0181 0181;Divendres;2021;3;Març;26;9;Matí;No és causa del  vianant;0;1;0;1;2;432112,48;4585144,79;2.186.575.245;41.413.140.388
2021S001798    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;297001;Sant Antoni Maria Claret;0352 0354;Divendres;2021;4;Abril;9;8;Matí;No és causa del  vianant;0;1;0;1;2;431634,47;4585457,96;2.180.820.820;41.415.920.467
2021S003063    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;194406;Maragall;0001 0003;Dimarts;2021;6;Juny;8;10;Matí;No és causa del  vianant;0;1;0;1;3;431648,6;4585174,8;2.181.021.893;41.413.371.338
2021S003517    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;95506;Conca;0025X0025X;Divendres;2021;6;Juny;25;18;Tarda;No és causa del  vianant;0;0;0;0;1;431500,27;4585259,82;2.179.237.604;41.414.124.450
2021S002164    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;90502;Còrsega;0703 0703;Dilluns;2021;4;Abril;26;12;Matí;No és causa del  vianant;0;2;0;2;2;431608,75;4585096,78;2.180.553.942;41.412.665.245
2021S003390    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;161101;Independència;0267 0267;Diumenge;2021;6;Juny;20;22;Nit;No és causa del  vianant;0;1;0;1;1;431910,13;4584465,3;2.184.230.789;41.407.003.301
2021S002174    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;209900;Meridiana;0117B0117B;Dilluns;2021;4;Abril;26;18;Tarda;No és causa del  vianant;0;1;0;1;2;432101,88;4584634,03;2.186.505.771;41.408.539.231
2021S002678    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;350308;València;0597 0597;Dijous;2021;5;Maig;20;17;Tarda;No és causa del  vianant;0;1;0;1;2;432013,31;4584734,55;2.185.434.875;41.409.437.094
2021S001450    ;10;Sant Martí;65;el Clot;161101;Independència;0223 0225;Diumenge;2021;3;Març;21;8;Matí;No és causa del  vianant;0;0;0;0;2;432092,78;4584277,78;2.186.436.901;41.405.329.823
2021S006494    ;10;Sant Martí;65;el Clot;161101;Independència;0241 0241;Divendres;2021;11;Novembre;12;22;Nit;No és causa del  vianant;0;1;0;1;2;432030,14;4584333,82;2.185.681.255;41.405.829.262
2021S003224    ;10;Sant Martí;65;el Clot;89004;Consell de Cent;0613 0613;Dilluns;2021;6;Juny;14;16;Tarda;No és causa del  vianant;0;1;0;1;2;432028,05;4584383,73;2.185.650.644;41.406.278.610
2021S006164    ;10;Sant Martí;72;Sant Martí de Provençals;115603;Espronceda;0224 0230;Dissabte;2021;10;Octubre;30;11;Matí;No és causa del  vianant;0;1;0;1;2;432927,24;4584980,57;2.196.341.451;41.411.729.756
2021S000146    ;10;Sant Martí;72;Sant Martí de Provençals;3406;Agricultura;0280 0280;Dilluns;2021;1;Gener;11;13;Matí;Desobeir el senyal del semàfor;0;1;0;1;1;433207,33;4585859,77;2.199.595.317;41.419.671.804
2021S001864    ;10;Sant Martí;65;el Clot;209900;Meridiana;0106 0106;Diumenge;2021;4;Abril;11;19;Tarda;No és causa del  vianant;0;0;0;0;2;432157,98;4584545,43;2.187.186.855;41.407.745.976
2021S006600    ;10;Sant Martí;65;el Clot;209900;Meridiana;0068 0078;Dimecres;2021;11;Novembre;17;17;Tarda;No és causa del  vianant;0;1;0;1;2;432154,14;4584227,32;2.187.176.597;41.404.880.528
2021S006793    ;10;Sant Martí;72;Sant Martí de Provençals;169409;Corts Catalanes;0983 0983;Dijous;2021;11;Novembre;25;13;Matí;No és causa del  vianant;0;2;0;2;3;433057,21;4585063,16;2.197.887.269;41.412.484.463
2021S002716    ;10;Sant Martí;65;el Clot;209900;Meridiana;0092 0092;Diumenge;2021;5;Maig;23;1;Nit;No és causa del  vianant;0;1;0;1;1;432156,42;4584473,49;2.187.176.262;41.407.097.902
2021S003555    ;10;Sant Martí;72;Sant Martí de Provençals;115603;Espronceda;0276 0276;Dilluns;2021;6;Juny;28;12;Matí;No és causa del  vianant;0;1;0;1;2;432683,9;4585232,93;2.193.402.039;41.413.982.333
2021S004906    ;10;Sant Martí;72;Sant Martí de Provençals;158504;Huelva;0010 0030;Dimarts;2021;9;Setembre;7;2;Nit;No és causa del  vianant;0;0;0;0;2;432655,93;4585333,46;2.193.056.198;41.414.885.433
2021S005609    ;10;Sant Martí;64;el Camp de l'Arpa del Clot;191204;Mallorca;0599 0599;Dijous;2021;10;Octubre;7;13;Matí;No és causa del  vianant;0;1;0;1;3;432063,77;4584971,19;2.186.011.972;41.411.572.708
2021S005333    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0859 0859;Dissabte;2021;9;Setembre;25;14;Tarda;No és causa del  vianant;0;1;0;1;2;432514,82;4584476,45;2.191.463.517;41.407.154.748
2021S002207    ;10;Sant Martí;65;el Clot;89004;Consell de Cent;0606 0606;Dimecres;2021;4;Abril;28;15;Tarda;No és causa del  vianant;0;1;0;1;2;432015,8;4584331,21;2.185.510.000;41.405.804.541
2021S003296    ;10;Sant Martí;65;el Clot;226400;Las Navas de Tolosa;0269 0269;Dijous;2021;6;Juny;17;7;Matí;No és causa del  vianant;0;1;0;1;2;432291,24;4585213,96;2.188.706.225;41.413.778.471
2021S005375    ;10;Sant Martí;65;el Clot;153205;Guipúscoa;0011 0011;Dilluns;2021;9;Setembre;27;20;Tarda;No és causa del  vianant;0;2;0;2;2;432641,99;4585177,46;2.192.906.791;41.413.479.217
2021S004541    ;10;Sant Martí;65;el Clot;350603;Valentí Almirall;0001 0001;Divendres;2021;8;Agost;13;12;Matí;No és causa del  vianant;0;0;0;0;1;432560,27;4584671,21;2.191.985.526;41.408.912.713
2021S005118    ;10;Sant Martí;65;el Clot;169409;Corts Catalanes;0869 0869;Dimecres;2021;9;Setembre;15;19;Tarda;No és causa del  vianant;0;1;1;2;3;432552,55;4584513,85;2.191.910.716;41.407.494.768
2021S003030    ;10;Sant Martí;70;el Besòs i el Maresme;701266;Litoral (Llobregat);560000;Dilluns;2021;6;Juny;7;0;Nit;No és causa del  vianant;0;0;1;1;2;434981,22;4584639,26;2.220.952.063;41.408.824.541
2021S007414    ;10;Sant Martí;65;el Clot;42306;Bilbao;0219 0221;Diumenge;2021;12;Desembre;19;17;Tarda;No és causa del  vianant;0;2;0;2;2;432645,74;4584851,61;2.192.987.952;41.410.544.695
2021S003999    ;10;Sant Martí;70;el Besòs i el Maresme;266405;Prim;0006 0006;Divendres;2021;7;Juliol;16;19;Tarda;No és causa del  vianant;0;2;0;2;2;434818,61;4584989,73;2.218.968.898;41.411.967.966
2021S003445    ;10;Sant Martí;70;el Besòs i el Maresme;701266;Litoral (Llobregat);580000;Dimecres;2021;6;Juny;23;6;Matí;No és causa del  vianant;0;1;0;1;2;434871,49;4584474,96;2.219.656.997;41.407.335.839
2021S000673    ;10;Sant Martí;70;el Besòs i el Maresme;701281;Llevant;0001 0001;Dimarts;2021;2;Febrer;9;20;Tarda;No és causa del  vianant;0;1;0;1;2;434848,19;4584967,78;2.219.325.161;41.411.772.667
2021S004092    ;10;Sant Martí;73;la Verneda i la Pau;266405;Prim;0192 0194;Dimecres;2021;7;Juliol;21;7;Matí;No és causa del  vianant;0;1;0;1;2;433697,06;4586136,21;2.205.424.844;41.422.202.208
2021S001007    ;10;Sant Martí;73;la Verneda i la Pau;118827;Extremadura;0019 0019;Divendres;2021;2;Febrer;26;17;Tarda;No és causa del  vianant;0;2;0;2;2;434004,08;4586439,08;2.209.065.556;41.424.955.369
2021S005006    ;10;Sant Martí;65;el Clot;226400;Las Navas de Tolosa;0251 0251;Divendres;2021;9;Setembre;10;20;Tarda;No és causa del  vianant;0;2;0;2;2;432430,07;4585071,26;2.190.383.183;41.412.504.905
2021S000827    ;10;Sant Martí;65;el Clot;226400;Las Navas de Tolosa;0251 0251;Dimecres;2021;2;Febrer;17;8;Matí;Altres;0;1;0;1;1;432430,07;4585071,26;2.190.383.183;41.412.504.905
2021S000558    ;10;Sant Martí;70;el Besòs i el Maresme;165408;Jaume Fabre;0001 0001;Dimecres;2021;2;Febrer;3;19;Tarda;No és causa del  vianant;0;2;0;2;2;434651,83;4585174,65;2.216.953.540;41.413.619.945
2021S001613    ;10;Sant Martí;73;la Verneda i la Pau;60807;Cantàbria;0071 0071;Diumenge;2021;3;Març;28;14;Tarda;No és causa del  vianant;0;2;0;2;2;433122,44;4586300,72;2.198.530.777;41.423.636.247
2021S003540    ;10;Sant Martí;73;la Verneda i la Pau;268604;Pont del Treball Digne;0008 0010;Divendres;2021;6;Juny;25;11;Matí;No és causa del  vianant;0;1;0;1;2;432986,99;4586156,24;2.196.925.977;41.422.323.665
2021S005207    ;10;Sant Martí;73;la Verneda i la Pau;86200;Concili de Trento;0342X0342X;Diumenge;2021;9;Setembre;19;15;Tarda;No és causa del  vianant;0;1;0;1;1;434106,55;4586140,41;2.210.324.325;41.422.273.745
2021S000624    ;10;Sant Martí;73;la Verneda i la Pau;208205;Menorca;0033 0033;Dissabte;2021;2;Febrer;6;17;Tarda;No és causa del  vianant;0;1;0;1;2;433193,61;4586082,12;2.199.406.574;41.421.673.305
2021S006956    ;10;Sant Martí;73;la Verneda i la Pau;208205;Menorca;0051 0051;Dimecres;2021;12;Desembre;1;20;Tarda;No és causa del  vianant;0;1;0;1;1;433299,84;4586188,55;2.200.665.959;41.422.640.721
2021S000155    ;10;Sant Martí;72;Sant Martí de Provençals;342503;Treball;0224 0224;Dilluns;2021;1;Gener;11;17;Tarda;No és causa del  vianant;0;1;0;1;1;433214,59;4585655,93;2.199.704.707;41.417.836.479
2021S005686    ;10;Sant Martí;73;la Verneda i la Pau;60807;Cantàbria;0002 0004;Dilluns;2021;10;Octubre;11;15;Tarda;No és causa del  vianant;0;1;0;1;2;433622,84;4585617,53;2.204.593.690;41.417.524.467
2021S000076    ;10;Sant Martí;71;Provençals del Poblenou;42306;Bilbao;0120X0120X;Dimecres;2021;1;Gener;6;13;Matí;No és causa del  vianant;0;1;0;1;2;433114,74;4584408,58;2.198.647.960;41.406.593.632
2021S005768    ;10;Sant Martí;70;el Besòs i el Maresme;186703;Llull;0395X0395X;Dijous;2021;10;Octubre;14;18;Tarda;No és causa del  vianant;0;1;0;1;1;434651,4;4585039,09;2.216.963.046;41.412.398.953
2021S001792    ;10;Sant Martí;70;el Besòs i el Maresme;94300;Cristóbal de Moura;0231 0231;Dijous;2021;4;Abril;8;18;Tarda;No és causa del  vianant;0;1;0;1;2;434422,02;4585555,15;2.214.162.729;41.417.028.284
2021S007137    ;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0163 0163;Dijous;2021;12;Desembre;9;12;Matí;No és causa del  vianant;0;1;0;1;2;434016,75;4585168,3;2.209.355.889;41.413.510.830
2021S007655    ;10;Sant Martí;71;Provençals del Poblenou;94300;Cristóbal de Moura;0002X0002X;Dijous;2021;12;Desembre;30;22;Nit;No és causa del  vianant;0;2;0;2;2;433363,56;4584493,06;2.201.615.304;41.407.375.198
2021S006006    ;10;Sant Martí;70;el Besòs i el Maresme;195409;Maresme;0130 0130;Diumenge;2021;10;Octubre;24;16;Tarda;No és causa del  vianant;0;2;0;2;2;434138,94;4585464,81;2.210.785.515;41.416.191.449
2021S000106    ;10;Sant Martí;70;el Besòs i el Maresme;200600;Marroc;0241 0241;Divendres;2021;1;Gener;8;14;Tarda;No és causa del  vianant;0;0;0;0;1;434202,8;4585519,07;2.211.543.686;41.416.685.390
2021S003859    ;10;Sant Martí;68;el Poblenou;62609;Icària;0204 0204;Dissabte;2021;7;Juliol;10;21;Tarda;No és causa del  vianant;0;1;0;1;2;433310,58;4583071,37;2.201.138.199;41.394.566.000
2021S001749    ;10;Sant Martí;68;el Poblenou;701265;Litoral (Besòs);780000;Dimarts;2021;4;Abril;6;17;Tarda;No és causa del  vianant;0;1;0;1;4;433557,81;4582963,81;2.204.107.092;41.393.617.708
2021S000685    ;10;Sant Martí;68;el Poblenou;183603;Llacuna;0023 0023;Dimecres;2021;2;Febrer;10;10;Matí;No és causa del  vianant;0;1;0;1;3;433379,2;4583531,35;2.201.908.315;41.398.714.618
2021S005159    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);760000;Divendres;2021;9;Setembre;17;18;Tarda;No és causa del  vianant;0;1;0;1;2;433689,13;4583118,93;2.205.660.776;41.395.025.683
2021S002746    ;10;Sant Martí;68;el Poblenou;332000;Taulat;0056 0056;Dimarts;2021;5;Maig;25;15;Tarda;Transitar a peu per la calçada;0;1;0;1;1;433682,87;4583588,27;2.205.534.466;41.399.252.400
2021S005116    ;10;Sant Martí;68;el Poblenou;701266;Litoral (Llobregat);0023S0000;Dimecres;2021;9;Setembre;15;9;Matí;No és causa del  vianant;0;0;0;0;2;433777,75;4583199,54;2.206.711.936;41.395.759.025
2021S006590    ;10;Sant Martí;68;el Poblenou;186703;Llull;0111 0111;Dimecres;2021;11;Novembre;17;12;Matí;No és causa del  vianant;0;2;0;2;2;432950,51;4583361,66;2.196.799.292;41.397.150.611
2021S006746    ;10;Sant Martí;68;el Poblenou;175004;Jonquera;0012 0012;Dimarts;2021;11;Novembre;23;15;Tarda;No és causa del  vianant;0;1;0;1;2;433843,52;4583651,63;2.207.449.192;41.399.836.311
2021S007092    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0040 0044;Dilluns;2021;12;Desembre;6;17;Tarda;Altres;0;1;0;1;1;432701,61;4584400,55;2.193.706.559;41.406.486.807
2021S002674    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20750000;Dijous;2021;5;Maig;20;20;Tarda;No és causa del  vianant;0;0;0;0;1;433366,47;4585249,15;2.201.566.805;41.414.185.339
2021S004630    ;10;Sant Martí;71;Provençals del Poblenou;253902;Perú;0198 0198;Divendres;2021;8;Agost;20;16;Tarda;No és causa del  vianant;0;1;0;1;1;433439,8;4585122,16;2.202.458.138;41.413.047.655
2021S000068    ;10;Sant Martí;71;Provençals del Poblenou;143609;Josep Pla;0180X0180X;Dimarts;2021;1;Gener;5;17;Tarda;No és causa del  vianant;0;1;0;1;2;433785,04;4585451,97;2.206.552.561;41.416.046.703
2021S000356    ;10;Sant Martí;71;Provençals del Poblenou;115603;Espronceda;0201 0201;Dissabte;2021;1;Gener;23;15;Tarda;No és causa del  vianant;0;1;0;1;2;433092,12;4584771,86;2.198.337.167;41.409.863.713
2021S003853    ;10;Sant Martí;71;Provençals del Poblenou;701414;C-31;20700000;Dissabte;2021;7;Juliol;10;20;Tarda;No és causa del  vianant;0;1;0;1;2;433010,8;4584901,86;2.197.349.882;41.411.027.810
2021S004628    ;10;Sant Martí;68;el Poblenou;71905;Castanys;0031 0031;Divendres;2021;8;Agost;20;17;Tarda;No és causa del  vianant;0;0;0;0;1;433601,23;4583780,58;2.204.536.806;41.400.977.748
2021S004652    ;10;Sant Martí;71;Provençals del Poblenou;42306;Bilbao;0181 0185;Diumenge;2021;8;Agost;22;13;Matí;No és causa del  vianant;0;1;0;1;2;432872,95;4584623,05;2.195.731.610;41.408.505.138
2021S000723    ;10;Sant Martí;68;el Poblenou;110009;Ramon Turró;0265 0265;Divendres;2021;2;Febrer;12;6;Matí;No és causa del  vianant;0;1;0;1;2;433815,83;4584025,48;2.207.077.071;41.403.201.207
2021S004611    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;242906;Pallars;0372 0376;Dijous;2021;8;Agost;19;18;Tarda;No és causa del  vianant;0;1;0;1;2;433970,83;4584707,72;2.208.856.778;41.409.358.729
2021S000139    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0219 0219;Dilluns;2021;1;Gener;11;9;Matí;No és causa del  vianant;0;1;0;1;2;433488,85;4584083,12;2.203.159.250;41.403.693.356
2021S006014    ;10;Sant Martí;68;el Poblenou;346800;Poblenou;0142 0142;Diumenge;2021;10;Octubre;24;18;Tarda;No és causa del  vianant;0;0;0;0;1;432926,07;4584231,94;2.196.410.478;41.404.986.954
2021S004643    ;10;Sant Martí;68;el Poblenou;144601;Diagonal;0174X0174X;Dissabte;2021;8;Agost;21;21;Tarda;Desobeir el senyal del semàfor;0;1;0;1;1;432849,69;4584292,26;2.195.490.066;41.405.523.859
2021S002580    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0272 0272;Dilluns;2021;5;Maig;17;12;Matí;No és causa del  vianant;0;1;0;1;2;433674,3;4584233,42;2.205.361.225;41.405.062.401
2021S000224    ;10;Sant Martí;68;el Poblenou;270901;Pujades;0199 0199;Divendres;2021;1;Gener;15;12;Matí;No és causa del  vianant;0;1;0;1;1;433399,47;4583994,48;2.202.099.797;41.402.887.594
2021S001214    ;10;Sant Martí;68;el Poblenou;17579;Antic de València;0054 0066;Dimecres;2021;3;Març;10;18;Tarda;No és causa del  vianant;0;1;0;1;1;433339,23;4584236,46;2.201.352.518;41.405.062.050
2021S007640    ;10;Sant Martí;68;el Poblenou;242906;Pallars;0339X0339X;Dimecres;2021;12;Desembre;29;23;Nit;No és causa del  vianant;0;2;0;2;2;433628,38;4584402,67;2.204.793.322;41.406.583.000
2021S003229    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;243206;Pamplona;0083 0083;Dilluns;2021;6;Juny;14;16;Tarda;No és causa del  vianant;0;2;0;2;2;432522,91;4583272,41;2.191.694.586;41.396.310.971
2021S004571    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;197302;Marina;0114 0116;Dilluns;2021;8;Agost;16;20;Tarda;No és causa del  vianant;0;1;0;1;2;432157,22;4583115,25;2.187.338.133;41.394.864.688
2021S003600    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;197302;Marina;0081 0083;Dimecres;2021;6;Juny;30;7;Matí;No és causa del  vianant;0;1;0;1;2;432258,28;4582927,85;2.188.567.874;41.393.185.351
2021S004722    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;249304;Pere IV;0057 0057;Dijous;2021;8;Agost;26;19;Tarda;No és causa del  vianant;0;1;0;1;2;432549,08;4583238,99;2.192.011.335;41.396.012.163
2021S003333    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;186703;Llull;0087 0087;Divendres;2021;6;Juny;18;15;Tarda;No és causa del  vianant;0;2;0;2;2;432806,82;4583225,77;2.195.095.659;41.395.914.684
2021S005149    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;209900;Meridiana;0042 0042;Divendres;2021;9;Setembre;17;9;Matí;No és causa del  vianant;0;1;0;1;2;432157,42;4583295,36;2.187.320.334;41.396.486.906
2021S006250    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700654;Litoral;0098 0098;Dimecres;2021;11;Novembre;3;14;Tarda;No és causa del  vianant;0;1;0;1;2;434273,15;4583794,77;2.212.572.815;41.401.160.796
2021S002777    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701265;Litoral (Besòs);670000;Dijous;2021;5;Maig;27;0;Nit;No és causa del  vianant;0;1;0;1;1;434241,83;4583823,22;2.212.195.070;41.401.414.476
2021S005827    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;225500;Nàpols;0007 0007;Diumenge;2021;10;Octubre;17;20;Tarda;No és causa del  vianant;0;0;0;0;2;431968,81;4582677,15;2.185.133.825;41.390.902.916
2021S001776    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701266;Litoral (Llobregat);600000;Dijous;2021;4;Abril;8;11;Matí;No és causa del  vianant;0;1;0;1;4;434731,89;4584332,53;2.218.002.296;41.406.041.674
2021S004334    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;701278;Taulat;0262X0262X;Diumenge;2021;8;Agost;1;17;Tarda;No és causa del  vianant;0;2;0;2;2;434641,69;4584609,56;2.216.893.296;41.408.529.487
2021S003238    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;700892;Garcia Fària;0024S0024S;Dimarts;2021;6;Juny;15;8;Matí;No és causa del  vianant;0;1;0;1;2;434537,24;4584172,32;2.215.691.035;41.404.582.862
2021S001655    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;44403;Bolívia;0011 0011;Dimarts;2021;3;Març;30;19;Tarda;No és causa del  vianant;0;1;0;1;2;432270,85;4583818,7;2.188.618.513;41.401.210.051
2021S005384    ;1;Ciutat Vella;1;el Raval;701266;Litoral (Llobregat);1110000;Dimarts;2021;9;Setembre;28;13;Matí;No és causa del  vianant;0;1;0;1;2;431245,82;4580721,31;2.176.708.815;41.373.225.696
2021S002265    ;1;Ciutat Vella;1;el Raval;701349;Drassanes;0001 0001;Dissabte;2021;5;Maig;1;19;Tarda;No és causa del  vianant;0;2;0;2;2;431213,91;4580892,22;2.176.307.867;41.374.762.308
2021S007388    ;1;Ciutat Vella;1;el Raval;330300;Tàpies;0002 0002;Dissabte;2021;12;Desembre;18;19;Tarda;No és causa del  vianant;0;0;0;0;2;430810,68;4581156,11;2.171.456.246;41.377.104.505
2021S007093    ;1;Ciutat Vella;1;el Raval;308301;Sant Oleguer;0017X0017X;Dilluns;2021;12;Desembre;6;19;Tarda;No és causa del  vianant;0;1;0;1;2;430848,77;4581161,85;2.171.911.055;41.377.159.480
2021S002433    ;1;Ciutat Vella;1;el Raval;308709;Sant Pau;0074 0080;Dilluns;2021;5;Maig;10;11;Matí;No és causa del  vianant;0;1;0;1;1;430149,78;4581327,13;2.163.533.775;41.378.587.702
2021S000786    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;169409;Corts Catalanes;0850 0852;Dilluns;2021;2;Febrer;15;6;Matí;No és causa del  vianant;0;1;0;1;1;432358,32;4584250,26;2.189.616.580;41.405.104.358
2021S002556    ;10;Sant Martí;69;Diagonal Mar i el Front Marítim del Poblenou;110009;Ramon Turró;0331 0335;Divendres;2021;5;Maig;14;19;Tarda;No és causa del  vianant;0;1;0;1;2;434142,25;4584343,85;2.210.947.200;41.406.095.512
2021S005881    ;1;Ciutat Vella;1;el Raval;34308;Rambla;0041 0041;Dimecres;2021;10;Octubre;20;1;Nit;Creuar per fora pas de vianants;0;0;1;1;1;431062,32;4581421,75;2.174.435.020;41.379.518.661
2021S004814    ;1;Ciutat Vella;1;el Raval;34308;Rambla;0063 0063;Dilluns;2021;8;Agost;30;15;Tarda;No és causa del  vianant;0;0;0;0;2;430976,98;4581555,37;2.173.399.295;41.380.714.818
2021S007362    ;1;Ciutat Vella;1;el Raval;308505;Sant Pau;0067 0067;Dissabte;2021;12;Desembre;18;4;Nit;No és causa del  vianant;0;1;0;1;2;430779,75;4581270,6;2.171.073.315;41.378.133.023
2021S000523    ;10;Sant Martí;66;el Parc i la Llacuna del Poblenou;4908;Àlaba;0122 0122;Dimarts;2021;2;Febrer;2;10;Matí;No és causa del  vianant;0;1;0;1;3;432422,22;4583603,3;2.190.453.266;41.399.282.747
2021S005132    ;1;Ciutat Vella;1;el Raval;308505;Sant Pau;0090 0090;Dijous;2021;9;Setembre;16;12;Matí;No és causa del  vianant;0;1;0;1;2;430669,59;4581140,55;2.169.770.933;41.376.952.210
2021S001254    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel;0050B0050B;Divendres;2021;3;Març;12;12;Matí;No és causa del  vianant;0;1;0;1;1;430812,07;4580929,31;2.171.498.769;41.375.061.901
2021S006245    ;1;Ciutat Vella;1;el Raval;701500;Nou de Sadurní;0001 0001;Dimecres;2021;11;Novembre;3;10;Matí;No és causa del  vianant;0;0;0;0;1;430711,37;4581387,57;2.170.242.263;41.379.180.650
2021S001462    ;1;Ciutat Vella;1;el Raval;308505;Sant Pau;0118 0118;Divendres;2021;3;Març;19;0;Nit;No és causa del  vianant;0;0;0;0;1;430565,49;4581035,61;2.168.538.181;41.375.998.065
2021S002017    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;368008;Wellington;0018 0018;Diumenge;2021;4;Abril;18;14;Tarda;Altres;0;1;0;1;1;432454,66;4582403,83;2.190.975.163;41.388.482.166
2021S004218    ;1;Ciutat Vella;1;el Raval;198804;Paral·lel;0080A0080A;Dilluns;2021;7;Juliol;26;17;Tarda;No és causa del  vianant;0;1;0;1;2;430519,32;4580952,09;2.167.995.688;41.375.241.837
2021S000312    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;367504;Doctor Trueta;0100 0100;Dimecres;2021;1;Gener;20;20;Tarda;No és causa del  vianant;0;1;0;1;2;433011,45;4583010,25;2.197.567.113;41.393.990.631
2021S001906    ;1;Ciutat Vella;1;el Raval;68503;Carretes;0044 0044;Dimarts;2021;4;Abril;13;20;Tarda;No és causa del  vianant;0;1;0;1;1;430455,95;4581207,96;2.167.208.586;41.377.540.907
2021S002872    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700757;Marítim de Nova Icària;0060 0060;Diumenge;2021;4;Abril;18;17;Tarda;No és causa del  vianant;0;1;0;1;2;433393,42;4582656,53;2.202.174.687;41.390.836.504
2021S003607    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700654;Litoral;9993 9993;Dimecres;2021;6;Juny;30;13;Matí;No és causa del  vianant;0;1;0;1;2;432910,76;4582300,75;2.196.441.419;41.387.591.942
2021S006307    ;1;Ciutat Vella;1;el Raval;269108;Portal de la Pau;0002 0002;Divendres;2021;11;Novembre;5;19;Tarda;No és causa del  vianant;0;1;0;1;2;431229,39;4581076,77;2.176.472.014;41.376.425.825
2021S000550    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;701266;Litoral (Llobregat);820000;Dimecres;2021;2;Febrer;3;8;Matí;No és causa del  vianant;0;1;0;1;2;433257,43;4582696,33;2.200.543.834;41.391.183.693
2021S004107    ;1;Ciutat Vella;1;el Raval;86902;Nou de la Rambla;0108X0108X;Dimecres;2021;7;Juliol;21;17;Tarda;Altres;0;3;0;3;1;430695,81;4580942,22;2.170.107.149;41.375.168.168
2021S003397    ;1;Ciutat Vella;1;el Raval;111001;Erasme de Janer;0004 0004;Dilluns;2021;6;Juny;21;9;Matí;No és causa del  vianant;0;0;0;0;2;430349,47;4581489,97;2.165.902.909;41.380.071.673
2021S004851    ;10;Sant Martí;67;la Vila Olímpica del Poblenou;700884;Voluntaris Olímpics;9999 9999;Divendres;2021;9;Setembre;3;13;Matí;No és causa del  vianant;0;0;0;0;2;432898,25;4582311,08;2.196.290.660;41.387.683.938
2021S006599    ;1;Ciutat Vella;2;el Barri Gòtic;177101;Laietana;0003 0003;Dimecres;2021;11;Novembre;17;17;Tarda;No és causa del  vianant;0;1;0;1;2;431586,95;4581732,67;2.180.673.445;41.382.363.837
